SampleID,TA,Mass,Sample.Index
Junk,2270.000799,59.6817,1
I1_L_38_0112,2778.202944,59.9362,2
I2_L_38_0112,2774.416147,59.7625,3
I3_L_38_0112,2839.914947,59.8184,4
PABLANK1_L_38_0112,2841.121066,59.8642,5
PABLANK2_L_38_0112,2839.555237,59.6365,6
PA5_L_38_0112,2870.087197,59.8126,7
PA6_L_38_0112,2863.170464,59.6807,8
PA7_L_38_0112,2911.457548,59.8393,9
PA10_L_38_0112,2841.994431,59.8749,10
PA11_L_38_0112,2854.95067,59.6152,11
PA13_L_38_0112,2851.14701,59.7593,12
I1_L_20_0115,2601.419193,59.9082,13
I2_L_20_0115,2601.2173,59.661,14
I3_L_20_0115,2600.185418,59.7708,15
PABLANK3_L_20_0115,2591.178768,59.9026,16
PABLANK4_L_20_0115,2601.774535,59.5186,17
PA1_L_20_0115,2573.309226,59.8626,18
PA2_L_20_0115,2622.062503,59.6306,19
PA3_L_20_0115,2570.317813,59.6213,20
PA8_L_20_0115,2582.921729,59.7276,21
PA12_L_20_0115,2589.339373,59.9954,22
PA16_L_20_0115,2588.636379,59.7387,23
