Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,9/16/2026 10:24:17 AM,OK,Unchecked,0,,25.0,°C,,2.355,mL,,60.032,g,,60.0318,g,1.0,g/mL,
2,junk2,9/16/2026 10:35:02 AM,OK,Unchecked,0,,25.0,°C,,2.354,mL,,59.954,g,,59.9535,g,1.0,g/mL,
3,S1,9/16/2026 10:45:38 AM,OK,Unchecked,0,,25.0,°C,,2.322,mL,,59.880,g,,59.8797,g,1.0,g/mL,
4,S2,9/16/2026 10:56:12 AM,OK,Unchecked,0,,25.0,°C,,2.320,mL,,59.702,g,,59.7022,g,1.0,g/mL,
5,S3,9/16/2026 11:06:38 AM,OK,Unchecked,0,,25.0,°C,,2.320,mL,,59.889,g,,59.8891,g,1.0,g/mL,
6,S4,9/16/2026 11:17:03 AM,OK,Unchecked,0,,25.0,°C,,2.314,mL,,60.157,g,,60.1574,g,1.0,g/mL,
7,S5,9/16/2026 11:27:32 AM,OK,Unchecked,0,,25.0,°C,,2.302,mL,,60.121,g,,60.1213,g,1.0,g/mL,
8,S6,9/16/2026 11:38:08 AM,OK,Unchecked,0,,25.0,°C,,2.300,mL,,60.001,g,,60.0007,g,1.0,g/mL,
9,T1,9/16/2026 11:48:30 AM,OK,Unchecked,0,,25.0,°C,,2.299,mL,,60.095,g,,60.0946,g,1.0,g/mL,
10,T2,9/16/2026 11:58:56 AM,OK,Unchecked,0,,25.0,°C,,2.284,mL,,59.928,g,,59.9283,g,1.0,g/mL,
11,T3,9/16/2026 12:09:25 PM,OK,Unchecked,0,,25.0,°C,,2.299,mL,,60.039,g,,60.0392,g,1.0,g/mL,
12,T4,9/16/2026 12:19:51 PM,OK,Unchecked,0,,25.0,°C,,2.290,mL,,59.812,g,,59.8117,g,1.0,g/mL,
13,T5,9/16/2026 12:30:23 PM,OK,Unchecked,0,,25.0,°C,,2.280,mL,,59.733,g,,59.7332,g,1.0,g/mL,
14,T7A,9/16/2026 12:40:54 PM,OK,Unchecked,0,,25.0,°C,,2.292,mL,,60.325,g,,60.3252,g,1.0,g/mL,
15,T7B,9/16/2026 12:51:24 PM,OK,Unchecked,0,,25.0,°C,,2.302,mL,,60.165,g,,60.1652,g,1.0,g/mL,
16,T8,9/16/2026 1:01:48 PM,OK,Unchecked,0,,25.0,°C,,2.278,mL,,59.621,g,,59.6208,g,1.0,g/mL,
17,T9,9/16/2026 1:12:14 PM,OK,Unchecked,0,,25.0,°C,,2.278,mL,,59.724,g,,59.7236,g,1.0,g/mL,
18,T10,9/16/2026 1:22:39 PM,OK,Unchecked,0,,25.0,°C,,2.276,mL,,59.753,g,,59.7528,g,1.0,g/mL,
19,T11,9/16/2026 1:33:02 PM,OK,Unchecked,0,,25.0,°C,,2.312,mL,,60.386,g,,60.3856,g,1.0,g/mL,
20,T12,9/16/2026 1:43:28 PM,OK,Unchecked,0,,25.0,°C,,2.306,mL,,60.343,g,,60.3427,g,1.0,g/mL,
21,T13,9/16/2026 1:53:54 PM,OK,Unchecked,0,,25.0,°C,,2.274,mL,,59.792,g,,59.7919,g,1.0,g/mL,
22,T14,9/16/2026 2:04:18 PM,OK,Unchecked,0,,25.0,°C,,2.284,mL,,59.934,g,,59.9344,g,1.0,g/mL,
23,T15,9/16/2026 2:14:37 PM,OK,Unchecked,0,,25.0,°C,,2.290,mL,,59.966,g,,59.9658,g,1.0,g/mL,
24,T16,9/16/2026 2:25:01 PM,OK,Unchecked,0,,25.0,°C,,2.288,mL,,60.141,g,,60.1412,g,1.0,g/mL,
25,T17,9/16/2026 2:35:26 PM,OK,Unchecked,0,,25.0,°C,,2.300,mL,,60.208,g,,60.2085,g,1.0,g/mL,
26,T18,9/16/2026 2:45:52 PM,OK,Unchecked,0,,25.0,°C,,2.288,mL,,60.201,g,,60.2013,g,1.0,g/mL,
27,T19,9/16/2026 2:56:17 PM,OK,Unchecked,0,,25.0,°C,,2.294,mL,,60.230,g,,60.2297,g,1.0,g/mL,
28,T20,9/16/2026 3:06:51 PM,OK,Unchecked,0,,25.0,°C,,2.290,mL,,60.129,g,,60.1292,g,1.0,g/mL,
29,T21,9/16/2026 3:17:15 PM,OK,Unchecked,0,,25.0,°C,,2.299,mL,,60.420,g,,60.4197,g,1.0,g/mL,
30,T22,9/16/2026 3:27:48 PM,OK,Unchecked,0,,25.0,°C,,2.300,mL,,60.193,g,,60.1932,g,1.0,g/mL,
31,T23,9/16/2026 3:38:20 PM,OK,Unchecked,0,,25.0,°C,,2.298,mL,,60.428,g,,60.4281,g,1.0,g/mL,
32,T24,9/16/2026 3:49:01 PM,OK,Unchecked,0,,25.0,°C,,2.266,mL,,59.604,g,,59.6044,g,1.0,g/mL,
SystemInternal9/16/2026 4:00:03 PM,,,,,,,,,,,,,,,,,,,,1/1
