"SampleID","TA","Mass","Sample.Index"
"junk1",2384.38753023723,60.4091,1
"junk2",2404.4025493989,60.3841,2
"postCabral_Col9_Dil1",2358.20538926077,60.2463,3
"postCabral_Col10_Dil1",2362.98177249533,60.402,4
"postCabral_Blank_Dil1",2390.78900907265,60.0798,5
"postCabral_Col9_Dil2",2363.48666864416,60.1515,6
"postCabral_Col10_Dil2",2392.31444861568,60.3096,7
"postCabral_Blank_Dil2",2415.25322902268,60.2587,8
"postCabral_Col9_Dil3",2363.23443463782,59.747,9
"postCabral_Col10_Dil3",2408.60393962997,60.232,10
"postCabral_Blank_Dil3",2454.70737595324,59.729,11
"postCabral_Col9_Dil4",2363.77157180011,59.9506,12
"postCabral_Col10_Dil4",2381.96528140333,59.8738,13
"postCabral_Blank_Dil4",2411.69021959163,59.7327,14
"postCabral_Col9_Dil5",2405.42999044995,59.8407,15
"postCabral_Col10_Dil5",2391.80406536992,60.0044,16
"postCabral_Blank_Dil5",2417.91106542541,59.9773,17
"postCabral_Col9_Dil6",2351.13668053787,60.3177,18
"postCabral_Col10_Dil6",2367.78334215933,60.3573,19
"postCabral_Blank_Dil6",2378.44262848451,59.9141,20
"postCabral_Col9_Dil7",2379.48455737398,60.413,21
"postCabral_Col10_Dil7",2394.85479995007,60.0385,22
"postCabral_Blank_Dil7",2450.62152868308,60.0009,23
"postCabral_Col9_Dil8",2368.75898189877,60.1341,24
"postCabral_Col10_Dil8",2393.56079155643,60.2432,25
"postCabral_Blank_Dil8",2382.77232660998,59.7109,26
"postCabral_Col9_Dil9",2376.2443826634,59.844,27
"postCabral_Col10_Dil9",2381.33834614885,59.7087,28
"postCabral_Blank_Dil9",2398.00481270338,60.2095,29
