"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2249.33428163482,60.0514,1,2249.33428163482
"Junk2",2237.15101514548,59.9605,2,2235.87337321793
"Junk3",2238.91390893743,59.603,3,2236.35807114184
"CRM",2207.73828179536,60.0562,4,2203.96006454186
