"SampleID","TA","Mass","Sample.Index"
"junk1",2262.6163678757,59.6487,1
"junk2",2238.61633495318,59.9314,2
"junk3",2273.64179254774,59.878,3
"CRM",2157.79232193566,60.2142,4
