Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,8/28/2019 10:10:17 AM,OK,Unchecked,0,,25.0,°C,,2.535,mL,,60.002,g,,60.0022,g,,1.0,g/mL
2,junk2,8/28/2019 10:21:17 AM,OK,Unchecked,0,,25.0,°C,,2.571,mL,,59.827,g,,59.8270,g,,1.0,g/mL
3,junk3,8/28/2019 10:32:08 AM,OK,Unchecked,0,,25.0,°C,,2.624,mL,,60.289,g,,60.2887,g,,1.0,g/mL
4,junk4,8/28/2019 10:43:05 AM,OK,Unchecked,0,,25.0,°C,,2.612,mL,,60.057,g,,60.0570,g,,1.0,g/mL
5,junk5,8/28/2019 10:54:01 AM,OK,Unchecked,0,,25.0,°C,,2.630,mL,,60.255,g,,60.2548,g,,1.0,g/mL
6,junk6,8/28/2019 11:04:59 AM,OK,Unchecked,0,,25.0,°C,,2.618,mL,,60.103,g,,60.1033,g,,1.0,g/mL
7,junk7,8/28/2019 11:15:55 AM,OK,Unchecked,0,,25.0,°C,,2.606,mL,,59.711,g,,59.7109,g,,1.0,g/mL
8,junk8,8/28/2019 11:26:51 AM,OK,Unchecked,0,,25.0,°C,,2.614,mL,,59.869,g,,59.8690,g,,1.0,g/mL
9,junk9,8/28/2019 11:37:46 AM,OK,Unchecked,0,,25.0,°C,,2.638,mL,,60.220,g,,60.2199,g,,1.0,g/mL
10,junk10,8/28/2019 11:48:46 AM,OK,Unchecked,0,,25.0,°C,,2.622,mL,,60.029,g,,60.0291,g,,1.0,g/mL
SystemInternal8/28/2019 12:22:14 PM,,,,,,,,,,,,,,,,,,1/1,,
