Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk,9/7/2019 12:23:50 PM,OK,Unchecked,0,,25.0,°C,,2.641,mL,,60.245,g,,60.2446,g,,1.0,g/mL
2,D_9_1_BC,9/7/2019 12:34:58 PM,OK,Unchecked,0,,25.0,°C,,2.545,mL,,59.868,g,,59.8678,g,,1.0,g/mL
3,D_9_2_BC,9/7/2019 12:45:46 PM,OK,Unchecked,0,,25.0,°C,,2.532,mL,,60.011,g,,60.0107,g,,1.0,g/mL
4,D_9_2_BC2,9/7/2019 12:56:34 PM,OK,Unchecked,0,,25.0,°C,,2.536,mL,,59.919,g,,59.9192,g,,1.0,g/mL
5,D_9_3_BC,9/7/2019 1:07:22 PM,OK,Unchecked,0,,25.0,°C,,2.510,mL,,59.929,g,,59.9293,g,,1.0,g/mL
6,D_9_4_BC,9/7/2019 1:18:06 PM,OK,Unchecked,0,,25.0,°C,,2.526,mL,,60.292,g,,60.2922,g,,1.0,g/mL
7,D_9_5_BC,9/7/2019 1:28:52 PM,OK,Unchecked,0,,25.0,°C,,2.508,mL,,59.967,g,,59.9669,g,,1.0,g/mL
8,N_9_1_BC,9/7/2019 1:39:38 PM,OK,Unchecked,0,,25.0,°C,,2.493,mL,,59.955,g,,59.9546,g,,1.0,g/mL
9,N_9_2_BC,9/7/2019 1:50:22 PM,OK,Unchecked,0,,25.0,°C,,2.528,mL,,59.898,g,,59.8975,g,,1.0,g/mL
10,N_9_3_BC,9/7/2019 2:01:08 PM,OK,Unchecked,0,,25.0,°C,,2.587,mL,,59.986,g,,59.9857,g,,1.0,g/mL
11,N_9_4_BC,9/7/2019 2:12:01 PM,OK,Unchecked,0,,25.0,°C,,2.620,mL,,60.116,g,,60.1162,g,,1.0,g/mL
12,D_9_1_AI,9/7/2019 2:22:58 PM,OK,Unchecked,0,,25.0,°C,,2.539,mL,,59.885,g,,59.8851,g,,1.0,g/mL
13,D_9_2_AI,9/7/2019 2:33:47 PM,OK,Unchecked,0,,25.0,°C,,2.507,mL,,59.953,g,,59.9534,g,,1.0,g/mL
14,D_9_3_AI,9/7/2019 2:44:31 PM,OK,Unchecked,0,,25.0,°C,,2.518,mL,,60.190,g,,60.1905,g,,1.0,g/mL
15,D_9_4_AI,9/7/2019 2:55:19 PM,OK,Unchecked,0,,25.0,°C,,2.512,mL,,59.946,g,,59.9460,g,,1.0,g/mL
16,N_9_1_AI,9/7/2019 3:06:02 PM,OK,Unchecked,0,,25.0,°C,,2.531,mL,,59.990,g,,59.9904,g,,1.0,g/mL
17,N_9_2_AI,9/7/2019 3:16:51 PM,OK,Unchecked,0,,25.0,°C,,2.513,mL,,59.900,g,,59.9004,g,,1.0,g/mL
18,N_9_3_AI,9/7/2019 3:27:36 PM,OK,Unchecked,0,,25.0,°C,,2.550,mL,,60.049,g,,60.0490,g,,1.0,g/mL
