Task,T3931,,,,,
0.106,16,-18.6,23.4,0.0075,,
0.1145,17,-18.4,23.4,0.0075,,
0.123,18,-18.2,23.4,0.0075,,
0.1315,19,-17.8,23.4,0.0085,,
0.139,20,-17.5,23.4,0.0075,,
0.1475,21,-17.2,23.4,0.0085,,
0.156,22,-16.9,23.4,0.0075,,
0.164,23,-16.5,23.4,0.0075,,
0.1725,24,-16.2,23.4,0.0075,,
0.181,25,-15.9,23.4,0.0085,,
0.1885,26,-15.6,23.4,0.0075,,
0.197,27,-15.3,23.4,0.0085,,
0.2055,28,-15,23.4,0.0075,,
0.214,29,-14.6,23.4,0.0075,,
0.2225,30,-14.3,23.4,0.0075,,
0.231,31,-14,23.4,0.0085,,
0.2385,32,-13.6,23.4,0.0075,,
0.247,33,-13.3,23.4,0.0085,,
0.2555,34,-13,23.4,0.0075,,
0.264,35,-12.6,23.4,0.0075,,
0.272,36,-12.2,23.4,0.0075,,
0.28,37,-11.8,23.4,0.008,,
0.288,38,-11.4,23.4,0.008,,
0.2965,39,-11.1,23.4,0.0085,,
0.305,40,-10.7,23.4,0.0075,,
0.3135,41,-10.4,23.4,0.0075,,
0.322,42,-10.1,23.4,0.0075,,
0.3295,43,-9.8,23.4,0.0075,,
0.338,44,-9.5,23.4,0.0085,,
0.3465,45,-9.1,23.4,0.0085,,
0.355,46,-8.7,23.4,0.0075,,
0.363,47,-8.3,23.4,0.0075,,
0.3715,48,-8,23.4,0.0075,,
0.38,49,-7.7,23.4,0.0085,,
0.3875,50,-7.3,23.4,0.0075,,
0.396,51,-7,23.4,0.0085,,
0.4045,52,-6.6,23.4,0.0075,,
0.413,53,-6.3,23.4,0.0075,,
0.4215,54,-5.9,23.4,0.0075,,
0.4295,55,-5.5,23.4,0.0075,,
0.4375,56,-5.3,23.4,0.008,,
0.4455,57,-4.9,23.4,0.008,,
0.454,58,-4.5,23.4,0.0075,,
0.4625,59,-4.1,23.4,0.0075,,
0.471,60,-3.6,23.4,0.0075,,
0.4795,61,-3.2,23.4,0.0075,,
0.487,62,-2.9,23.4,0.0075,,
0.4955,63,-2.5,23.4,0.0085,,
0.504,64,-2,23.4,0.0075,,
0.5125,65,-1.6,23.4,0.0075,,
0.5205,66,-1.1,23.4,0.0075,,
0.529,67,-0.7,23.4,0.0075,,
0.5365,68,-0.3,23.4,0.0075,,
0.545,69,0.2,23.4,0.0085,,
0.5535,70,0.5,23.4,0.0075,,
0.562,71,0.5,23.4,0.0075,,
0.5705,72,0.5,23.4,0.0075,,
0.579,73,1,23.4,0.0075,,
0.5865,74,1.4,23.4,0.0075,,
0.595,75,1.8,23.4,0.0085,,
0.6035,76,2.3,23.4,0.0085,,
0.6115,77,2.8,23.4,0.0075,,
0.62,78,3.7,23.4,0.0075,,
0.6285,79,3.5,23.4,0.0075,,
0.636,80,3.8,23.4,0.0075,,
0.6445,81,4.3,23.4,0.0085,,
0.653,82,4.7,23.4,0.0085,,
0.6615,83,5,23.4,0.0075,,
0.67,84,5.3,23.4,0.0075,,
0.6785,85,5.7,23.4,0.0075,,
0.686,86,5.9,23.4,0.0075,,
0.6945,87,6.3,23.4,0.0085,,
0.7025,88,6.6,23.5,0.008,,
0.711,89,6.9,23.5,0.0075,,
0.7195,90,7.3,23.5,0.0075,,
0.728,91,7.6,23.5,0.0075,,
0.7365,92,8,23.5,0.0085,,
0.744,93,8.4,23.5,0.0075,,
0.7525,94,8.9,23.5,0.0085,,
0.761,95,9.4,23.5,0.0075,,
0.7695,96,9.9,23.5,0.0075,,
0.7775,97,10.4,23.5,0.0075,,
0.7855,98,10.9,23.5,0.008,,
0.7935,99,11.3,23.5,0.008,,
0.802,100,11.8,23.5,0.0085,,
0.8105,101,12.3,23.5,0.0075,,
0.819,102,12.8,23.5,0.0075,,
0.8275,103,13.2,23.5,0.0075,,
0.836,104,13.7,23.5,0.0085,,
0.8435,105,14.1,23.5,0.0075,,
0.852,106,14.6,23.5,0.0075,,
0.8605,107,15,23.5,0.0075,,
0.8685,108,15.5,23.5,0.0075,,
0.877,109,16,23.5,0.0075,,
0.885,110,16.4,23.5,0.008,,
0.893,111,16.9,23.5,0.008,,
0.9015,112,17.4,23.5,0.0085,,
0.91,113,17.8,23.5,0.0075,,
0.9185,114,18.3,23.5,0.0075,,
0.927,115,18.8,23.5,0.0075,,
0.9345,116,19.3,23.5,0.0075,,
0.943,117,19.8,23.5,0.0085,,
0.9515,118,20.3,23.5,0.0085,,
0.9595,119,20.9,23.5,0.0075,,
0.968,120,21.4,23.5,0.0075,,
0.9765,121,21.9,23.5,0.0075,,
0.984,122,22.4,23.5,0.0075,,
0.9925,123,23,23.5,0.0085,,
1.001,124,23.5,23.5,0.0085,,
1.0095,125,23.9,23.5,0.0075,,
1.018,126,24.5,23.5,0.0075,,
1.0265,127,25.1,23.5,0.0075,,
1.0345,128,25.6,23.5,0.0075,,
1.0425,129,26.2,23.5,0.008,,
1.0505,130,26.7,23.5,0.008,,
1.059,131,27.4,23.5,0.0075,,
1.0675,132,28,23.5,0.0075,,
1.076,133,28.6,23.5,0.0075,,
1.0845,134,29.3,23.5,0.0075,,
1.092,135,29.9,23.5,0.0075,,
1.1005,136,30.5,23.5,0.0085,,
1.109,137,31.3,23.5,0.0075,,
1.1175,138,31.9,23.5,0.0075,,
1.1255,139,32.7,23.5,0.0075,,
1.134,140,33.5,23.5,0.0075,,
1.1415,141,34.2,23.5,0.0075,,
1.15,142,35,23.5,0.0085,,
1.1585,143,35.8,23.5,0.0075,,
1.167,144,36.6,23.5,0.0075,,
1.1755,145,37.4,23.5,0.0075,,
1.184,146,38.3,23.5,0.0075,,
1.1915,147,39.1,23.5,0.0075,,
1.2,148,40,23.5,0.0085,,
1.2085,149,40.9,23.5,0.0075,,
1.2165,150,41.9,23.5,0.0075,,
1.225,151,42.9,23.5,0.0075,,
1.2335,152,43.9,23.5,0.0075,,
1.241,153,45,23.5,0.0075,,
1.2495,154,46.1,23.5,0.0085,,
1.258,155,47.3,23.5,0.0085,,
1.2665,156,48.5,23.5,0.0075,,
1.275,157,49.8,23.5,0.0075,,
1.2835,158,51.2,23.5,0.0075,,
1.291,159,52.6,23.5,0.0075,,
1.299,160,54.2,23.5,0.008,,
1.3075,161,55.9,23.5,0.0085,,
1.316,162,57.8,23.5,0.0075,,
1.3245,163,59.8,23.5,0.0075,,
1.333,164,62.1,23.5,0.0075,,
1.3415,165,64.3,23.5,0.0085,,
1.349,166,67,23.5,0.0075,,
1.3575,167,70,23.5,0.0075,,
1.366,168,73.2,23.5,0.0075,,
1.3745,169,76.8,23.5,0.0075,,
1.3825,170,80.8,23.5,0.0075,,
1.391,171,84.8,23.5,0.0085,,
1.3985,172,90,23.5,0.0075,,
1.407,173,95.4,23.5,0.0075,,
1.4155,174,101.3,23.5,0.0075,,
1.424,175,107.6,23.5,0.0075,,
1.4325,176,114.1,23.5,0.0075,,
1.441,177,121.3,23.5,0.0075,,
1.4485,178,127.6,23.5,0.0075,,
1.4565,179,134.8,23.5,0.008,,
1.465,180,141.5,23.5,0.0085,,
1.4735,181,148.3,23.5,0.0075,,
1.482,182,154.6,23.5,0.0075,,
1.4905,183,160.6,23.5,0.0075,,
1.498,184,165.4,23.5,0.0075,,
1.5065,185,170.1,23.5,0.0085,,
1.515,186,174.4,23.5,0.0075,,
1.5235,187,177.8,23.5,0.0075,,
1.532,188,180.9,23.5,0.0075,,
1.54,189,183.3,23.5,0.0075,,
1.5495,190,185.1,23.5,0.008,,
1.5495,430,191.4,23.5,0,,
1.55,431,191.4,23.5,0.0005,,
1.5515,432,191.3,23.5,0.001,,
1.554,433,191.3,23.5,0.002,,
1.558,434,191.4,23.5,0.003,,
1.564,435,191.6,23.5,0.0045,,
1.5725,436,192,23.5,0.006,,
1.58,437,192.7,23.5,0.006,,
1.5885,438,193.5,23.5,0.0065,,
1.597,439,194.3,23.5,0.0065,,
1.6055,440,195.3,23.5,0.006,,
1.6135,441,196.2,23.5,0.0055,,
1.622,442,197,23.5,0.006,,
1.6295,443,197.8,23.5,0.006,,
1.638,444,198.7,23.5,0.0065,,
1.6465,445,199.5,23.5,0.0065,,
1.655,446,200.3,23.5,0.006,,
1.6635,447,201,23.5,0.006,,
1.672,448,201.8,23.5,0.006,,
1.6795,449,202.4,23.5,0.006,,
1.688,450,203,23.5,0.0065,,
1.6965,451,203.7,23.5,0.0065,,
1.7045,452,204.3,23.5,0.0055,,
1.713,453,204.9,23.5,0.006,,
1.7215,454,205.5,23.5,0.006,,
1.73,455,206.2,23.5,0.006,,
1.7375,456,206.7,23.5,0.006,,
1.746,457,207.2,23.5,0.0065,,
1.7545,458,207.9,23.5,0.006,,
1.763,459,208.4,23.5,0.006,,
1.7715,460,209,23.5,0.006,,
1.7795,461,209.5,23.5,0.0055,,
1.7875,462,210,23.5,0.006,,
1.7955,463,210.6,23.5,0.006,,
1.804,464,211,23.5,0.006,,
1.8125,465,211.5,23.5,0.006,,
1.821,466,212,23.5,0.006,,
1.8295,467,212.5,23.5,0.0065,,
1.837,468,212.9,23.5,0.006,,
1.8455,469,213.3,23.5,0.0065,,
1.854,470,213.8,23.5,0.0065,,
1.862,471,214.2,23.5,0.0055,,
1.8705,472,214.7,23.5,0.006,,
1.879,473,215.1,23.5,0.006,,
1.8865,474,215.5,23.5,0.006,,
1.895,475,215.9,23.5,0.0065,,
1.9035,476,216.3,23.5,0.0065,,
1.912,477,216.7,23.5,0.006,,
1.9205,478,217.1,23.5,0.006,,
1.929,479,217.5,23.5,0.006,,
1.9365,480,217.9,23.5,0.006,,
1.945,481,218.3,23.5,0.0065,,
1.953,482,218.7,23.5,0.006,,
1.9615,483,219.1,23.5,0.006,,
1.97,484,219.3,23.5,0.006,,
1.9785,485,219.6,23.5,0.006,,
1.986,486,220.1,23.5,0.006,,
1.9945,487,220.4,23.5,0.0065,,
2.003,488,220.7,23.5,0.0065,,
2.0115,489,221,23.5,0.006,,
2.02,490,221.3,23.5,0.006,,
2.0285,491,221.7,23.5,0.006,,
2.036,492,221.9,23.5,0.006,,
2.0445,493,222.3,23.5,0.0065,,
2.0525,494,222.6,23.5,0.0055,,
2.061,495,222.9,23.5,0.006,,
2.0695,496,223.2,23.5,0.006,,
2.078,497,223.6,23.5,0.006,,
2.0855,498,223.9,23.5,0.006,,
2.094,499,224.1,23.5,0.0065,,
2.1025,500,224.4,23.5,0.0065,,
2.111,501,224.6,23.5,0.006,,
2.1195,502,225,23.5,0.006,,
2.1275,503,225.3,23.5,0.0055,,
2.1355,504,225.5,23.5,0.006,,
2.1435,505,225.8,23.5,0.006,,
2.152,506,226.1,23.5,0.0065,,
2.1605,507,226.4,23.5,0.006,,
2.169,508,226.7,23.5,0.006,,
2.1775,509,227,23.5,0.006,,
2.185,510,227.2,23.5,0.006,,
2.1935,511,227.5,23.5,0.0065,,
2.202,512,227.6,23.5,0.0065,,
2.2105,513,228,23.5,0.006,,
2.2185,514,228.2,23.5,0.0055,,
2.227,515,228.4,23.5,0.006,,
2.2355,516,228.8,23.5,0.0065,,
2.243,517,229,23.5,0.006,,
2.2515,518,229.2,23.5,0.0065,,
2.26,519,229.4,23.5,0.006,,
2.2685,520,229.7,23.5,0.006,,
2.277,521,230,23.5,0.006,,
2.285,522,230.2,23.5,0.006,,
2.293,523,230.4,23.5,0.006,,
2.301,524,230.7,23.5,0.006,,
2.3095,525,230.8,23.5,0.006,,
2.318,526,231.1,23.5,0.006,,
2.3265,527,231.4,23.6,0.006,,
2.335,528,231.5,23.5,0.0065,,
2.3425,529,231.8,23.5,0.006,,
2.351,530,232.1,23.6,0.0065,,
2.3595,531,232.2,23.5,0.006,,
2.368,532,232.4,23.5,0.006,,
2.3765,533,232.6,23.6,0.006,,
2.3845,534,232.8,23.5,0.006,,
2.3925,535,233,23.6,0.006,,
2.4005,536,233.3,23.5,0.006,,
2.409,537,233.4,23.6,0.006,,
2.4175,538,233.7,23.6,0.006,,
2.426,539,233.9,23.6,0.006,,
2.434,540,234.1,23.6,0.0055,,
2.44,541,234.2,23.6,0.0045,,
2.4465,542,234.4,23.6,0.005,,
2.45,543,234.6,23.6,0.0025,,
2.4505,544,234.7,23.6,0.0005,,
2.451,545,234.8,23.5,0.0005,,
2.4525,546,234.8,23.6,0.001,,
2.454,547,234.8,23.6,0.001,,
2.457,548,234.8,23.6,0.0025,,
2.461,549,234.9,23.6,0.003,,
2.4665,550,235,23.6,0.004,,
2.471,551,235,23.6,0.003,,
Scope 1/1, Sample 4/19 (TNK-4),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-13.3,23.5,NaN,,
0.001,1,-15.6,23.5,0.001,,
0.0025,2,-16.1,23.5,0.0015,,
0.005,3,-16.6,23.5,0.0025,,
0.0085,4,-17.2,23.5,0.003,,
0.015,5,-17.7,23.5,0.006,,
0.023,6,-18.1,23.5,0.0075,,
0.0315,7,-18.6,23.5,0.0075,,
0.04,8,-19,23.5,0.0075,,
0.0475,9,-19.3,23.5,0.007,,
0.056,10,-19.5,23.5,0.0075,,
0.0645,11,-19.7,23.5,0.0075,,
0.073,12,-19.7,23.5,0.0075,,
0.0815,13,-19.7,23.5,0.0075,,
0.0895,14,-19.7,23.5,0.0075,,
0.0975,15,-19.6,23.5,0.008,,
0.1055,16,-19.4,23.5,0.0075,,
0.114,17,-19.2,23.5,0.0075,,
0.1225,18,-19,23.5,0.0075,,
0.131,19,-18.7,23.5,0.0075,,
0.1395,20,-18.5,23.5,0.0075,,
0.147,21,-18.2,23.5,0.007,,
0.1555,22,-17.9,23.5,0.0075,,
0.164,23,-17.5,23.5,0.0075,,
0.1725,24,-17.1,23.5,0.0075,,
0.1805,25,-16.7,23.5,0.0075,,
0.189,26,-16.4,23.5,0.0075,,
0.1975,27,-16,23.5,0.0085,,
0.205,28,-15.7,23.5,0.007,,
0.2135,29,-15.4,23.5,0.0075,,
0.222,30,-15.1,23.5,0.0075,,
0.2305,31,-14.7,23.5,0.0075,,
0.239,32,-14.3,23.5,0.0075,,
0.2475,33,-13.9,23.5,0.0085,,
0.255,34,-13.5,23.5,0.007,,
0.263,35,-13.2,23.5,0.0075,,
0.2715,36,-12.8,23.5,0.0075,,
0.28,37,-12.4,23.5,0.0075,,
0.2885,38,-12.1,23.5,0.0075,,
0.297,39,-11.8,23.5,0.0085,,
0.3045,40,-11.4,23.5,0.007,,
0.313,41,-11.1,23.5,0.0075,,
0.3215,42,-10.7,23.5,0.0075,,
0.33,43,-10.4,23.5,0.0075,,
0.338,44,-10,23.5,0.0075,,
0.3465,45,-9.6,23.5,0.0075,,
0.354,46,-9.3,23.5,0.007,,
0.3625,47,-8.9,23.5,0.0075,,
0.371,48,-8.6,23.5,0.0075,,
0.3795,49,-8.2,23.5,0.0075,,
0.388,50,-7.9,23.5,0.0075,,
0.3965,51,-7.5,23.5,0.0075,,
0.404,52,-7.2,23.5,0.007,,
0.4125,53,-6.8,23.5,0.0075,,
0.421,54,-6.5,23.5,0.0075,,
0.429,55,-6.1,23.5,0.0075,,
0.4375,56,-5.8,23.5,0.0075,,
0.446,57,-5.4,23.5,0.0075,,
0.4535,58,-5,23.5,0.007,,
0.462,59,-4.6,23.5,0.0075,,
0.4705,60,-4.2,23.5,0.0075,,
0.479,61,-3.8,23.5,0.0075,,
0.4875,62,-3.3,23.5,0.0075,,
0.496,63,-2.9,23.5,0.0075,,
0.5035,64,-2.5,23.5,0.007,,
0.512,65,-2.1,23.5,0.0075,,
0.5205,66,-1.6,23.5,0.0075,,
0.5285,67,-1.1,23.5,0.0075,,
0.537,68,-0.8,23.5,0.0075,,
0.5455,69,-0.3,23.5,0.0075,,
0.553,70,0,23.5,0.007,,
0.5615,71,0.3,23.5,0.0075,,
0.57,72,0.2,23.5,0.0075,,
0.5785,73,0.4,23.5,0.0075,,
0.587,74,0.8,23.5,0.0075,,
0.595,75,1.1,23.5,0.0075,,
0.603,76,1.4,23.5,0.008,,
0.611,77,1.9,23.5,0.0075,,
0.6195,78,2.5,23.5,0.0075,,
0.628,79,3.3,23.5,0.0075,,
0.6365,80,3.8,23.5,0.0075,,
0.645,81,3.8,23.5,0.0075,,
0.6525,82,4.2,23.5,0.007,,
0.661,83,4.5,23.5,0.0075,,
0.6695,84,4.9,23.5,0.0075,,
0.678,85,5.2,23.5,0.0075,,
0.686,86,5.5,23.5,0.0075,,
0.6945,87,5.9,23.5,0.0075,,
0.7025,88,6.2,23.5,0.0075,,
0.7105,89,6.5,23.5,0.0075,,
0.719,90,6.9,23.5,0.0075,,
0.7275,91,7.3,23.5,0.0075,,
0.736,92,7.7,23.5,0.0075,,
0.7445,93,8.1,23.5,0.0075,,
0.752,94,8.5,23.5,0.007,,
0.7605,95,9,23.5,0.0075,,
0.769,96,9.5,23.5,0.0075,,
0.7775,97,9.9,23.5,0.0075,,
0.786,98,10.4,23.5,0.0075,,
0.794,99,10.8,23.5,0.0075,,
0.802,100,11.4,23.5,0.0075,,
0.81,101,11.9,23.5,0.0075,,
0.8185,102,12.4,23.5,0.0075,,
0.827,103,12.8,23.5,0.0075,,
0.8355,104,13.3,23.5,0.0075,,
0.844,105,13.8,23.5,0.0075,,
0.8515,106,14.2,23.5,0.007,,
0.86,107,14.7,23.5,0.0075,,
0.8685,108,15.1,23.5,0.0075,,
0.877,109,15.6,23.5,0.0075,,
0.885,110,16,23.5,0.0075,,
0.8935,111,16.6,23.5,0.0075,,
0.901,112,17,23.5,0.007,,
0.9095,113,17.5,23.5,0.0075,,
0.918,114,18,23.5,0.0075,,
0.9265,115,18.5,23.5,0.0075,,
0.935,116,18.9,23.5,0.0075,,
0.9435,117,19.4,23.5,0.0075,,
0.951,118,19.9,23.5,0.007,,
0.9595,119,20.4,23.5,0.0075,,
0.9675,120,20.9,23.5,0.0075,,
0.976,121,21.4,23.5,0.0075,,
0.9845,122,21.9,23.5,0.0075,,
0.993,123,22.4,23.5,0.0075,,
1.0005,124,23,23.5,0.007,,
1.009,125,23.5,23.5,0.0075,,
1.0175,126,24.1,23.5,0.0075,,
1.026,127,24.6,23.5,0.0075,,
1.0345,128,25.2,23.5,0.0075,,
1.0425,129,25.8,23.5,0.0075,,
1.0505,130,26.4,23.5,0.008,,
1.0585,131,26.9,23.5,0.0075,,
1.067,132,27.6,23.5,0.0075,,
1.0755,133,28.2,23.5,0.0075,,
1.084,134,28.8,23.5,0.0075,,
1.0925,135,29.5,23.5,0.0075,,
1.101,136,30,23.5,0.0085,,
1.1085,137,30.7,23.5,0.007,,
1.117,138,31.4,23.5,0.0075,,
1.1255,139,32,23.5,0.0075,,
1.134,140,32.7,23.5,0.0075,,
1.142,141,33.4,23.5,0.0075,,
1.15,142,34.1,23.5,0.0075,,
1.158,143,34.9,23.5,0.0075,,
1.1665,144,35.7,23.5,0.0075,,
1.175,145,36.5,23.5,0.0075,,
1.1835,146,37.4,23.5,0.0075,,
1.192,147,38.2,23.5,0.0075,,
1.2005,148,39,23.5,0.0085,,
1.208,149,39.9,23.5,0.007,,
1.2165,150,40.9,23.5,0.0075,,
1.225,151,41.8,23.5,0.0075,,
1.233,152,42.8,23.5,0.0075,,
1.2415,153,43.9,23.5,0.0075,,
1.25,154,44.9,23.5,0.0085,,
1.2575,155,46.1,23.5,0.007,,
1.266,156,47.3,23.5,0.0075,,
1.2745,157,48.6,23.5,0.0075,,
1.283,158,50,23.5,0.0075,,
1.2915,159,51.3,23.5,0.0075,,
1.299,160,52.8,23.5,0.0075,,
1.3075,161,54.5,23.5,0.0075,,
1.316,162,56.3,23.5,0.0075,,
1.324,163,58.2,23.5,0.0075,,
1.3325,164,60.3,23.5,0.0075,,
1.341,165,62.5,23.5,0.0075,,
1.3495,166,64.8,23.5,0.0085,,
1.357,167,67.6,23.5,0.007,,
1.3655,168,70.7,23.5,0.0075,,
1.374,169,73.9,23.5,0.0075,,
1.3825,170,77.7,23.5,0.0075,,
1.391,171,82,23.5,0.0075,,
1.399,172,86.2,23.5,0.008,,
1.407,173,91.4,23.5,0.0075,,
1.415,174,96.9,23.5,0.0075,,
1.4235,175,102.9,23.5,0.0075,,
1.432,176,109.2,23.5,0.0075,,
1.4405,177,115.9,23.5,0.0075,,
1.449,178,122.1,23.5,0.0085,,
1.4565,179,129,23.5,0.007,,
1.465,180,135.7,23.5,0.0075,,
1.4735,181,142.5,23.5,0.0075,,
1.482,182,149.2,23.5,0.0075,,
1.49,183,155.9,23.5,0.0075,,
1.4985,184,161.7,23.5,0.0075,,
1.506,185,166.3,23.5,0.007,,
1.5145,186,170.9,23.5,0.0075,,
1.523,187,174.9,23.5,0.0075,,
1.5315,188,178.5,23.5,0.0075,,
1.54,189,181.6,23.5,0.0075,,
1.5485,190,184.2,23.5,0.0075,,
1.5535,191,185,23.5,0.006,,
1.5535,431,191.3,23.6,0,,
1.554,432,191.3,23.6,0.0005,,
1.5555,433,191.4,23.6,0.002,,
1.558,434,191.4,23.6,0.003,,
1.5625,435,191.5,23.6,0.005,,
1.5685,436,191.7,23.6,0.0065,,
1.577,437,192.1,23.6,0.0105,,
1.5845,438,192.7,23.6,0.0095,,
1.593,439,193.5,23.6,0.0105,,
1.6015,440,194.5,23.6,0.0095,,
1.61,441,195.4,23.6,0.0095,,
1.6185,442,196.3,23.6,0.0095,,
1.6265,443,197.2,23.6,0.009,,
1.6345,444,197.9,23.6,0.01,,
1.6425,445,198.7,23.6,0.01,,
1.651,446,199.5,23.6,0.0105,,
1.6595,447,200.3,23.6,0.0095,,
1.668,448,201.1,23.6,0.0095,,
1.6765,449,201.9,23.6,0.0095,,
1.684,450,202.4,23.6,0.0095,,
1.6925,451,203.2,23.6,0.0105,,
1.701,452,203.8,23.6,0.0105,,
1.709,453,204.4,23.6,0.009,,
1.7175,454,205.2,23.6,0.0095,,
1.726,455,205.8,23.6,0.0095,,
1.7335,456,206.3,23.6,0.0095,,
1.742,457,206.9,23.6,0.0105,,
1.7505,458,207.4,23.6,0.0105,,
1.759,459,208,23.6,0.0095,,
1.7675,460,208.7,23.6,0.0095,,
1.776,461,209.1,23.6,0.0095,,
1.784,462,209.6,23.6,0.01,,
1.792,463,210.1,23.6,0.01,,
1.8,464,210.7,23.6,0.01,,
1.8085,465,211.1,23.6,0.0095,,
1.817,466,211.6,23.6,0.0095,,
1.8255,467,212.1,23.6,0.0095,,
1.834,468,212.5,23.6,0.0105,,
1.8415,469,213,23.6,0.0095,,
1.85,470,213.4,23.6,0.0105,,
1.8585,471,213.9,23.6,0.0095,,
1.867,472,214.4,23.6,0.0095,,
1.875,473,214.9,23.6,0.009,,
1.883,474,215.3,23.6,0.01,,
1.8915,475,215.6,23.6,0.0105,,
1.8995,476,216,23.6,0.01,,
1.908,477,216.5,23.6,0.0095,,
1.9165,478,216.9,23.6,0.0095,,
1.925,479,217.2,23.6,0.0095,,
1.9335,480,217.6,23.6,0.0095,,
1.941,481,217.9,23.6,0.0095,,
1.9495,482,218.3,23.6,0.0105,,
1.958,483,218.7,23.6,0.0105,,
1.966,484,219.1,23.6,0.009,,
1.9745,485,219.5,23.6,0.0095,,
1.983,486,219.9,23.6,0.0095,,
1.9905,487,220.2,23.6,0.0095,,
1.999,488,220.5,23.6,0.0105,,
2.0075,489,220.9,23.6,0.0105,,
2.016,490,221.2,23.6,0.0095,,
2.0245,491,221.5,23.6,0.0095,,
2.033,492,221.8,23.6,0.0095,,
2.0405,493,222.1,23.6,0.0095,,
2.049,494,222.5,23.6,0.0105,,
2.057,495,222.8,23.6,0.01,,
2.0655,496,223,23.6,0.0095,,
2.074,497,223.4,23.6,0.0095,,
2.0825,498,223.8,23.6,0.0095,,
2.09,499,224,23.6,0.0095,,
2.0985,500,224.3,23.6,0.0105,,
2.107,501,224.6,23.6,0.0105,,
2.1155,502,224.9,23.6,0.0095,,
2.124,503,225.2,23.6,0.0095,,
2.132,504,225.4,23.6,0.009,,
2.14,505,225.7,23.6,0.01,,
2.148,506,226,23.6,0.01,,
2.1565,507,226.3,23.6,0.0105,,
2.165,508,226.5,23.6,0.0095,,
2.1735,509,226.9,23.6,0.0095,,
2.182,510,227.2,23.6,0.0095,,
2.1895,511,227.3,23.6,0.0095,,
2.198,512,227.5,23.6,0.0105,,
2.2065,513,227.8,23.6,0.0105,,
2.2145,514,228.2,23.6,0.009,,
2.223,515,228.4,23.6,0.0095,,
2.2315,516,228.6,23.6,0.0095,,
2.24,517,228.8,23.6,0.0105,,
2.2475,518,229.1,23.6,0.0095,,
2.256,519,229.3,23.6,0.0105,,
2.2645,520,229.5,23.6,0.0095,,
2.273,521,229.7,23.6,0.0095,,
2.2815,522,230,23.6,0.0095,,
2.289,523,230.2,23.6,0.0095,,
2.2975,524,230.5,23.6,0.0105,,
2.306,525,230.7,23.6,0.0105,,
2.314,526,230.9,23.6,0.009,,
2.3225,527,231.1,23.6,0.0095,,
2.331,528,231.4,23.6,0.0095,,
2.3395,529,231.7,23.6,0.0105,,
2.347,530,231.9,23.6,0.0095,,
2.3555,531,232.2,23.6,0.0105,,
2.364,532,232.4,23.6,0.0105,,
2.3725,533,232.6,23.6,0.0095,,
2.3805,534,232.8,23.6,0.009,,
2.389,535,232.9,23.6,0.0095,,
2.3965,536,233.2,23.6,0.0095,,
2.405,537,233.3,23.6,0.0105,,
2.4135,538,233.6,23.6,0.0095,,
2.422,539,233.7,23.6,0.0095,,
2.4305,540,233.9,23.6,0.0095,,
2.439,541,234.1,23.6,0.0105,,
2.4455,542,234.3,23.6,0.008,,
2.4485,543,234.5,23.6,0.0035,,
2.4495,544,234.5,23.6,0.001,,
2.4505,545,234.7,23.6,0.001,,
2.452,546,234.7,23.6,0.0015,,
2.4545,547,234.7,23.6,0.003,,
2.458,548,234.8,23.6,0.0045,,
2.463,549,234.8,23.6,0.006,,
2.4675,550,235,23.6,0.0065,,
Scope 1/1, Sample 5/19 (TNK-5),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-22.7,23.4,NaN,,
0.001,1,-24.9,23.4,0.001,,
0.0025,2,-25.4,23.4,0.0015,,
0.005,3,-26,23.4,0.0025,,
0.009,4,-26.5,23.4,0.0035,,
0.015,5,-27,23.4,0.0055,,
0.0235,6,-27.4,23.4,0.0075,,
0.032,7,-27.8,23.4,0.0075,,
0.0405,8,-28.1,23.4,0.0075,,
0.048,9,-28.2,23.4,0.0075,,
0.0565,10,-28.3,23.4,0.0075,,
0.065,11,-28.4,23.4,0.0075,,
0.0735,12,-28.4,23.4,0.0075,,
0.082,13,-28.3,23.4,0.0075,,
0.09,14,-28.1,23.4,0.0075,,
0.098,15,-28,23.4,0.008,,
0.106,16,-27.7,23.4,0.0075,,
0.1145,17,-27.3,23.4,0.0075,,
0.123,18,-27,23.4,0.0075,,
0.1315,19,-26.6,23.4,0.0075,,
0.14,20,-26.2,23.4,0.0075,,
0.1475,21,-25.8,23.4,0.0075,,
0.156,22,-25.4,23.4,0.0075,,
0.1645,23,-24.9,23.4,0.0075,,
0.173,24,-24.4,23.4,0.0075,,
0.181,25,-23.9,23.4,0.0075,,
0.1895,26,-23.4,23.4,0.0075,,
0.197,27,-23,23.4,0.0075,,
0.2055,28,-22.6,23.4,0.0075,,
0.214,29,-22.1,23.4,0.0075,,
0.2225,30,-21.6,23.4,0.0075,,
0.231,31,-21.2,23.4,0.0075,,
0.2395,32,-20.7,23.4,0.0075,,
0.247,33,-20.3,23.4,0.0075,,
0.2555,34,-19.9,23.4,0.0075,,
0.264,35,-19.5,23.4,0.0075,,
0.2725,36,-18.9,23.4,0.0075,,
0.2805,37,-18.4,23.4,0.0075,,
0.289,38,-18,23.4,0.0075,,
0.2965,39,-17.6,23.4,0.0075,,
0.305,40,-17.2,23.4,0.0075,,
