"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2355.38505182056,59.9258,1,2355.38505182056
"TNK-2",2330.13792310998,60.1845,2,2328.80717615217
"TNK-3",2334.39404241327,60.2423,3,2331.72920903152
"TNK-4",2345.60674908381,60.0966,4,2341.59259035749
"TNK-5",2309.05626167513,59.8842,5,2303.79045492103
"TNK-6",2332.7088389982,59.5771,6,2326.06294487
"TNK-7",2344.94745303148,59.7173,7,2336.93510410313
"TNK-8",2350.23394327319,60.2651,8,2340.87046142748
"TNK-9",2343.95683298281,60.271,9,2333.29036275309
"TNK-10",2339.62466463359,59.774,10,2327.65387328526
"TNK-11",2337.64352912003,59.6608,11,2324.36146361367
"TNK-12",2338.34317242632,59.8864,12,2323.73682665875
"TNK-13",2340.03277984208,60.0903,13,2324.09612072852
"TNK-14",2338.23312235786,59.6512,14,2320.99147142726
"TNK-15",2346.18499720682,59.6292,15,2327.56448135598
"TNK-16",2345.24024289865,59.7771,16,2325.30902270405
"TNK-18",2343.13601711704,60.0467,17,2321.9071517298
"TNK-SUMP",2334.01483267842,60.3796,18,2311.55968148684
"CRM",2211.79728183439,60.2749,19,2189.27898371617
