"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2131.51116261152,59.8431,1,2131.51116261152
"Junk2",2120.4969866837,59.8679,2,2119.28596613163
"Junk3",2115.93415856472,59.9223,3,2113.51870861202
"CRM\",2246.23102802215,60.3213,4,2242.38693613163
