"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2309.17969305722,59.9625,1,2309.17969305722
"Junk2",2123.07233507583,59.752,2,2121.85984373655
"Junk3",2103.98261352545,60.0033,3,2101.580806889
"C01LD",2095.44556463798,60.4716,4,2091.85951974698
"C02LD",2288.10616768811,60.4719,5,2282.88813765918
"C03LD",2334.89843448411,59.5129,6,2328.24630219213
"C04LD",2280.74599798775,60.1215,7,2272.95301621786
"C05LD",2276.69960933067,60.4478,8,2267.62909295883
"C06LD",2323.80405163836,59.5907,9,2313.22928917356
"C07LD",2350.03361642129,59.8016,10,2338.00956721845
"C08LD",2344.86391595625,59.6003,11,2331.54082552468
"C09LD",2265.5585810912,60.4162,12,2251.40688069824
"C10LD",2261.27325757343,60.4703,13,2245.87298567168
"C11LD",2260.35096466317,60.4167,14,2243.68360077173
"C12LD",2270.01890553813,60.7239,15,2252.00288247831
"C13LD",2317.13909047763,60.4186,16,2297.44669027527
"C14LD",2248.77214081329,60.4964,17,2228.3982142827
"C15LD",2335.54891225738,59.6357,18,2313.07900195269
"C16LD",2289.2393615203,60.3565,19,2265.93262593921
"C17LD",2297.41250371915,60.2433,20,2272.73707264472
"C18LD",2304.61984302734,60.4623,21,2278.57894084624
"C19LD",2307.58370935329,60.1254,22,2280.22105667321
"C20LD",2287.18436245646,60.0676,23,2258.78816834018
