"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk_1",2289.63513558002,59.6505,1,2289.63513558002
"Junk_2",2250.30267571746,60.2121,2,2249.01752284726
"Junk_3",2254.32376131097,60.2687,3,2251.75033235971
"CRM",2232.54040664724,60.0832,4,2228.71974422856
