Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk,5/12/2026 3:16:58 PM,OK,Unchecked,0,,25.0,°C,,2.226,mL,,59.782,g,,59.7816,g,1.0,g/mL,
2,b1r27,5/12/2026 3:27:27 PM,OK,Unchecked,0,,25.0,°C,,2.193,mL,,60.064,g,,60.0643,g,1.0,g/mL,
3,b2r27,5/12/2026 3:37:43 PM,OK,Unchecked,0,,25.0,°C,,2.129,mL,,59.946,g,,59.9456,g,1.0,g/mL,
4,b3r27,5/12/2026 3:47:51 PM,OK,Unchecked,0,,25.0,°C,,2.133,mL,,60.450,g,,60.4503,g,1.0,g/mL,
5,01r27,5/12/2026 3:57:57 PM,OK,Unchecked,0,,25.0,°C,,2.117,mL,,59.746,g,,59.7459,g,1.0,g/mL,
6,02r27,5/12/2026 4:08:00 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,59.921,g,,59.9211,g,1.0,g/mL,
7,03r27,5/12/2026 4:18:07 PM,OK,Unchecked,0,,25.0,°C,,2.133,mL,,59.984,g,,59.9842,g,1.0,g/mL,
8,04r27,5/12/2026 4:28:11 PM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,59.691,g,,59.6909,g,1.0,g/mL,
9,05r27,5/12/2026 4:38:22 PM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,60.052,g,,60.0516,g,1.0,g/mL,
10,06r27,5/12/2026 4:48:35 PM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.100,g,,60.0998,g,1.0,g/mL,
11,07r27,5/12/2026 4:58:43 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,59.846,g,,59.8455,g,1.0,g/mL,
12,08r27,5/12/2026 5:08:49 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,60.005,g,,60.0054,g,1.0,g/mL,
13,09r27,5/12/2026 5:18:56 PM,OK,Unchecked,0,,25.0,°C,,2.095,mL,,59.777,g,,59.7767,g,1.0,g/mL,
14,10r27,5/12/2026 5:28:54 PM,OK,Unchecked,0,,25.0,°C,,2.129,mL,,59.815,g,,59.8154,g,1.0,g/mL,
15,11r27,5/12/2026 5:38:59 PM,OK,Unchecked,0,,25.0,°C,,2.160,mL,,60.209,g,,60.2093,g,1.0,g/mL,
16,12r27,5/12/2026 5:49:05 PM,OK,Unchecked,0,,25.0,°C,,2.094,mL,,59.768,g,,59.7679,g,1.0,g/mL,
17,b1r28,5/12/2026 5:59:03 PM,OK,Unchecked,0,,25.0,°C,,2.164,mL,,60.140,g,,60.1395,g,1.0,g/mL,
18,b2r28,5/12/2026 6:09:12 PM,OK,Unchecked,0,,25.0,°C,,2.144,mL,,59.588,g,,59.5876,g,1.0,g/mL,
19,b3r28,5/12/2026 6:19:18 PM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,60.042,g,,60.0420,g,1.0,g/mL,
20,01r28,5/12/2026 6:29:23 PM,OK,Unchecked,0,,25.0,°C,,2.164,mL,,59.967,g,,59.9673,g,1.0,g/mL,
21,02r28,5/12/2026 6:39:34 PM,OK,Unchecked,0,,25.0,°C,,2.146,mL,,60.321,g,,60.3207,g,1.0,g/mL,
22,03r28,5/12/2026 6:49:41 PM,OK,Unchecked,0,,25.0,°C,,2.108,mL,,60.060,g,,60.0600,g,1.0,g/mL,
23,04r28,5/12/2026 6:59:43 PM,OK,Unchecked,0,,25.0,°C,,2.164,mL,,59.859,g,,59.8586,g,1.0,g/mL,
24,05r28,5/12/2026 7:09:49 PM,OK,Unchecked,0,,25.0,°C,,2.152,mL,,60.057,g,,60.0574,g,1.0,g/mL,
25,06r28,5/12/2026 7:19:57 PM,OK,Unchecked,0,,25.0,°C,,2.124,mL,,59.719,g,,59.7187,g,1.0,g/mL,
26,07r28,5/12/2026 7:29:58 PM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.232,g,,60.2325,g,1.0,g/mL,
27,08r28,5/12/2026 7:40:00 PM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,59.659,g,,59.6590,g,1.0,g/mL,
28,09r28,5/12/2026 7:50:06 PM,OK,Unchecked,0,,25.0,°C,,2.152,mL,,60.475,g,,60.4749,g,1.0,g/mL,
29,10r28,5/12/2026 8:00:15 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,60.317,g,,60.3172,g,1.0,g/mL,
5/12/2026 8:10:36 PMSystemInternal,,,,,,,,,,,,,,,,,,,,1/1
