Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-70.1,NaN,21.8,,
0.0005,1,-70.1,0.0005,21.8,,
0.0025,2,-70.0,0.0020,21.8,,
0.0050,3,-70.0,0.0025,21.8,,
0.0090,4,-70.0,0.0035,21.8,,
0.0155,5,-70.0,0.0060,21.8,,
0.0235,6,-69.9,0.0080,21.8,,
0.0315,7,-69.6,0.0080,21.8,,
0.0395,8,-69.0,0.0080,21.8,,
0.0480,9,-68.2,0.0075,21.8,,
0.0565,10,-67.1,0.0075,21.8,,
0.0650,11,-66.1,0.0075,21.8,,
0.0735,12,-65.2,0.0085,21.8,,
0.0810,13,-64.0,0.0075,21.8,,
0.0895,14,-62.8,0.0075,21.8,,
0.0980,15,-61.4,0.0075,21.8,,
0.1065,16,-59.7,0.0075,21.8,,
0.1150,17,-58.3,0.0075,21.8,,
0.1225,18,-56.7,0.0075,21.8,,
0.1310,19,-55.1,0.0085,21.8,,
0.1390,20,-53.4,0.0075,21.8,,
0.1475,21,-51.6,0.0075,21.8,,
0.1560,22,-49.5,0.0075,21.8,,
0.1645,23,-47.6,0.0085,21.8,,
0.1720,24,-45.3,0.0075,21.8,,
0.1805,25,-42.9,0.0085,21.8,,
0.1890,26,-40.6,0.0075,21.8,,
0.1975,27,-38.5,0.0075,21.8,,
0.2060,28,-36.8,0.0075,21.8,,
0.2145,29,-35.6,0.0085,21.8,,
0.2220,30,-34.6,0.0075,21.8,,
0.2305,31,-33.7,0.0085,21.8,,
0.2390,32,-33.0,0.0075,21.8,,
0.2470,33,-32.3,0.0075,21.8,,
0.2555,34,-31.7,0.0075,21.8,,
0.2630,35,-31.2,0.0075,21.8,,
0.2715,36,-30.8,0.0085,21.8,,
0.2800,37,-30.3,0.0075,21.8,,
0.2885,38,-29.8,0.0075,21.8,,
0.2970,39,-29.4,0.0075,21.8,,
0.3055,40,-29.1,0.0075,21.8,,
0.3130,41,-28.8,0.0075,21.8,,
0.3215,42,-28.4,0.0085,21.8,,
0.3300,43,-27.2,0.0075,21.8,,
0.3385,44,-25.0,0.0075,21.8,,
0.3465,45,-22.4,0.0075,21.8,,
0.3550,46,-19.5,0.0075,21.8,,
0.3630,47,-16.5,0.0080,21.8,,
0.3710,48,-13.0,0.0080,21.8,,
0.3795,49,-10.0,0.0075,21.8,,
0.3880,50,-6.9,0.0075,21.8,,
0.3965,51,-3.8,0.0075,21.8,,
0.4050,52,-1.0,0.0075,21.8,,
0.4125,53,0.2,0.0075,21.8,,
0.4210,54,2.1,0.0085,21.8,,
0.4295,55,3.9,0.0075,21.8,,
0.4380,56,5.5,0.0075,21.8,,
0.4465,57,6.7,0.0075,21.8,,
0.4540,58,7.6,0.0075,21.8,,
0.4625,59,9.1,0.0085,21.8,,
0.4705,60,10.6,0.0075,21.8,,
0.4790,61,12.0,0.0075,21.8,,
0.4875,62,13.1,0.0075,21.8,,
0.4960,63,14.3,0.0075,21.8,,
0.5035,64,15.3,0.0075,21.8,,
0.5120,65,16.2,0.0085,21.8,,
0.5205,66,17.2,0.0075,21.8,,
0.5290,67,18.2,0.0075,21.8,,
0.5375,68,19.3,0.0075,21.8,,
0.5460,69,20.2,0.0085,21.8,,
0.5535,70,21.1,0.0075,21.8,,
0.5620,71,22.1,0.0085,21.8,,
0.5700,72,23.0,0.0075,21.8,,
0.5785,73,24.2,0.0075,21.8,,
0.5870,74,25.3,0.0075,21.8,,
0.5955,75,26.0,0.0085,21.8,,
0.6030,76,26.9,0.0075,21.8,,
0.6115,77,27.8,0.0075,21.8,,
0.6200,78,28.7,0.0075,21.8,,
0.6285,79,29.7,0.0075,21.8,,
0.6370,80,30.6,0.0075,21.8,,
0.6445,81,31.5,0.0075,21.8,,
0.6530,82,32.3,0.0085,21.8,,
0.6615,83,33.3,0.0075,21.8,,
0.6700,84,34.1,0.0075,21.8,,
0.6780,85,35.0,0.0075,21.8,,
0.6865,86,35.7,0.0085,21.8,,
0.6945,87,36.5,0.0080,21.8,,
0.7025,88,37.3,0.0080,21.8,,
0.7110,89,38.2,0.0075,21.8,,
0.7195,90,38.9,0.0075,21.8,,
0.7280,91,39.7,0.0075,21.8,,
0.7365,92,40.5,0.0085,21.8,,
0.7440,93,41.3,0.0075,21.8,,
0.7525,94,42.1,0.0085,21.8,,
0.7610,95,42.8,0.0075,21.8,,
0.7695,96,43.5,0.0075,21.8,,
0.7775,97,44.4,0.0075,21.8,,
0.7855,98,45.1,0.0080,21.8,,
0.7940,99,45.9,0.0085,21.8,,
0.8020,100,46.7,0.0075,21.8,,
0.8105,101,47.4,0.0075,21.8,,
0.8190,102,48.2,0.0075,21.8,,
0.8275,103,48.9,0.0085,21.8,,
0.8350,104,49.7,0.0075,21.8,,
0.8435,105,50.5,0.0085,21.8,,
0.8520,106,51.3,0.0075,21.8,,
0.8605,107,52.0,0.0075,21.8,,
0.8690,108,52.6,0.0075,21.8,,
0.8765,109,53.3,0.0075,21.8,,
0.8850,110,54.1,0.0085,21.8,,
0.8935,111,54.8,0.0075,21.8,,
0.9020,112,55.6,0.0075,21.8,,
0.9100,113,56.4,0.0075,21.8,,
0.9185,114,56.9,0.0075,21.8,,
0.9265,115,57.5,0.0080,21.8,,
0.9345,116,57.9,0.0080,21.8,,
0.9430,117,58.2,0.0075,21.8,,
0.9515,118,58.4,0.0075,21.8,,
0.9600,119,58.5,0.0075,21.8,,
0.9685,120,58.5,0.0085,21.8,,
0.9760,121,58.6,0.0075,21.8,,
0.9845,122,58.6,0.0085,21.8,,
0.9930,123,58.6,0.0075,21.8,,
1.0015,124,58.6,0.0075,21.8,,
1.0100,125,58.6,0.0075,21.8,,
1.0175,126,58.6,0.0075,21.8,,
1.0260,127,58.6,0.0085,21.8,,
1.0340,128,58.5,0.0075,21.8,,
1.0425,129,58.5,0.0075,21.8,,
1.0510,130,58.5,0.0075,21.8,,
1.0595,131,58.4,0.0085,21.8,,
1.0670,132,58.5,0.0075,21.8,,
1.0755,133,58.4,0.0085,21.8,,
1.0840,134,58.4,0.0075,21.9,,
1.0925,135,58.4,0.0075,21.8,,
1.1010,136,58.3,0.0075,21.8,,
1.1085,137,58.3,0.0075,21.9,,
1.1170,138,58.3,0.0085,21.8,,
1.1255,139,58.3,0.0075,21.9,,
1.1340,140,58.3,0.0075,21.8,,
1.1420,141,58.2,0.0075,21.8,,
1.1505,142,58.2,0.0075,21.8,,
1.1580,143,58.2,0.0075,21.9,,
1.1665,144,58.1,0.0085,21.9,,
1.1750,145,58.1,0.0075,21.9,,
1.1835,146,58.1,0.0075,21.8,,
1.1920,147,58.1,0.0075,21.9,,
1.2005,148,58.0,0.0075,21.9,,
1.2080,149,58.0,0.0075,21.9,,
1.2165,150,57.9,0.0085,21.8,,
1.2250,151,57.9,0.0075,21.9,,
1.2335,152,57.9,0.0075,21.9,,
1.2415,153,57.9,0.0075,21.9,,
1.2500,154,57.8,0.0075,21.9,,
1.2580,155,57.8,0.0080,21.9,,
1.2660,156,57.8,0.0080,21.9,,
1.2745,157,57.7,0.0075,21.9,,
1.2830,158,57.7,0.0075,21.9,,
1.2915,159,57.7,0.0075,21.9,,
1.2990,160,57.6,0.0075,21.9,,
1.3075,161,57.6,0.0085,21.9,,
1.3160,162,57.6,0.0075,21.9,,
1.3245,163,57.6,0.0075,21.9,,
1.3330,164,57.6,0.0075,21.9,,
1.3415,165,57.5,0.0075,21.9,,
1.3490,166,57.5,0.0075,21.9,,
1.3575,167,57.5,0.0085,21.9,,
1.3655,168,57.4,0.0075,21.9,,
1.3740,169,57.4,0.0075,21.9,,
1.3825,170,57.3,0.0075,21.9,,
1.3910,171,57.3,0.0085,21.9,,
1.3985,172,57.3,0.0075,21.9,,
1.4070,173,57.3,0.0085,21.9,,
1.4155,174,57.3,0.0075,21.9,,
1.4240,175,57.2,0.0075,21.9,,
1.4325,176,57.2,0.0075,21.9,,
1.4400,177,57.2,0.0075,21.9,,
1.4485,178,57.2,0.0085,21.9,,
1.4570,179,57.1,0.0075,21.9,,
1.4655,180,57.1,0.0075,21.9,,
1.4740,181,57.1,0.0075,21.9,,
1.4820,182,57.0,0.0080,21.9,,
1.4900,183,57.0,0.0080,21.9,,
1.4980,184,57.0,0.0080,21.9,,
1.5065,185,56.9,0.0075,21.9,,
1.5150,186,56.9,0.0075,21.9,,
1.5235,187,57.4,0.0075,21.9,,
1.5310,188,57.8,0.0075,21.9,,
1.5395,189,58.4,0.0085,21.9,,
1.5480,190,59.0,0.0075,21.9,,
1.5565,191,59.6,0.0075,21.9,,
1.5650,192,60.3,0.0075,21.9,,
1.5735,193,61.2,0.0075,21.9,,
1.5810,194,61.9,0.0075,21.9,,
1.5895,195,62.7,0.0085,21.9,,
1.5980,196,63.4,0.0075,21.9,,
1.6060,197,64.0,0.0075,21.9,,
1.6145,198,64.9,0.0075,21.9,,
1.6230,199,65.7,0.0085,21.9,,
1.6305,200,66.3,0.0075,21.9,,
1.6390,201,67.2,0.0085,21.9,,
1.6475,202,67.9,0.0075,21.9,,
1.6560,203,68.8,0.0075,21.9,,
1.6645,204,69.7,0.0075,21.9,,
1.6720,205,70.4,0.0075,21.9,,
1.6805,206,71.4,0.0085,21.9,,
1.6890,207,72.1,0.0085,21.9,,
1.6975,208,73.1,0.0075,21.9,,
1.7055,209,74.1,0.0075,21.9,,
1.7140,210,75.0,0.0075,21.9,,
1.7220,211,75.8,0.0080,21.9,,
1.7300,212,76.8,0.0080,21.9,,
1.7385,213,77.8,0.0075,21.9,,
1.7470,214,78.6,0.0075,21.9,,
1.7555,215,79.6,0.0075,21.9,,
1.7640,216,80.4,0.0085,21.9,,
1.7715,217,81.4,0.0075,21.9,,
1.7800,218,82.6,0.0075,21.9,,
