Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-70.2,NaN,21.4,,
0.0010,1,-69.3,0.0010,21.4,,
0.0025,2,-68.8,0.0015,21.4,,
0.0050,3,-68.5,0.0025,21.4,,
0.0090,4,-68.4,0.0035,21.4,,
0.0150,5,-68.3,0.0055,21.4,,
0.0235,6,-68.3,0.0075,21.4,,
0.0310,7,-67.9,0.0075,21.4,,
0.0395,8,-67.2,0.0085,21.4,,
0.0480,9,-66.3,0.0075,21.4,,
0.0565,10,-65.4,0.0075,21.4,,
0.0650,11,-64.2,0.0075,21.4,,
0.0735,12,-63.0,0.0075,21.4,,
0.0810,13,-61.8,0.0075,21.4,,
0.0895,14,-60.2,0.0085,21.4,,
0.0980,15,-58.5,0.0075,21.4,,
0.1065,16,-56.8,0.0075,21.4,,
0.1145,17,-55.0,0.0075,21.4,,
0.1225,18,-53.3,0.0080,21.4,,
0.1305,19,-51.3,0.0080,21.4,,
0.1390,20,-49.5,0.0085,21.4,,
0.1475,21,-47.7,0.0075,21.4,,
0.1560,22,-45.2,0.0075,21.4,,
0.1645,23,-42.5,0.0075,21.4,,
0.1720,24,-40.1,0.0075,21.4,,
0.1805,25,-37.5,0.0085,21.4,,
0.1890,26,-34.8,0.0075,21.4,,
0.1975,27,-31.7,0.0075,21.4,,
0.2060,28,-28.1,0.0075,21.4,,
0.2140,29,-24.8,0.0080,21.4,,
0.2220,30,-20.8,0.0080,21.4,,
0.2305,31,-16.8,0.0085,21.4,,
0.2385,32,-12.7,0.0075,21.4,,
0.2470,33,-8.7,0.0075,21.4,,
0.2555,34,-5.2,0.0075,21.4,,
0.2630,35,-2.3,0.0075,21.4,,
0.2715,36,0.2,0.0085,21.4,,
0.2800,37,2.2,0.0075,21.4,,
0.2885,38,4.1,0.0075,21.4,,
0.2970,39,5.6,0.0075,21.4,,
0.3055,40,6.6,0.0085,21.4,,
0.3130,41,8.0,0.0075,21.4,,
0.3215,42,9.8,0.0085,21.4,,
