Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.8930,111,68.1,0.0085,21.5,,
0.9015,112,69.0,0.0075,21.5,,
0.9100,113,69.7,0.0075,21.5,,
0.9185,114,70.6,0.0075,21.5,,
0.9270,115,71.6,0.0075,21.5,,
0.9345,116,72.2,0.0075,21.5,,
0.9430,117,73.0,0.0085,21.5,,
0.9515,118,73.8,0.0075,21.5,,
0.9600,119,74.8,0.0075,21.5,,
0.9680,120,75.8,0.0075,21.5,,
0.9765,121,76.6,0.0085,21.5,,
0.9845,122,77.4,0.0080,21.5,,
0.9925,123,78.0,0.0080,21.5,,
1.0010,124,78.9,0.0075,21.5,,
1.0095,125,80.1,0.0075,21.5,,
1.0180,126,81.2,0.0075,21.5,,
1.0255,127,82.2,0.0075,21.5,,
1.0340,128,83.2,0.0085,21.5,,
1.0425,129,84.2,0.0085,21.5,,
1.0510,130,85.4,0.0075,21.5,,
1.0595,131,86.2,0.0075,21.5,,
1.0680,132,87.1,0.0075,21.5,,
1.0755,133,88.4,0.0075,21.5,,
1.0840,134,89.7,0.0085,21.5,,
1.0920,135,90.7,0.0075,21.5,,
1.1005,136,91.9,0.0075,21.5,,
1.1090,137,93.3,0.0075,21.5,,
1.1175,138,94.5,0.0085,21.5,,
1.1250,139,95.5,0.0075,21.5,,
1.1335,140,96.8,0.0085,21.5,,
1.1420,141,98.6,0.0075,21.5,,
1.1505,142,100.0,0.0075,21.5,,
1.1590,143,101.3,0.0075,21.5,,
1.1665,144,103.1,0.0075,21.5,,
1.1750,145,105.1,0.0085,21.5,,
1.1835,146,106.5,0.0075,21.5,,
1.1920,147,108.3,0.0075,21.5,,
1.2000,148,110.2,0.0075,21.5,,
1.2085,149,112.7,0.0075,21.5,,
1.2160,150,114.9,0.0075,21.5,,
1.2245,151,116.6,0.0085,21.5,,
1.2330,152,118.9,0.0075,21.5,,
1.2415,153,120.9,0.0075,21.5,,
1.2500,154,123.3,0.0075,21.5,,
1.2575,155,126.5,0.0075,21.5,,
1.2660,156,129.3,0.0085,21.5,,
1.2745,157,131.7,0.0085,21.5,,
1.2830,158,135.3,0.0075,21.5,,
1.2915,159,140.0,0.0075,21.6,,
1.3000,160,142.9,0.0075,21.5,,
1.3075,161,146.1,0.0075,21.5,,
1.3160,162,148.9,0.0085,21.5,,
1.3245,163,153.2,0.0075,21.6,,
1.3325,164,157.0,0.0075,21.6,,
1.3410,165,160.3,0.0075,21.6,,
1.3495,166,163.2,0.0075,21.6,,
1.3570,167,166.1,0.0075,21.6,,
1.3655,168,168.8,0.0085,21.6,,
1.3740,169,171.3,0.0075,21.6,,
1.3825,170,173.8,0.0075,21.6,,
1.3910,171,175.8,0.0075,21.6,,
1.3995,172,177.9,0.0085,21.6,,
1.4070,173,179.7,0.0075,21.6,,
1.4155,174,181.7,0.0085,21.6,,
1.4235,175,183.2,0.0075,21.6,,
1.4320,176,185.0,0.0075,21.6,,
1.4350,176,185.1,0.0060,21.6,,
1.4350,416,189.4,0.0000,21.6,,
1.4355,418,189.4,0.0005,21.6,,
1.4370,418,189.4,0.0030,21.6,,
1.4395,420,189.4,0.0015,21.6,,
1.4435,421,189.4,0.0065,21.6,,
1.4495,422,189.6,0.0100,21.6,,
1.4580,422,190.2,0.0170,21.6,,
1.4655,424,191.4,0.0050,21.6,,
1.4740,424,192.3,0.0170,21.6,,
1.4825,426,193.6,0.0055,21.6,,
1.4910,427,194.5,0.0140,21.6,,
1.4995,428,195.9,0.0140,21.6,,
1.5070,428,196.9,0.0150,21.6,,
1.5155,430,197.9,0.0055,21.6,,
1.5240,430,198.8,0.0170,21.6,,
1.5325,432,199.7,0.0055,21.6,,
1.5405,433,200.7,0.0135,21.6,,
1.5490,434,201.5,0.0140,21.6,,
1.5565,434,202.1,0.0150,21.6,,
1.5650,436,202.9,0.0055,21.6,,
1.5735,437,203.8,0.0140,21.6,,
1.5820,438,204.7,0.0140,21.6,,
1.5905,439,205.5,0.0140,21.6,,
1.5980,440,206.1,0.0150,21.6,,
1.6065,440,206.8,0.0170,21.6,,
1.6150,442,207.6,0.0055,21.6,,
1.6235,443,208.2,0.0140,21.6,,
1.6320,444,208.9,0.0140,21.6,,
1.6400,445,209.4,0.0135,21.6,,
1.6480,446,210.0,0.0160,21.6,,
1.6565,446,210.7,0.0170,21.6,,
1.6645,448,211.4,0.0050,21.6,,
1.6730,449,211.9,0.0140,21.6,,
1.6815,450,212.4,0.0140,21.6,,
1.6900,450,213.0,0.0170,21.6,,
1.6975,452,213.5,0.0050,21.6,,
1.7060,452,214.0,0.0170,21.6,,
1.7145,454,214.5,0.0055,21.6,,
1.7230,455,215.0,0.0140,21.6,,
1.7315,456,215.5,0.0140,21.6,,
1.7390,456,216.1,0.0150,21.6,,
1.7475,458,216.6,0.0055,21.6,,
1.7560,458,217.0,0.0170,21.6,,
1.7640,460,217.6,0.0050,21.6,,
1.7725,461,218.0,0.0140,21.6,,
1.7810,462,218.5,0.0140,21.6,,
1.7885,462,218.9,0.0150,21.6,,
1.7970,464,219.3,0.0055,21.6,,
1.8055,465,219.7,0.0140,21.6,,
1.8140,466,220.2,0.0140,21.6,,
1.8225,467,220.6,0.0140,21.6,,
1.8310,468,221.0,0.0170,21.6,,
1.8385,468,221.3,0.0150,21.6,,
1.8470,470,221.8,0.0055,21.6,,
1.8555,471,222.1,0.0140,21.6,,
1.8640,472,222.5,0.0140,21.6,,
1.8720,473,223.0,0.0135,21.6,,
1.8800,474,223.3,0.0160,21.6,,
1.8880,474,223.6,0.0160,21.6,,
1.8965,476,224.0,0.0055,21.6,,
1.9050,477,224.4,0.0140,21.6,,
1.9135,478,224.7,0.0140,21.6,,
1.9220,479,225.1,0.0140,21.6,,
1.9295,480,225.4,0.0150,21.6,,
1.9380,480,225.8,0.0170,21.6,,
1.9465,482,226.1,0.0055,21.7,,
1.9550,483,226.4,0.0140,21.6,,
1.9635,484,226.8,0.0140,21.7,,
1.9715,485,227.1,0.0135,21.6,,
1.9795,486,227.4,0.0160,21.7,,
1.9880,486,227.7,0.0170,21.7,,
1.9960,488,228.1,0.0050,21.6,,
2.0045,489,228.4,0.0140,21.7,,
2.0130,490,228.7,0.0140,21.7,,
2.0205,490,228.9,0.0150,21.7,,
2.0290,492,229.3,0.0055,21.7,,
2.0375,492,229.5,0.0170,21.7,,
2.0460,494,229.8,0.0055,21.7,,
2.0545,495,230.1,0.0140,21.7,,
2.0630,496,230.4,0.0140,21.7,,
2.0705,496,230.7,0.0150,21.7,,
2.0790,498,231.0,0.0055,21.7,,
2.0875,498,231.3,0.0170,21.7,,
2.0955,500,231.6,0.0050,21.7,,
2.1040,501,231.9,0.0140,21.7,,
2.1125,502,232.1,0.0170,21.7,,
2.1200,502,232.4,0.0150,21.7,,
2.1285,504,232.6,0.0055,21.7,,
2.1370,505,232.8,0.0140,21.7,,
2.1455,506,233.1,0.0140,21.7,,
2.1540,507,233.3,0.0140,21.7,,
2.1625,508,233.5,0.0170,21.7,,
2.1700,508,233.9,0.0150,21.7,,
2.1775,510,234.1,0.0050,21.7,,
2.1855,511,234.3,0.0135,21.7,,
2.1900,512,234.5,0.0075,21.7,,
2.1910,513,234.7,0.0015,21.7,,
2.1910,514,234.8,0.0000,21.7,,
2.1915,514,234.8,0.0010,21.7,,
2.1925,516,234.9,0.0005,21.7,,
2.1945,517,234.9,0.0035,21.7,,
2.1975,518,235.0,0.0050,21.7,,
2.1975,,235.0,,,EP,
2.2015,519,235.0,0.0065,21.7,,
2.2030,519,235.1,NaN,21.7,,
10/22/2019 8:51:15 AMSystemInternal,,,,,,1/1
