Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-71.7,NaN,21.3,,
0.0010,1,-71.2,0.0010,21.3,,
0.0025,2,-71.0,0.0015,21.3,,
0.0050,3,-70.9,0.0025,21.3,,
0.0085,4,-70.8,0.0030,21.3,,
0.0150,5,-70.7,0.0060,21.3,,
0.0230,6,-70.4,0.0075,21.3,,
0.0310,7,-69.9,0.0080,21.3,,
0.0390,8,-69.3,0.0080,21.3,,
0.0475,9,-68.2,0.0075,21.3,,
0.0560,10,-67.0,0.0075,21.3,,
0.0645,11,-66.0,0.0075,21.3,,
0.0730,12,-65.0,0.0085,21.3,,
0.0805,13,-63.7,0.0075,21.3,,
0.0890,14,-62.4,0.0075,21.3,,
0.0975,15,-61.0,0.0075,21.3,,
0.1060,16,-59.5,0.0075,21.3,,
0.1145,17,-58.0,0.0075,21.3,,
0.1220,18,-56.7,0.0075,21.3,,
0.1305,19,-55.0,0.0085,21.3,,
0.1385,20,-53.1,0.0075,21.3,,
0.1470,21,-51.3,0.0075,21.3,,
0.1555,22,-49.3,0.0075,21.3,,
0.1640,23,-47.4,0.0075,21.4,,
0.1715,24,-45.5,0.0075,21.4,,
0.1800,25,-43.2,0.0085,21.3,,
0.1885,26,-40.5,0.0075,21.4,,
0.1970,27,-37.8,0.0075,21.4,,
0.2055,28,-34.9,0.0075,21.4,,
0.2140,29,-32.0,0.0085,21.4,,
0.2215,30,-28.9,0.0075,21.4,,
0.2300,31,-25.4,0.0085,21.4,,
0.2385,32,-21.8,0.0075,21.4,,
0.2465,33,-18.0,0.0075,21.4,,
0.2550,34,-14.2,0.0075,21.4,,
0.2635,35,-11.0,0.0085,21.4,,
0.2710,36,-7.5,0.0075,21.4,,
0.2795,37,-4.4,0.0075,21.4,,
0.2880,38,-1.2,0.0075,21.4,,
0.2965,39,0.3,0.0075,21.4,,
0.3050,40,3.1,0.0075,21.4,,
0.3125,41,4.8,0.0075,21.4,,
0.3210,42,6.0,0.0085,21.4,,
0.3295,43,7.1,0.0075,21.4,,
0.3380,44,8.6,0.0075,21.4,,
0.3460,45,10.0,0.0075,21.4,,
0.3545,46,11.3,0.0075,21.4,,
0.3620,47,12.6,0.0075,21.4,,
0.3705,48,13.9,0.0085,21.4,,
0.3790,49,15.0,0.0075,21.4,,
0.3875,50,16.3,0.0075,21.4,,
0.3960,51,17.5,0.0075,21.4,,
0.4045,52,18.4,0.0085,21.4,,
0.4120,53,19.2,0.0075,21.4,,
0.4205,54,20.1,0.0075,21.4,,
0.4290,55,21.1,0.0075,21.4,,
0.4375,56,22.2,0.0075,21.4,,
0.4455,57,23.2,0.0075,21.4,,
0.4535,58,24.1,0.0080,21.4,,
0.4615,59,24.9,0.0080,21.4,,
0.4700,60,25.8,0.0075,21.4,,
0.4785,61,26.6,0.0075,21.4,,
0.4870,62,27.6,0.0075,21.4,,
0.4955,63,28.6,0.0075,21.4,,
0.5030,64,29.4,0.0075,21.4,,
0.5115,65,30.3,0.0085,21.4,,
0.5200,66,31.2,0.0075,21.4,,
0.5285,67,32.2,0.0075,21.4,,
0.5370,68,33.1,0.0075,21.4,,
0.5455,69,33.8,0.0085,21.4,,
0.5530,70,34.7,0.0075,21.4,,
0.5615,71,35.5,0.0085,21.4,,
0.5695,72,36.3,0.0075,21.4,,
0.5780,73,37.1,0.0075,21.4,,
0.5865,74,37.9,0.0075,21.4,,
0.5950,75,38.6,0.0085,21.4,,
0.6025,76,39.4,0.0070,21.4,,
0.6110,77,40.3,0.0075,21.4,,
0.6195,78,41.0,0.0075,21.4,,
0.6280,79,41.8,0.0075,21.4,,
0.6365,80,42.7,0.0075,21.4,,
0.6440,81,43.4,0.0075,21.4,,
0.6525,82,44.2,0.0085,21.4,,
0.6610,83,44.9,0.0075,21.4,,
0.6690,84,45.6,0.0075,21.4,,
0.6775,85,46.5,0.0075,21.4,,
0.6860,86,47.2,0.0085,21.4,,
0.6935,87,48.0,0.0075,21.4,,
0.7020,88,48.7,0.0085,21.4,,
0.7105,89,49.4,0.0075,21.4,,
0.7190,90,50.3,0.0075,21.4,,
0.7275,91,51.1,0.0075,21.4,,
0.7360,92,51.8,0.0085,21.4,,
0.7435,93,52.4,0.0075,21.4,,
0.7520,94,53.1,0.0075,21.4,,
0.7605,95,53.9,0.0075,21.4,,
0.7690,96,54.6,0.0075,21.4,,
0.7770,97,55.4,0.0075,21.4,,
0.7850,98,56.2,0.0080,21.4,,
0.7935,99,57.1,0.0085,21.4,,
0.8015,100,57.9,0.0075,21.4,,
0.8100,101,58.6,0.0075,21.4,,
0.8185,102,59.3,0.0075,21.4,,
0.8260,103,59.9,0.0075,21.4,,
0.8345,104,60.6,0.0085,21.4,,
0.8430,105,61.4,0.0085,21.4,,
0.8515,106,62.2,0.0075,21.4,,
0.8600,107,63.1,0.0075,21.4,,
0.8685,108,63.9,0.0075,21.4,,
0.8760,109,64.7,0.0075,21.4,,
0.8845,110,65.5,0.0085,21.4,,
0.8930,111,66.2,0.0075,21.4,,
0.9015,112,67.0,0.0075,21.4,,
0.9095,113,67.9,0.0075,21.4,,
0.9180,114,68.8,0.0075,21.4,,
0.9255,115,69.6,0.0075,21.4,,
0.9340,116,70.4,0.0085,21.4,,
0.9425,117,71.3,0.0075,21.4,,
0.9510,118,72.2,0.0075,21.4,,
0.9595,119,73.1,0.0075,21.4,,
0.9680,120,73.7,0.0085,21.4,,
0.9755,121,74.4,0.0075,21.4,,
0.9840,122,75.2,0.0085,21.4,,
0.9925,123,76.1,0.0075,21.4,,
1.0010,124,76.9,0.0075,21.4,,
1.0090,125,78.0,0.0075,21.4,,
1.0170,126,78.9,0.0080,21.4,,
1.0250,127,80.0,0.0080,21.4,,
1.0335,128,80.8,0.0075,21.4,,
1.0420,129,82.0,0.0075,21.4,,
1.0505,130,83.2,0.0075,21.4,,
1.0590,131,84.1,0.0085,21.4,,
1.0665,132,85.2,0.0075,21.4,,
1.0750,133,86.4,0.0085,21.4,,
1.0835,134,87.3,0.0075,21.4,,
1.0920,135,88.2,0.0075,21.4,,
1.1005,136,89.2,0.0075,21.4,,
1.1080,137,90.7,0.0075,21.4,,
1.1165,138,92.0,0.0085,21.4,,
1.1250,139,93.1,0.0075,21.4,,
1.1335,140,94.6,0.0075,21.4,,
1.1415,141,96.3,0.0075,21.4,,
1.1500,142,97.6,0.0075,21.4,,
1.1575,143,98.9,0.0075,21.4,,
