Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-69.5,NaN,21.6,,
0.0005,1,-69.5,0.0005,21.6,,
0.0025,2,-69.5,0.0020,21.6,,
0.0050,3,-69.5,0.0025,21.6,,
0.0090,4,-69.5,0.0035,21.6,,
0.0150,5,-69.5,0.0055,21.6,,
0.0235,6,-69.5,0.0075,21.6,,
0.0315,7,-69.4,0.0080,21.6,,
0.0395,8,-69.2,0.0080,21.6,,
0.0480,9,-68.8,0.0075,21.6,,
0.0565,10,-68.3,0.0075,21.6,,
0.0650,11,-67.6,0.0075,21.6,,
0.0735,12,-66.8,0.0075,21.6,,
0.0810,13,-65.9,0.0075,21.6,,
0.0895,14,-64.7,0.0085,21.6,,
0.0980,15,-63.5,0.0075,21.6,,
0.1065,16,-62.2,0.0075,21.6,,
0.1150,17,-61.1,0.0075,21.6,,
0.1225,18,-59.8,0.0075,21.6,,
0.1310,19,-58.3,0.0085,21.6,,
0.1390,20,-56.6,0.0080,21.6,,
0.1475,21,-55.0,0.0075,21.6,,
0.1560,22,-53.3,0.0075,21.6,,
0.1645,23,-51.5,0.0075,21.6,,
0.1720,24,-49.7,0.0075,21.6,,
0.1805,25,-47.6,0.0085,21.6,,
0.1890,26,-45.3,0.0075,21.6,,
0.1975,27,-43.0,0.0075,21.6,,
0.2060,28,-40.5,0.0075,21.6,,
0.2140,29,-37.8,0.0075,21.6,,
0.2220,30,-35.2,0.0080,21.6,,
0.2300,31,-31.8,0.0080,21.6,,
0.2385,32,-28.4,0.0075,21.6,,
0.2470,33,-25.4,0.0075,21.6,,
0.2555,34,-21.7,0.0075,21.6,,
0.2640,35,-18.0,0.0085,21.6,,
0.2715,36,-14.4,0.0075,21.6,,
0.2800,37,-10.3,0.0085,21.6,,
0.2885,38,-6.6,0.0075,21.6,,
0.2970,39,-3.2,0.0075,21.6,,
0.3055,40,-0.2,0.0075,21.6,,
0.3130,41,0.8,0.0075,21.6,,
0.3215,42,2.9,0.0085,21.6,,
0.3300,43,4.7,0.0075,21.6,,
0.3385,44,6.0,0.0075,21.6,,
0.3465,45,7.2,0.0075,21.6,,
0.3550,46,8.6,0.0075,21.6,,
0.3625,47,10.0,0.0075,21.6,,
0.3710,48,11.3,0.0085,21.6,,
0.3795,49,12.5,0.0075,21.6,,
0.3880,50,13.5,0.0075,21.6,,
0.3965,51,14.0,0.0075,21.6,,
0.4050,52,14.3,0.0085,21.6,,
0.4125,53,14.8,0.0075,21.6,,
0.4210,54,15.1,0.0085,21.6,,
0.4295,55,15.1,0.0075,21.6,,
0.4380,56,15.1,0.0075,21.6,,
0.4460,57,15.0,0.0075,21.7,,
0.4540,58,14.9,0.0080,21.6,,
0.4625,59,14.9,0.0085,21.6,,
0.4705,60,14.8,0.0080,21.6,,
0.4790,61,14.8,0.0075,21.7,,
0.4875,62,14.7,0.0075,21.7,,
0.4960,63,14.7,0.0075,21.7,,
0.5035,64,14.7,0.0075,21.6,,
0.5120,65,14.7,0.0085,21.6,,
0.5205,66,14.7,0.0075,21.6,,
0.5290,67,14.7,0.0075,21.7,,
0.5375,68,14.7,0.0075,21.7,,
0.5460,69,14.6,0.0075,21.7,,
0.5535,70,14.6,0.0075,21.7,,
0.5620,71,14.6,0.0085,21.7,,
0.5705,72,14.5,0.0075,21.7,,
0.5785,73,14.5,0.0075,21.7,,
0.5870,74,14.5,0.0075,21.7,,
0.5945,75,14.4,0.0075,21.7,,
