Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk,12/12/2019 10:57:35 AM,OK,Unchecked,0,,25.0,°C,,2.185,mL,,60.196,g,,60.1955,g,,1.0,g/mL
2,D_22_1_BC,12/12/2019 11:07:50 AM,OK,Unchecked,0,,25.0,°C,,2.156,mL,,60.078,g,,60.0775,g,,1.0,g/mL
3,D_22_2_BC,12/12/2019 11:17:52 AM,OK,Unchecked,0,,25.0,°C,,2.161,mL,,60.311,g,,60.3110,g,,1.0,g/mL
4,D_22_3_BC,12/12/2019 11:27:56 AM,OK,Unchecked,0,,25.0,°C,,1.953,mL,,59.601,g,,59.6014,g,,1.0,g/mL
5,D_22_4_BC,12/12/2019 11:37:35 AM,OK,Unchecked,0,,25.0,°C,,2.144,mL,,59.980,g,,59.9795,g,,1.0,g/mL
6,D_22_5_BC,12/12/2019 11:47:40 AM,OK,Unchecked,0,,25.0,°C,,2.178,mL,,60.017,g,,60.0167,g,,1.0,g/mL
7,N_22_1_BC,12/12/2019 11:57:46 AM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,60.181,g,,60.1813,g,,1.0,g/mL
8,N_22_2_BC,12/12/2019 12:07:52 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,59.649,g,,59.6486,g,,1.0,g/mL
9,N_22_3_BC,12/12/2019 12:17:53 PM,OK,Unchecked,0,,25.0,°C,,2.189,mL,,60.094,g,,60.0945,g,,1.0,g/mL
10,N_22_4_BC,12/12/2019 12:28:00 PM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,60.319,g,,60.3186,g,,1.0,g/mL
11,N_22_5_BC,12/12/2019 12:38:12 PM,OK,Unchecked,0,,25.0,°C,,2.227,mL,,59.744,g,,59.7444,g,,1.0,g/mL
12,D_22_1_AI,12/12/2019 12:48:28 PM,OK,Unchecked,0,,25.0,°C,,2.062,mL,,59.953,g,,59.9526,g,,1.0,g/mL
13,D_22_2_AI,12/12/2019 12:58:19 PM,OK,Unchecked,0,,25.0,°C,,2.010,mL,,59.775,g,,59.7750,g,,1.0,g/mL
14,D_22_3_AI,12/12/2019 1:08:08 PM,OK,Unchecked,0,,25.0,°C,,2.116,mL,,60.347,g,,60.3470,g,,1.0,g/mL
15,D_22_4_AI,12/12/2019 1:18:09 PM,OK,Unchecked,0,,25.0,°C,,1.888,mL,,59.795,g,,59.7952,g,,1.0,g/mL
16,N_22_1_AI,12/12/2019 1:27:40 PM,OK,Unchecked,0,,25.0,°C,,2.163,mL,,60.382,g,,60.3816,g,,1.0,g/mL
17,N_22_2_AI,12/12/2019 1:37:46 PM,OK,Unchecked,0,,25.0,°C,,2.208,mL,,59.839,g,,59.8393,g,,1.0,g/mL
18,N_22_3_AI,12/12/2019 1:47:54 PM,OK,Unchecked,0,,25.0,°C,,2.260,mL,,60.483,g,,60.4834,g,,1.0,g/mL
19,N_22_4_AI,12/12/2019 1:58:10 PM,OK,Unchecked,0,,25.0,°C,,2.230,mL,,60.180,g,,60.1796,g,,1.0,g/mL
SystemInternal12/12/2019 2:20:31 PM,,,,,,,,,,,,,,,,,,1/1,,
