"SampleID","TA","Mass","Sample.Index"
"junk1",1947.82470417789,59.6831,1
"junk2",1920.92606259727,59.9451,2
"junk3",1756.56169866919,59.5152,3
"T7_initial_1",1924.32839150155,59.9807,4
"T7_initial_2",1926.34557058552,60.3864,5
"T7_initial_3",1930.93990085694,60.3431,6
"T7_blank",1927.53486831375,60.4129,7
"T7_M38",1926.80754588746,59.8665,8
"T7_M39",1928.37397976868,59.8884,9
"T7_M40",1991.88126936551,60.2139,10
"T7_M41",1914.10025494275,59.7499,11
"T7_M42",1934.85908527506,60.2698,12
"T7_N8",1910.03382265078,59.6811,13
"T7_N63",1856.93144218369,60.2901,14
"T7_N9",1821.40179928156,59.9294,15
"T7_N108",1902.07492573849,60.2282,16
"T7_N92",1857.35484526479,60.41,17
"T14_initial_7",2013.4841055074,59.6894,18
"T14_initial_8",1949.00421402455,60.2188,19
"T14_initial_9",2014.91124732598,60.1674,20
"T14_MShell",1991.40488309633,60.2642,21
"T14_NShell",1955.53844853927,59.8174,22
"T15_initial_7",1929.20042008459,60.0729,23
"T15_initial_8",1948.88481924303,60.4731,24
"T15_initial_9",1932.61799198666,60.0406,25
"T15_MShell",1971.63432548217,59.9713,26
"T15_NShell",1994.7950727401,60.0788,27
"crm",2226.67311746446,60.0507,28
