"SampleID","TA","Mass","Sample.Index"
"junk1",2382.51174416423,59.8082,1
"junk2",2357.87224649604,59.8919,2
"RW3_10-21-23",2155.40969142565,60.3767,3
"B6_10-23-23",2201.56722294087,60.0573,4
"RW1_10-21-23",2196.79374396455,60.1495,5
"B1_10-24",2192.14403750162,59.9339,6
"B5_10-21",2161.85693694416,59.7692,7
"RW4_10-23",2174.48749555078,59.9457,8
"B6_10-26",2195.65125360879,60.3333,9
"RW2_10-29",2169.68876633522,60.2278,10
"RW6_10-29",2212.89168891931,60.3587,11
"B6_10-27",2168.70042893979,59.8526,12
"B2_10-30",2132.80083510071,59.9733,13
"B4_10-30",2182.24736000915,60.3664,14
"B5_10-30",2186.08418595303,60.0201,15
"RW5_10-30",2221.96692852089,59.9333,16
"RW4_10-30",2175.3523992264,60.3562,17
"RW1_10-30",2211.99253773012,60.1629,18
"B1_10-31",2211.06261152226,60.4302,19
"B4_10-31",2193.93546236759,60.0145,20
"B6_10-29",2171.43849082218,60.1982,21
"B3_10-29",2178.45392161335,60.3003,22
"B1_11-3",2181.35530949716,60.0776,23
"RW_11-3",2188.01492292326,60.4141,24
"RW1_11-2",2176.6530125215,60.0506,25
"RW3_11-3",2198.84428359999,59.6486,26
"RW5_11-2",2164.96907265669,60.118,27
