"SampleID","TA","Mass","Sample.Index"
"junk1",2411.20223532833,59.9406,1
"junk2",2327.72722031043,60.45,2
"junk3",2352.4548918472,60.1746,3
"junk4",2221.32742006286,60.0353,4
