"SampleID","TA","Mass","Sample.Index"
"I1_L_20_0112_1",2803.02220125736,59.5188,1
"I1_L_20_0112_2",2790.26685461197,59.5705,2
"I2_L_20_0112_1",2789.61424077279,59.7353,3
"I2_L_20_0112_2",2790.0054041069,59.8565,4
"I3_L_20_0112_1",2788.05430672329,59.817,5
"I3_L_20_0112_2",2794.47791975564,59.6018,6
"PABLANK1_L_20_0112_1",2789.0371427629,59.7093,7
"PABLANK1_L_20_0112_2",2790.37111658874,59.7777,8
"PABLANK2_L_20_0112_1",2791.25774216691,59.5831,9
"PABLANK2_L_20_0112_2",2795.14635487517,59.783,10
"PA5_L_20_0112_1",2746.81681103444,59.7998,11
"PA5_L_20_0112_2",2748.12271258546,59.7077,12
"PA6_L_20_0112_1",2753.1147869655,59.8817,13
"PA6_L_20_0112_2",2758.1913650193,59.7387,14
"PA7_L_20_0112_1",2756.74755055103,59.7886,15
"PA7_L_20_0112_2",2757.57422651114,59.905,16
"PA10_L_20_0112_1",2735.72430694591,59.9434,17
"PA10_L_20_0112_2",2738.2464174455,59.8613,18
"PA11_L_20_0112_1",2724.53998378081,59.7401,19
"PA11_L_20_0112_2",2732.33992981263,59.9069,20
"PA13_L_20_0112_1",2740.42187128497,59.6569,21
"PA13_L_20_0112_2",2741.59550074696,59.883,22
