Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk,5/4/2026 10:48:16 PM,OK,Unchecked,0,,25.0,°C,,2.191,mL,,60.129,g,,60.1286,g,1.0,g/mL,
2,b1r19,5/4/2026 10:58:33 PM,OK,Unchecked,0,,25.0,°C,,2.153,mL,,59.969,g,,59.9691,g,1.0,g/mL,
3,b2r19,5/4/2026 11:08:44 PM,OK,Unchecked,0,,25.0,°C,,2.116,mL,,59.603,g,,59.6027,g,1.0,g/mL,
4,b3r19,5/4/2026 11:18:50 PM,OK,Unchecked,0,,25.0,°C,,2.155,mL,,59.976,g,,59.9762,g,1.0,g/mL,
5,01r19,5/4/2026 11:29:04 PM,OK,Unchecked,0,,25.0,°C,,2.102,mL,,59.934,g,,59.9339,g,1.0,g/mL,
6,02r19,5/4/2026 11:39:08 PM,OK,Unchecked,0,,25.0,°C,,2.146,mL,,59.617,g,,59.6166,g,1.0,g/mL,
7,03r19,5/4/2026 11:49:24 PM,OK,Unchecked,0,,25.0,°C,,2.133,mL,,59.959,g,,59.9594,g,1.0,g/mL,
8,04r19,5/4/2026 11:59:30 PM,OK,Unchecked,0,,25.0,°C,,2.107,mL,,59.845,g,,59.8447,g,1.0,g/mL,
9,05r19,5/5/2026 12:09:36 AM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.186,g,,60.1863,g,1.0,g/mL,
10,06r19,5/5/2026 12:19:43 AM,OK,Unchecked,0,,25.0,°C,,2.153,mL,,60.232,g,,60.2317,g,1.0,g/mL,
11,07r19,5/5/2026 12:29:59 AM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,60.397,g,,60.3974,g,1.0,g/mL,
12,08r19,5/5/2026 12:40:18 AM,OK,Unchecked,0,,25.0,°C,,2.118,mL,,60.071,g,,60.0712,g,1.0,g/mL,
13,09r19,5/5/2026 12:50:25 AM,OK,Unchecked,0,,25.0,°C,,2.056,mL,,60.264,g,,60.2639,g,1.0,g/mL,
14,10r19,5/5/2026 1:00:20 AM,OK,Unchecked,0,,25.0,°C,,2.110,mL,,60.283,g,,60.2831,g,1.0,g/mL,
15,11r19,5/5/2026 1:10:21 AM,OK,Unchecked,0,,25.0,°C,,2.156,mL,,59.963,g,,59.9633,g,1.0,g/mL,
16,12r19,5/5/2026 1:20:27 AM,OK,Unchecked,0,,25.0,°C,,2.160,mL,,60.001,g,,60.0010,g,1.0,g/mL,
17,b1r20,5/5/2026 1:30:38 AM,OK,Unchecked,0,,25.0,°C,,2.166,mL,,60.204,g,,60.2035,g,1.0,g/mL,
18,b2r20,5/5/2026 1:40:45 AM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,60.022,g,,60.0218,g,1.0,g/mL,
19,b3r20,5/5/2026 1:50:54 AM,OK,Unchecked,0,,25.0,°C,,2.171,mL,,60.195,g,,60.1947,g,1.0,g/mL,
20,01r20,5/5/2026 2:01:04 AM,OK,Unchecked,0,,25.0,°C,,2.167,mL,,60.336,g,,60.3363,g,1.0,g/mL,
21,02r20,5/5/2026 2:11:09 AM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,60.006,g,,60.0061,g,1.0,g/mL,
22,03r20,5/5/2026 2:21:15 AM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,59.966,g,,59.9660,g,1.0,g/mL,
23,04r20,5/5/2026 2:31:22 AM,OK,Unchecked,0,,25.0,°C,,2.151,mL,,59.921,g,,59.9213,g,1.0,g/mL,
24,05r20,5/5/2026 2:41:29 AM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,60.028,g,,60.0283,g,1.0,g/mL,
25,06r20,5/5/2026 2:51:36 AM,OK,Unchecked,0,,25.0,°C,,2.117,mL,,59.762,g,,59.7617,g,1.0,g/mL,
26,07r20,5/5/2026 3:01:36 AM,OK,Unchecked,0,,25.0,°C,,2.118,mL,,59.651,g,,59.6513,g,1.0,g/mL,
27,08r20,5/5/2026 3:11:38 AM,OK,Unchecked,0,,25.0,°C,,2.137,mL,,59.545,g,,59.5448,g,1.0,g/mL,
28,09r20,5/5/2026 3:21:46 AM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,59.735,g,,59.7352,g,1.0,g/mL,
29,10r20,5/5/2026 3:31:54 AM,OK,Unchecked,0,,25.0,°C,,2.190,mL,,60.084,g,,60.0837,g,1.0,g/mL,
30,11r20,5/5/2026 3:42:11 AM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,60.289,g,,60.2892,g,1.0,g/mL,
31,12r20,5/5/2026 3:52:19 AM,OK,Unchecked,0,,25.0,°C,,2.146,mL,,59.620,g,,59.6197,g,1.0,g/mL,
32,b1r21,5/5/2026 4:02:23 AM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,60.109,g,,60.1094,g,1.0,g/mL,
33,b2r21,5/5/2026 4:12:39 AM,OK,Unchecked,0,,25.0,°C,,2.184,mL,,60.171,g,,60.1712,g,1.0,g/mL,
34,b3r21,5/5/2026 4:22:52 AM,OK,Unchecked,0,,25.0,°C,,2.169,mL,,59.866,g,,59.8661,g,1.0,g/mL,
35,01r21,5/5/2026 4:32:59 AM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,60.177,g,,60.1772,g,1.0,g/mL,
36,02r21,5/5/2026 4:43:06 AM,OK,Unchecked,0,,25.0,°C,,2.116,mL,,59.714,g,,59.7143,g,1.0,g/mL,
37,03r21,5/5/2026 4:53:10 AM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,60.295,g,,60.2947,g,1.0,g/mL,
38,04r21,5/5/2026 5:03:19 AM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,60.052,g,,60.0521,g,1.0,g/mL,
39,05r21,5/5/2026 5:13:28 AM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,60.097,g,,60.0974,g,1.0,g/mL,
40,06r21,5/5/2026 5:23:30 AM,OK,Unchecked,0,,25.0,°C,,2.165,mL,,60.069,g,,60.0691,g,1.0,g/mL,
41,07r21,5/5/2026 5:33:38 AM,OK,Unchecked,0,,25.0,°C,,2.175,mL,,60.012,g,,60.0119,g,1.0,g/mL,
42,08r21,5/5/2026 5:43:50 AM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,59.848,g,,59.8479,g,1.0,g/mL,
43,09r21,5/5/2026 5:53:54 AM,OK,Unchecked,0,,25.0,°C,,2.164,mL,,59.689,g,,59.6890,g,1.0,g/mL,
44,10r21,5/5/2026 6:04:04 AM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,59.935,g,,59.9348,g,1.0,g/mL,
45,11r21,5/5/2026 6:14:12 AM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,60.173,g,,60.1727,g,1.0,g/mL,
46,12r21,5/5/2026 6:24:19 AM,OK,Unchecked,0,,25.0,°C,,2.191,mL,,60.150,g,,60.1499,g,1.0,g/mL,
47,CRM,5/5/2026 6:34:29 AM,OK,Unchecked,0,,25.0,°C,,2.194,mL,,59.650,g,,59.6496,g,1.0,g/mL,
SystemInternal5/5/2026 8:25:43 AM,,,,,,,,,,,,,,,,,,,,1/1
