"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2263.09173708452,60.0889,1,2263.09173708452
"junk2",2235.47645638326,60.1528,2,2234.19977079995
"junk3",2233.30299703528,60.3831,3,2230.75356439026
"crm",2212.26591164927,59.8699,4,2208.47994602751
