"SampleID","TA","Mass","Sample.Index"
"junk1",2299.30595997082,60.0948,1
"junk2",2294.26324243686,60.1906,2
"junk3",2289.97673843943,60.1528,3
"20260228_kb_p8_t1",2058.53031474899,60.2534,4
"20260228_kb_p9_t1",2089.02488847205,60.0756,5
"20260228_kb_p10_t1",2158.09733424682,60.1158,6
"20260228_kb_p11_t1",2131.01950331356,60.0069,7
"20260228_kb_p12_t1",1933.40259038645,60.0516,8
"20260228_kb_p13_t1",2123.29400168285,60.165,9
"20260228_kb_p14_t1",2094.32371674862,60.0585,10
"20260228_kb_p15_t1",2047.27943155155,60.0569,11
"20260228_kb_p8_t2",1930.06218423899,60.1546,12
"20260228_kb_p9_t2",1964.93398442936,60.1122,13
"20260228_kb_p10_t2",2098.40946616533,60.0869,14
"20260228_kb_p11_t2",2045.16965910128,60.05,15
"20260228_kb_p12_t2",1742.29669248376,60.0908,16
"20260228_kb_p13_t2",2071.77861891101,60.1633,17
"20260228_kb_p14_t2",2041.9414900468,60.1652,18
"20260228_kb_p15_t2",1979.09922736431,60.1775,19
"20260228_kb_p8_t3",1960.63757242394,60.1173,20
"20260228_kb_p9_t3",1979.68816558987,60.1391,21
"20260228_kb_p10_t3",2111.96937062115,60.0689,22
"20260228_kb_p11_t3",2081.53382378575,60.2424,23
"20260228_kb_p12_t3",1834.40749370125,60.1434,24
"20260228_kb_p13_t3",2104.0848935227,60.2332,25
"20260228_kb_p14_t3",2079.15186979757,60.2716,26
"20260228_kb_p15_t3",2014.61466896497,60.2195,27
