"SampleID","TA","Mass","Sample.Index"
"junk1",2306.45864952213,60.2523,1
"junk2",2293.11606169825,60.056,2
"junk3",2297.08053327699,60.0244,3
"20260228_kb_p1_t1",2174.94163308942,60.2517,4
"20260228_kb_p2_t1",2147.05999592206,60.1852,5
"20260228_kb_p3_t1",2306.75540158434,60.1542,6
"20260228_kb_p4_t1",2086.03266308513,60.0789,7
"20260228_kb_p5_t1",2074.00048706572,60.0688,8
"20260228_kb_p6_t1",2101.2211839308,60.1134,9
"20260228_kb_p7_t1",2047.8907211757,60.1296,10
"20260228_kb_ocn_t1",2223.90630710943,60.1394,11
"20260228_kb_p1_t2",2109.7576916938,60.0583,12
"20260228_kb_p2_t2",2074.07218153372,60.3777,13
"20260228_kb_p3_t2",2305.2037622549,60.0488,14
"20260228_kb_p4_t2",1967.818534178,60.2114,15
"20260228_kb_p5_t2",1958.57592548399,60.2509,16
"20260228_kb_p6_t2",2057.86995931137,60.0396,17
"20260228_kb_p7_t2",1954.65056124602,60.0949,18
"20260228_kb_ocn_t2",2240.65798661411,60.2862,19
"20260228_kb_p1_t3",2147.5077092222,60.0127,20
"20260228_kb_p2_t3",2105.67093249676,60.2539,21
"20260228_kb_p3_t3",2353.36174294617,60.2216,22
"20260228_kb_p4_t3",1985.35082136224,60.0818,23
"20260228_kb_p5_t3",1956.34471280054,60.2512,24
"20260228_kb_p6_t3",2071.06398408963,60.0727,25
"20260228_kb_p7_t3",1951.05188144745,60.1119,26
"20260228_kb_ocn_t3",2245.7261478518,60.2262,27
