SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2170.545696,59.6534,1,2170.545696
junk2,2140.889297,59.9598,2,2139.666631
C11_HD,2310.63174,59.6589,3,2307.994033
C11_LD,2240.497249,60.0219,4,2236.66297
C11_HN,2291.871072,59.6302,5,2286.644456
C11_LN,2235.556003,59.5908,6,2229.186897
C14_HD,2307.121524,60.1101,7,2299.238421
C14_LD,2202.978723,59.5354,8,2194.201916
C14_HN,2294.940098,60.483,9,2284.496685
C14_LN,2307.337427,59.6394,10,2295.531835
C5_HD,2282.607086,59.8415,11,2269.637727
C5_LD,2241.793456,59.9075,12,2227.790203
C5_HN,2275.713523,60.2215,13,2260.214907
C5_LN,2266.758323,60.0797,14,2250.043713
C16_HD,2269.200516,59.7872,15,2251.190989
C16_LD,2262.468484,60.3083,16,2243.240706
C16_HN,2309.178236,60.0482,17,2288.257028
C16_LN,2271.483523,59.996,18,2249.629975
C9_HD,2384.804402,60.1958,19,2360.524719
C9_LD,2240.878287,60.1729,20,2216.810063
C9_HN,2340.1646,59.7928,21,2313.722062
C9_LN,2310.933989,59.5945,22,2283.53161
V18_HD,2342.017418,59.7224,23,2312.940452
V18_LD,2329.309616,59.9195,24,2299.092966
V18_HN,2389.335837,59.5696,25,2357.011113
V18_LN,2349.817424,60.4317,26,2316.721404
V14_HD,2322.191038,59.9914,27,2288.194998
V14_LD,2354.986154,59.6629,28,2319.204148
V14_HN,2331.970321,59.5138,29,2295.246379
V14_LN,2326.224478,59.8635,30,2288.304012
V17_HD,2329.382258,60.4115,31,2290.123006
V17_LD,2351.134327,59.9095,32,2310.210597
V17_HN,2339.700346,60.4772,33,2297.685525
V17_LN,2325.712577,59.5429,34,2282.667981
crm,2229.209286,60.248,35,2186.724356
