"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2335.33612336831,59.7217,1,2335.33612336831
"junk2",2335.3958974212,59.8358,2,2334.06214762256
"RUN4_CH1_A7_HIGH_20230327",2339.98742731347,59.9837,3,2337.31620878914
"RUN4_CH9_B7_HIGH_20230327",2355.53485339359,60.0165,4,2351.50370418642
"RUN4_CH6-7_INITIAL_20230327",2373.25960526242,60.4645,5,2367.84738267345
"RUN4_CH4_B7_LOW_20230327",2336.96711291716,59.9179,6,2330.30908695443
"RUN4_CH8-9_INITIAL_20230327",2373.81050104408,60.4657,7,2365.69953122275
"RUN4_CH4-5_INITIAL_20230327",2455.78700815042,60.2234,8,2446.00299616575
"RUN4_CH5_B8_HIGH_20230327",2343.02645507581,60.4896,9,2332.36421864771
"RUN4_CH1-3_INITIAL_20230327",2373.17490194297,59.7662,10,2361.03244934634
"RUN4_CH7_A8_HIGH_20230327",2369.16544216307,60.2511,11,2355.70427487805
"RUN4_CH6_A7_LOW_20230327",2330.01222690241,59.6098,12,2315.45791997684
"RUN4_CH3_A8_LOW_20230327",2341.524272663,59.5954,13,2325.57745582307
"RUN4_CH2_B8_LOW",2312.83249641451,60.4065,14,2295.77814448406
"RUN4_CH8_BLANK_20230327",2372.42472587159,60.0668,15,2353.59595820594
"RUN5_CH5_B9_LOW_20230327",2356.24376881079,59.6822,16,2336.21903423166
"RUN5_CH1-3_INITIAL_20230327",2369.34012101038,60.4609,17,2347.87384584834
"RUN5_CH6-7_INITIAL_20230327",2396.49475757483,59.8902,18,2373.43849788112
"RUN5_CH4-5_INITIAL_20230327",2382.71317262007,59.8814,19,2358.45478059114
"RUNS_CH8-9_INITIAL_20230327",2377.26858050373,60.3933,20,2351.73545273122
"RUN5_B10_HIGH_20230327",2368.76789763862,59.9227,21,2342.00215868225
"RUN5_CH2_BLANK_20230327",2382.98439269737,60.1341,22,2354.72766076815
"RUN5_CH9_B3_HIGH_20230327",2314.85623156289,60.3314,23,2286.11648150963
"RUN5_CH4_A10_HIGH_20230327",2367.69297224103,60.2831,24,2336.97839899707
"RUN5_CH1_A10_LOW_20230327",2383.25409306296,60.1427,25,2351.01164761003
"RUN5_CH3_B9_LOW_20230327",2369.87916005503,59.6428,26,2336.50058033595
"RUN3_CH2_A5_LOW_20230327",2360.7365669863,59.7165,27,2326.1762343615
"RUN6_CH6-7_INITIAL_20230328",2352.47824268995,59.7916,28,2316.73434142229
"RUN6_CH1-3_INITIAL_20230328",2355.2491247254,60.4207,29,2318.15858732815
"RUN6_CH4-5_INITIAL_20230328",2356.26184507788,59.7118,30,2317.85173068369
"RUN6_CH1_B2_HIGH_20230328",2273.19308920552,60.1957,31,2234.88084612902
"RUN6_CH9_A2_LOW_20230328",2337.09331977246,60.197,32,2296.41398630084
"RUN6_CH5_A1_LOW_20230328",2334.38921182882,60.067,33,2292.46976470282
"RUN6_CH2_B1_LOW_20230328",2295.34240019845,60.4461,34,2252.85989924133
"RUN6_CH6_BLANK_20230328",2350.0016903706,60.1164,35,2305.21466263932
"RUN6_CH4_A2_HIGH_20230328",2316.0288170437,59.9147,36,2270.61648729774
"RUN5_CH6_A9_HIGH_20230327",2351.19884349958,60.4255,37,2303.80625762837
"RUN6_CH8_A1_HIGH_20230328",2322.81415674493,60.3976,38,2274.72007515592
"RUN6_CH8-9_INITIAL_20230328",2355.73264496185,60.0213,39,2305.66673863716
"RUN6_CH3_B1_HIGH_20230328",2293.30116608905,59.6128,40,2243.30745704631
