Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,11/13/2019 10:50:30 AM,OK,Unchecked,0,,25.0,°C,,2.207,mL,,60.028,g,,60.0282,g,,1.0,g/mL
2,106,11/13/2019 11:00:49 AM,OK,Unchecked,0,,25.0,°C,,2.233,mL,,60.202,g,,60.2018,g,,1.0,g/mL
3,107,11/13/2019 11:11:03 AM,OK,Unchecked,0,,25.0,°C,,2.211,mL,,59.682,g,,59.6824,g,,1.0,g/mL
4,108,11/13/2019 11:21:13 AM,OK,Unchecked,0,,25.0,°C,,2.210,mL,,60.018,g,,60.0177,g,,1.0,g/mL
5,108A,11/13/2019 11:31:24 AM,OK,Unchecked,0,,25.0,°C,,2.203,mL,,59.706,g,,59.7062,g,,1.0,g/mL
6,109,11/13/2019 11:41:34 AM,OK,Unchecked,0,,25.0,°C,,2.228,mL,,60.203,g,,60.2031,g,,1.0,g/mL
7,110,11/13/2019 11:51:47 AM,OK,Unchecked,0,,25.0,°C,,2.224,mL,,60.340,g,,60.3401,g,,1.0,g/mL
8,111,11/13/2019 12:02:01 PM,OK,Unchecked,0,,25.0,°C,,2.204,mL,,59.719,g,,59.7191,g,,1.0,g/mL
9,112,11/13/2019 12:12:16 PM,OK,Unchecked,0,,25.0,°C,,2.203,mL,,59.774,g,,59.7737,g,,1.0,g/mL
10,138,11/13/2019 12:22:25 PM,OK,Unchecked,0,,25.0,°C,,2.212,mL,,59.892,g,,59.8924,g,,1.0,g/mL
SystemInternal11/13/2019 12:41:29 PM,,,,,,,,,,,,,,,,,,1/1,,
