"SampleID","TA","Mass","Sample.Index"
"junk1",2284.97711719378,59.7176,1
"junk2",2261.76038323109,59.8399,2
"S1",2174.33415486228,59.9063,3
"S2",2186.63324028524,59.9777,4
"S3",2182.1852972441,59.7427,5
"S4",2187.14908352767,59.7513,6
"S5",2177.00003602863,59.7504,7
"S6",2178.9282376413,60.0407,8
"T1",2163.27313813327,59.6162,9
"T2",2157.29172340042,59.9226,10
"T3",2168.31651134282,59.6449,11
"T4",2183.99089452572,60.4312,12
"T5",2167.78413966631,60.1068,13
"T6",2142.10853435836,60.1178,14
"T7",2174.8043753537,59.9256,15
"T8",2176.93075938947,59.6511,16
"T9",2150.62735201241,59.7986,17
"T10",2145.23428017838,59.749,18
"T11",2171.36433095605,59.7007,19
"T12",2177.27858311313,60.0674,20
"T13",2144.390964103,59.897,21
"T14",2166.2196286904,59.6261,22
"T15",2181.81993053227,60.308,23
"T16",2156.02641913858,59.649,24
"T17",2192.58788481614,59.9588,25
"T18",2160.96287550948,60.0109,26
"T19",2175.48234491947,60.3222,27
"T20",2139.0710254526,59.7319,28
"T21",2156.84305913451,60.4183,29
"T22",2182.03505227968,60.3472,30
"T23",2147.6218007871,60.0991,31
"T24",2160.63312840762,60.1527,32
