"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2465.37977871121,60.196,1,2465.37977871121
"Junk2",2287.99891795299,59.6194,2,2286.69223667489
"Junk3",2347.14707714304,60.246,3,2344.46768550247
"VSeepDayLow07182022",3731.44533369206,60.0387,4,3725.05951737656
"VSeepDayLow07192022",3938.08513341464,59.8966,5,3929.10432353228
"VSeepLowDay07172022_9am",3440.67492376555,59.9575,6,3430.87243110525
"SandSGD1_0615_7_30",2433.47347063465,60.3479,7,2425.15864100833
"SandSGD2_0615_7_30",2342.49528654232,59.6881,8,2333.16263599833
"SandSGD3_0615_7_30",3667.95069535936,59.9866,9,3651.25922461824
"SandSGD1_0615_20_00",2505.41393479024,60.206,10,2492.59487543088
"SandSGD2_0615_20_00",2366.48499665067,60.1884,11,2353.0390591697
"SandSGD3_0615_20_00",3331.81899083464,60.4028,12,3311.00694716674
"VSeepDayHigh_07192022",3152.7722843793,60.0365,13,3131.30050945731
"VSeepDayHigh_0718_2022",3065.90118617805,59.8877,14,3043.29386035825
"SeepDayHigh_07172022_15_00",2906.5182481368,60.4185,15,2883.45064299285
"SandSGD3_0615_2_00",2341.66984274428,60.4803,16,2321.76896589376
"SandSGD1_0615_2_00",2333.90957232851,59.6893,17,2312.76429874003
"SandSGD2_0615_2_00",2383.51249076346,60.2902,18,2360.5811312032
"SandSGD3_0615_13_30",2356.84439685564,59.6853,19,2332.84937471571
"SandSGD1_0615_13_30",2293.2015088282,59.8022,20,2268.57130607651
"SandSGD2_0615_13_30",2300.12484225029,60.2125,21,2274.13473103842
"ReefSGD1_0615_20_00",2300.21314455002,60.3922,22,2272.93788987157
"ReefSGD2_0615_20_00",2375.31445606147,59.7493,23,2345.8240959975
"ReefSGD3_0615_20_00",2423.47650586153,59.923,24,2392.03828835741
"ReefSGD1_0615_7_30",2393.78748195523,60.2063,25,2361.40253293216
"ReefSGD2_0615_7_30",2385.73070039586,59.817,26,2352.12885954521
"ReefSGD3_0615_7_30",2348.88351721083,59.6827,27,2314.49670896337
"ReefSGD1_0615_13_30",2305.52384463804,60.0748,28,2270.49337541731
"ReefSGD2_0615_13_30",2364.83752819377,59.9047,29,2327.5959923167
"ReefSGD3_0615_13_30",2358.21511355568,60.4007,30,2319.77315836
"ReefSGD2_0615_2_00",2361.18710319823,60.2754,31,2321.39181494208
"ReefSGD3_0615_2_00",2387.70998740593,60.4202,32,2346.14962266164
"ReefSGD1_0615_2_00",2342.82510095917,59.5637,33,2300.75416760862
"CRM",2262.89249407618,59.7155,34,2221.01058027668
