"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2369.00182362826,59.7217,1,2369.00182362826
"Junk2",2684.78611277223,59.8421,2,2683.25282544341
"Junk3",2678.75307530461,60.4113,3,2675.69513800403
"CRM",2247.62844275167,60.1235,4,2243.78195939271
