Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk,12/19/2019 3:45:57 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,59.836,g,,59.8365,g,,1.0,g/mL
2,N_24_2_AI,12/19/2019 3:56:12 PM,OK,Unchecked,0,,25.0,°C,,2.092,mL,,59.876,g,,59.8760,g,,1.0,g/mL
3,N_28_4_BC,12/19/2019 4:06:06 PM,OK,Unchecked,0,,25.0,°C,,2.248,mL,,60.242,g,,60.2417,g,,1.0,g/mL
4,N_28_4_AI,12/19/2019 4:16:20 PM,OK,Unchecked,0,,25.0,°C,,2.166,mL,,60.085,g,,60.0853,g,,1.0,g/mL
5,N_28_3_AI,12/19/2019 4:26:25 PM,OK,Unchecked,0,,25.0,°C,,2.186,mL,,59.815,g,,59.8152,g,,1.0,g/mL
6,N_29_2_AI,12/19/2019 4:36:30 PM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,60.098,g,,60.0976,g,,1.0,g/mL
7,N_29_5_AI,12/19/2019 4:46:35 PM,OK,Unchecked,0,,25.0,°C,,2.251,mL,,59.853,g,,59.8527,g,,1.0,g/mL
8,N_28_3_BC,12/19/2019 4:56:49 PM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,59.944,g,,59.9439,g,,1.0,g/mL
9,N_28_5_BC,12/19/2019 5:06:58 PM,OK,Unchecked,0,,25.0,°C,,2.306,mL,,59.886,g,,59.8862,g,,1.0,g/mL
10,N_29_3_AI,12/19/2019 5:17:21 PM,OK,Unchecked,0,,25.0,°C,,2.231,mL,,59.912,g,,59.9116,g,,1.0,g/mL
11,N_29_4_AI,12/19/2019 5:27:34 PM,OK,Unchecked,0,,25.0,°C,,2.206,mL,,60.148,g,,60.1484,g,,1.0,g/mL
12,N_22_3_BC,12/19/2019 5:37:42 PM,OK,Unchecked,0,,25.0,°C,,2.192,mL,,59.892,g,,59.8918,g,,1.0,g/mL
13,N_29_2_BC,12/19/2019 5:47:50 PM,OK,Unchecked,0,,25.0,°C,,2.100,mL,,59.931,g,,59.9307,g,,1.0,g/mL
14,D_22_2_AI,12/19/2019 5:57:50 PM,OK,Unchecked,0,,25.0,°C,,2.009,mL,,59.981,g,,59.9810,g,,1.0,g/mL
15,D_22_3_AI,12/19/2019 6:07:36 PM,OK,Unchecked,0,,25.0,°C,,1.948,mL,,59.912,g,,59.9125,g,,1.0,g/mL
16,N_22_4_BC,12/19/2019 6:17:14 PM,OK,Unchecked,0,,25.0,°C,,2.206,mL,,60.177,g,,60.1772,g,,1.0,g/mL
17,D_22_5_BC,12/19/2019 6:27:25 PM,OK,Unchecked,0,,25.0,°C,,2.165,mL,,59.910,g,,59.9099,g,,1.0,g/mL
18,D_22_4_BC,12/19/2019 6:37:31 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,59.882,g,,59.8823,g,,1.0,g/mL
19,N_25_3_BC,12/19/2019 6:47:35 PM,OK,Unchecked,0,,25.0,°C,,2.148,mL,,59.898,g,,59.8983,g,,1.0,g/mL
20,N_24_3_BC,12/19/2019 6:57:41 PM,OK,Unchecked,0,,25.0,°C,,2.064,mL,,59.963,g,,59.9627,g,,1.0,g/mL
21,N_25_1_BC,12/19/2019 7:07:34 PM,OK,Unchecked,0,,25.0,°C,,2.062,mL,,59.822,g,,59.8215,g,,1.0,g/mL
22,N_23_5_BC,12/19/2019 7:17:25 PM,OK,Unchecked,0,,25.0,°C,,2.100,mL,,59.982,g,,59.9818,g,,1.0,g/mL
23,D_25_5_BC,12/19/2019 7:27:21 PM,OK,Unchecked,0,,25.0,°C,,2.156,mL,,60.349,g,,60.3489,g,,1.0,g/mL
24,N_27_3_AI,12/19/2019 7:37:26 PM,OK,Unchecked,0,,25.0,°C,,2.226,mL,,60.030,g,,60.0304,g,,1.0,g/mL
SystemInternal12/19/2019 8:44:47 PM,,,,,,,,,,,,,,,,,,1/1,,
