"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2237.31694330716,60.2772,1,2237.31694330716
"HI_201",2267.23992979466,59.9651,2,2265.94510402094
"HI_202",2241.03696747757,60.1516,3,2238.47870609917
"HI_203",2283.21580481882,60.0061,4,2279.30841895775
"HI_204",2279.54372514899,60.444,5,2274.34522178491
"HI_205",2279.71613181282,59.7774,6,2273.22121405836
"HI_206",2251.61369441588,60.1039,7,2243.92025354658
"HI_207",2269.56003807942,60.3465,8,2260.51796621456
"HI_208",2263.41234966864,60.0164,9,2253.11240723556
"HI_209",2256.64142085086,59.8494,10,2245.09521687834
"HI_210",2255.71084224464,59.7129,11,2242.89430336825
"HI_211",2263.07719762005,60.1386,12,2248.94099706706
"HI_212",2284.55147512774,59.872,13,2268.99266825968
"HI_213",2264.11853815191,60.4844,14,2247.42339294716
"HI_214",2270.95490142546,60.354,15,2252.93144982684
"HI_215",2233.27322413384,59.7857,16,2214.29356500522
"HI_123B",2256.51598099278,59.9882,17,2236.07189509477
"HI_132B",2255.02206278649,59.8399,18,2233.32688730977
"HI_133B",2262.82253201071,60.1831,19,2239.78474605133
"HI_134B",2267.57137794758,60.4216,20,2243.21645642073
"HI_139B",2264.46913251717,60.2719,21,2238.88191068082
"HI_148B",2252.16934346196,60.4379,22,2225.46377812446
"HI_149B",2255.47979983873,60.2008,23,2227.47722896037
"HI_152B",2268.12827242191,60.3573,24,2238.7052886285
"HI_157B",2254.90163512723,59.6275,25,2224.39563780871
"HI_158B",2263.33377869763,60.2099,26,2231.4558381526
"HI_159B",2267.32035165417,60.3115,27,2234.12759875833
"HI_171B",2256.87165688545,59.7799,28,2222.5804161787
"HI_172B",2221.1309119864,60.0239,29,2186.15247242756
"HI_173B",2255.23501658979,60.0322,30,2218.47177011363
"Sump_11192019",2340.49369550285,60.1194,31,2301.04717254494
