"SampleID","TA","Mass","Sample.Index"
"junk1",2486.81251420007,59.8566,1
"CRM",2241.0215125583,59.8826,2
"preCabralD5_Dil1rep1",2365.78111351457,59.7407,3
"preCabralD5_Dil1rep2",2367.84224247184,60.0052,4
"preCabralD5_Dil1rep3",2365.6670588872,60.2791,5
"preCabralD5_Dil2rep1",2379.40376435709,59.8176,6
"preCabralD5_Dil2rep2",2367.697355771,59.8673,7
"preCabralD5_Dil2rep3",2565.31091920358,59.8527,8
"preCabralD5_Dil3rep1",2375.66455295957,59.8399,9
"preCabralD5_Dil3rep2",2379.24729850868,60.0252,10
"preCabralD5_Dil3rep3",2380.57142688232,59.7736,11
"preCabralD5_Dil4rep1",2381.05829461136,59.6741,12
"preCabralD5_Dil4rep2",2374.51300313108,59.9294,13
"preCabralD5_Dil4rep3",2379.87580726554,60.4039,14
"preCabralD5_Dil5rep1",2389.1468011019,60.3803,15
"preCabralD5_Dil5rep2",2382.7751247743,59.9472,16
"preCabralD5_Dil5rep3",2389.53836356594,60.1795,17
"preCabralD5_Dil6rep1",2373.18342877592,59.6648,18
"preCabralD5_Dil6rep2",2370.87379002863,59.7538,19
"preCabralD5_Dil6rep3",2368.05462763265,60.0295,20
"preCabralD5_Dil7rep1",2382.74214398499,59.7756,21
"preCabralD5_Dil7rep2",2376.65412253897,59.6638,22
"preCabralD5_Dil7rep3",2400.43768489744,59.8597,23
"preCabralD5_Dil8rep1",2358.5158611683,59.8616,24
"preCabralD5_Dil8rep2",2377.59487572612,60.1176,25
"preCabralD5_Dil8rep3",2368.82970704127,60.3638,26
"preCabralD5_Dil9rep1",2378.34494439694,60.2294,27
"preCabralD5_Dil9rep2",2376.71406117409,59.7825,28
"preCabralD5_Dil9rep3",2377.95675689866,60.3209,29
