Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk,9/15/2020 12:30:05 PM,OK,Unchecked,0,,25.0,°C,,2.281,mL,,60.127,g,,60.1272,g,,1.0,g/mL
2,Tank1,9/15/2020 12:40:33 PM,OK,Unchecked,0,,25.0,°C,,2.274,mL,,59.708,g,,59.7080,g,,1.0,g/mL
3,Tank2,9/15/2020 12:50:52 PM,OK,Unchecked,0,,25.0,°C,,2.298,mL,,59.788,g,,59.7878,g,,1.0,g/mL
4,Tank3,9/15/2020 1:01:13 PM,OK,Unchecked,0,,25.0,°C,,2.313,mL,,59.998,g,,59.9977,g,,1.0,g/mL
5,Tank4,9/15/2020 1:11:36 PM,OK,Unchecked,0,,25.0,°C,,2.319,mL,,60.105,g,,60.1054,g,,1.0,g/mL
6,Tank5,9/15/2020 1:22:03 PM,OK,Unchecked,0,,25.0,°C,,2.326,mL,,59.977,g,,59.9774,g,,1.0,g/mL
7,Tank6,9/15/2020 1:32:28 PM,OK,Unchecked,0,,25.0,°C,,2.320,mL,,59.870,g,,59.8703,g,,1.0,g/mL
8,Tank7,9/15/2020 1:42:52 PM,OK,Unchecked,0,,25.0,°C,,2.339,mL,,60.166,g,,60.1663,g,,1.0,g/mL
9,Tank8,9/15/2020 1:53:19 PM,OK,Unchecked,0,,25.0,°C,,2.347,mL,,60.403,g,,60.4034,g,,1.0,g/mL
10,Tank9,9/15/2020 2:03:47 PM,OK,Unchecked,0,,25.0,°C,,2.344,mL,,60.196,g,,60.1959,g,,1.0,g/mL
11,Tank10,9/15/2020 2:14:17 PM,OK,Unchecked,0,,25.0,°C,,2.344,mL,,60.084,g,,60.0843,g,,1.0,g/mL
12,Tank11,9/15/2020 2:24:44 PM,OK,Unchecked,0,,25.0,°C,,2.355,mL,,60.258,g,,60.2576,g,,1.0,g/mL
13,Tank12,9/15/2020 2:35:14 PM,OK,Unchecked,0,,25.0,°C,,2.335,mL,,59.782,g,,59.7824,g,,1.0,g/mL
14,Tank13,9/15/2020 2:45:41 PM,OK,Unchecked,0,,25.0,°C,,2.340,mL,,60.028,g,,60.0284,g,,1.0,g/mL
15,Tank14,9/15/2020 2:56:09 PM,OK,Unchecked,0,,25.0,°C,,2.352,mL,,60.250,g,,60.2503,g,,1.0,g/mL
16,Tank15,9/15/2020 3:06:38 PM,OK,Unchecked,0,,25.0,°C,,2.394,mL,,60.215,g,,60.2147,g,,1.0,g/mL
17,Tank16,9/15/2020 3:17:11 PM,OK,Unchecked,0,,25.0,°C,,2.362,mL,,60.431,g,,60.4307,g,,1.0,g/mL
18,Tank17,9/15/2020 3:27:40 PM,OK,Unchecked,0,,25.0,°C,,2.344,mL,,59.883,g,,59.8834,g,,1.0,g/mL
19,Tank18,9/15/2020 3:38:07 PM,OK,Unchecked,0,,25.0,°C,,2.350,mL,,59.870,g,,59.8701,g,,1.0,g/mL
20,Tank19,9/15/2020 3:48:36 PM,OK,Unchecked,0,,25.0,°C,,2.368,mL,,60.300,g,,60.2998,g,,1.0,g/mL
21,Tank20,9/15/2020 3:59:06 PM,OK,Unchecked,0,,25.0,°C,,2.346,mL,,59.797,g,,59.7971,g,,1.0,g/mL
22,Sump,9/15/2020 4:09:33 PM,OK,Unchecked,0,,25.0,°C,,2.366,mL,,60.272,g,,60.2717,g,,1.0,g/mL
23,Initial_09042020,9/15/2020 4:20:03 PM,OK,Unchecked,0,,25.0,°C,,2.266,mL,,60.281,g,,60.2813,g,,1.0,g/mL
9/15/2020 4:47:49 PMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
