"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2624.0360580174,60.1272,1,2624.0360580174
"Tank1",2598.40022212956,59.708,2,2596.91626997528
"Tank2",2600.19746857928,59.7878,3,2597.22920662885
"Tank3",2594.75209054238,59.9977,4,2590.31155644562
"Tank4",2597.99186114495,60.1054,5,2592.06713626206
"Tank5",2598.28371490906,59.9774,6,2590.88119720277
"Tank6",2595.45412736626,59.8703,7,2586.58583308141
"Tank7",2593.93451337577,60.1663,8,2583.60011292407
"Tank8",2591.8774138092,60.4034,9,2580.08274981007
"Tank9",2598.88544476527,60.1959,10,2585.58813435999
"Tank10",2599.97860504892,60.0843,11,2585.20599933841
"Tank11",2599.16778547349,60.2576,12,2582.93221157218
"Tank12",2599.68774749741,59.7824,13,2581.98272311036
"Tank13",2601.28326588418,60.0284,14,2582.10193720778
"Tank14",2594.99570550925,60.2503,15,2574.40050149727
"Tank15",2669.26897834706,60.2147,16,2646.58397286535
"Tank16",2605.10127933448,60.4307,17,2581.49900273801
"Tank17",2597.67833644659,59.8834,18,2572.68652449436
"Tank18",2601.88542591651,59.8701,19,2575.39564216849
"Tank19",2599.10670220006,60.2998,20,2571.1909151216
"Tank20",2593.72631673022,59.7971,21,2564.41867473327
"Sump",2598.68509974113,60.2717,22,2567.87065191811
"Initial_09042020",2443.71298192972,60.2813,23,2413.37343023533
