Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,5/14/2026 10:37:21 AM,OK,Unchecked,0,,25.0,°C,,2.312,mL,,59.807,g,,59.8068,g,1.0,g/mL,
2,junk2,5/14/2026 10:47:52 AM,OK,Unchecked,0,,25.0,°C,,2.349,mL,,60.212,g,,60.2121,g,1.0,g/mL,
3,S1,5/14/2026 10:58:36 AM,OK,Unchecked,0,,25.0,°C,,2.308,mL,,59.987,g,,59.9873,g,1.0,g/mL,
4,S2,5/14/2026 11:09:16 AM,OK,Unchecked,0,,25.0,°C,,2.176,mL,,60.282,g,,60.2816,g,1.0,g/mL,
5,S3,5/14/2026 11:19:35 AM,OK,Unchecked,0,,25.0,°C,,2.176,mL,,60.246,g,,60.2464,g,1.0,g/mL,
6,S4,5/14/2026 11:29:47 AM,OK,Unchecked,0,,25.0,°C,,2.170,mL,,60.020,g,,60.0197,g,1.0,g/mL,
7,S5,5/14/2026 11:40:00 AM,OK,Unchecked,0,,25.0,°C,,2.209,mL,,59.636,g,,59.6364,g,1.0,g/mL,
8,S6,5/14/2026 11:50:17 AM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,59.844,g,,59.8436,g,1.0,g/mL,
9,T1,5/14/2026 12:00:23 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.677,g,,59.6766,g,1.0,g/mL,
10,T2,5/14/2026 12:10:26 PM,OK,Unchecked,0,,25.0,°C,,2.233,mL,,60.055,g,,60.0552,g,1.0,g/mL,
11,T3,5/14/2026 12:20:45 PM,OK,Unchecked,0,,25.0,°C,,2.131,mL,,59.776,g,,59.7764,g,1.0,g/mL,
12,T4,5/14/2026 12:30:52 PM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,60.170,g,,60.1700,g,1.0,g/mL,
13,T5,5/14/2026 12:41:03 PM,OK,Unchecked,0,,25.0,°C,,2.142,mL,,60.283,g,,60.2829,g,1.0,g/mL,
14,T6,5/14/2026 12:51:14 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.766,g,,59.7662,g,1.0,g/mL,
15,T7,5/14/2026 1:01:17 PM,OK,Unchecked,0,,25.0,°C,,2.146,mL,,59.867,g,,59.8666,g,1.0,g/mL,
16,T8,5/14/2026 1:11:27 PM,OK,Unchecked,0,,25.0,°C,,2.152,mL,,60.117,g,,60.1167,g,1.0,g/mL,
17,T9,5/14/2026 1:21:32 PM,OK,Unchecked,0,,25.0,°C,,2.148,mL,,60.197,g,,60.1970,g,1.0,g/mL,
18,T10,5/14/2026 1:31:41 PM,OK,Unchecked,0,,25.0,°C,,2.151,mL,,60.007,g,,60.0067,g,1.0,g/mL,
19,T11,5/14/2026 1:41:44 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,60.187,g,,60.1871,g,1.0,g/mL,
20,T12,5/14/2026 1:51:51 PM,OK,Unchecked,0,,25.0,°C,,2.148,mL,,60.092,g,,60.0922,g,1.0,g/mL,
21,T13,5/14/2026 2:02:03 PM,OK,Unchecked,0,,25.0,°C,,2.142,mL,,59.949,g,,59.9491,g,1.0,g/mL,
22,T14,5/14/2026 2:12:15 PM,OK,Unchecked,0,,25.0,°C,,2.133,mL,,59.762,g,,59.7623,g,1.0,g/mL,
23,T15,5/14/2026 2:22:20 PM,OK,Unchecked,0,,25.0,°C,,2.178,mL,,60.469,g,,60.4694,g,1.0,g/mL,
24,T16,5/14/2026 2:32:28 PM,OK,Unchecked,0,,25.0,°C,,2.142,mL,,59.915,g,,59.9152,g,1.0,g/mL,
25,T17,5/14/2026 2:42:35 PM,OK,Unchecked,0,,25.0,°C,,2.176,mL,,60.186,g,,60.1863,g,1.0,g/mL,
26,T18,5/14/2026 2:52:49 PM,OK,Unchecked,0,,25.0,°C,,2.049,mL,,59.821,g,,59.8213,g,1.0,g/mL,
27,T19,5/14/2026 3:02:42 PM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,60.166,g,,60.1664,g,1.0,g/mL,
28,T20,5/14/2026 3:12:50 PM,OK,Unchecked,0,,25.0,°C,,2.151,mL,,59.898,g,,59.8984,g,1.0,g/mL,
29,T21,5/14/2026 3:22:56 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,60.044,g,,60.0444,g,1.0,g/mL,
30,T22,5/14/2026 3:33:01 PM,OK,Unchecked,0,,25.0,°C,,2.152,mL,,59.882,g,,59.8817,g,1.0,g/mL,
31,T23,5/14/2026 3:43:07 PM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,60.208,g,,60.2077,g,1.0,g/mL,
32,T24,5/14/2026 3:53:14 PM,OK,Unchecked,0,,25.0,°C,,2.157,mL,,60.208,g,,60.2079,g,1.0,g/mL,
SystemInternal5/14/2026 4:13:57 PM,,,,,,,,,,,,,,,,,,,,1/1
