"SampleID","TA","Mass","Sample.Index"
"junk1",2011.39580751025,59.8394,1
"junk2",1962.847989177,60.1775,2
"junk3",1953.05407881894,60.4777,3
"crm",2221.10221298631,60.2047,4
"T19_initial_1",1921.57587198335,59.8079,5
"T19_initial_2",1927.55795509916,60.2752,6
"T19_initial_3",1925.24485254322,60.1074,7
"T19_Blank",1917.05032462973,59.5599,8
"T19_M103",1921.30824235569,59.7171,9
"T19_M104",1920.518643841,60.0159,10
"T19_M106",1927.20468645098,59.7363,11
"T19_M107",1910.67364908726,59.6228,12
"T19_M108",1914.65773715766,60.0022,13
"T19_N10",1934.00991995379,60.4293,14
"T19_N20",1921.59557774306,59.8575,15
"T19_N48",1933.88626093417,60.2208,16
"T19_N96",1913.77378495532,60.4298,17
"T2_initial_1",1955.08792808806,59.8653,18
"T2_initial_2",1953.45604677281,59.9418,19
"T2_initiaL_3",1954.50362895369,60.0035,20
"T2_Blank",1959.72844427994,60.327,21
"T2_M07",1929.70313786168,59.9069,22
"T2_M08",1960.17746202532,60.3461,23
"T2_M09",1947.16247778334,60.0682,24
"T2_M10",1959.40340614633,60.4062,25
"T2_M11",1958.65590022116,60.2395,26
"T2_N34",1928.79249329368,59.7742,27
"T2_N46",1947.51903345957,60.3977,28
"T2_N68",1924.63350797489,59.8791,29
"T2_N74",1921.3165524046,59.8725,30
