"SampleID","TA","Mass","Sample.Index"
"junk1",2347.66087507305,60.3086,1
"junk2",2407.68235053318,59.7877,2
"1_dawn",2374.83855306863,59.7348,3
"2_dawn",2370.61904295649,60.4322,4
"3_dawn",2372.22598977066,60.089,5
"4_dawn",2371.10559365168,60.1325,6
"5_dawn",2289.21197182215,60.2412,7
"5b_dawn",2295.57307529438,59.8853,8
"5c_dawn",2307.26460520575,60.2358,9
"6_dawn",2358.40495795334,59.781,10
"7_dawn",2364.28627819495,59.5408,11
"8_dawn",2364.35650313091,60.4736,12
"9_dawn",2367.83765094443,60.4671,13
"10_dawn",2361.57819965874,60.2783,14
"11_dawn",2363.31361159913,60.478,15
"12_dawn",2373.09692881687,60.4153,16
"1_dusk",2369.8556894022,59.9403,17
"2_dusk",2371.35809716221,60.0937,18
"3_dusk",2376.69043280588,60.1307,19
"4_dusk",2365.83156690449,60.0548,20
"5_dusk",2334.6684802613,59.6806,21
"5h_dusk",2285.86766766153,60.2409,22
"5i_dusk",2326.75435301625,59.7937,23
"6_dusk",2362.64447329201,59.986,24
"7_dusk",2365.28403315068,60.3969,25
"8_dusk",2361.74717423265,60.48,26
"9_dusk",2374.00881044367,59.6937,27
"10_dusk",2362.55735326185,60.1281,28
"11_dusk",2366.04223021947,59.6924,29
"12_dusk",2346.14300923871,59.9049,30
"13_dusk",2370.21323678521,59.8427,31
