"SampleID","TA","Mass","Sample.Index"
"junk1",2299.32393665455,60.1515,1
"junk2",2283.00452628452,60.1514,2
"junk3",2282.82428066075,60.0926,3
"20260222_sb_p16_t1",2181.38833407928,60.1217,4
"20260222_sb_p17_t1",2170.11708651459,60.0785,5
"20260222_sb_p18_t1",2154.88510171121,60.404,6
"20260222_sb_p19_t1",2117.39736771879,60.1232,7
"20260222_sb_p20_t1",2194.3212236156,60.0193,8
"20260222_sb_p21_t1",2149.88518071804,60.2088,9
"20260222_sb_p31_t1",2220.15026257561,60.065,10
"20260222_sb_ocn_t1",2291.61325311434,60.2706,11
"20260222_sb_p16_t2",2308.02247820491,60.0986,12
"20260222_sb_p17_t2",1957.32791920303,60.2276,13
"20260222_sb_p18_t2",2046.61273756373,60.0987,14
"20260222_sb_p19_t2",2015.83043693497,60.0364,15
"20260222_sb_p20_t2",2115.60438071432,60.1307,16
"20260222_sb_p21_t2",2060.34192386114,60.0713,17
"20260222_sb_p31_t2",2170.83350189265,60.0328,18
"20260222_sb_ocn_t2",2278.70702751917,60.1776,19
"20260222_sb_p16_t3",2114.13873999812,60.1405,20
"20260222_sb_p17_t3",1759.3815985141,60.0694,21
"20260222_sb_p18_t3",1951.32435570194,60.1188,22
"20260222_sb_p19_t3",1903.57278825908,60.0106,23
"20260222_sb_p20_t3",2056.89979096497,60.2012,24
"20260222_sb_p21_t3",1964.54594586063,60.1427,25
"20260222_sb_p31_t3",2119.65494993346,60.2474,26
"20260222_sb_ocn_t3",2284.99071730506,60.0968,27
