Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,2/24/2026 11:20:50 AM,OK,Unchecked,0,,25.0,°C,,2.304,mL,,60.314,g,,60.3142,g,1.0,g/mL,
2,junk2,2/24/2026 11:31:20 AM,OK,Unchecked,0,,25.0,°C,,2.291,mL,,60.098,g,,60.0981,g,1.0,g/mL,
3,junk3,2/24/2026 11:41:45 AM,OK,Unchecked,0,,25.0,°C,,2.302,mL,,60.262,g,,60.2616,g,1.0,g/mL,
4,20260222_sb_p22_t1,2/24/2026 11:52:12 AM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,60.201,g,,60.2008,g,1.0,g/mL,
5,20260222_sb_p32_t1,2/24/2026 12:02:23 PM,OK,Unchecked,0,,25.0,°C,,2.241,mL,,60.253,g,,60.2534,g,1.0,g/mL,
6,20260222_sb_p23_t1,2/24/2026 12:12:39 PM,OK,Unchecked,0,,25.0,°C,,2.232,mL,,60.043,g,,60.0428,g,1.0,g/mL,
7,20260222_sb_p25_t1,2/24/2026 12:22:55 PM,OK,Unchecked,0,,25.0,°C,,2.233,mL,,60.209,g,,60.2091,g,1.0,g/mL,
8,20260222_sb_p26_t1,2/24/2026 12:33:10 PM,OK,Unchecked,0,,25.0,°C,,2.246,mL,,60.187,g,,60.1869,g,1.0,g/mL,
9,20260222_sb_p29_t1,2/24/2026 12:43:26 PM,OK,Unchecked,0,,25.0,°C,,2.212,mL,,60.107,g,,60.1070,g,1.0,g/mL,
10,20260222_sb_p28_t1,2/24/2026 12:53:33 PM,OK,Unchecked,0,,25.0,°C,,2.232,mL,,60.043,g,,60.0431,g,1.0,g/mL,
11,20260222_sb_p22_t2,2/24/2026 1:03:48 PM,OK,Unchecked,0,,25.0,°C,,2.149,mL,,60.200,g,,60.2002,g,1.0,g/mL,
12,20260222_sb_p32_t2,2/24/2026 1:13:51 PM,OK,Unchecked,0,,25.0,°C,,2.178,mL,,60.153,g,,60.1533,g,1.0,g/mL,
13,20260222_sb_p23_t2,2/24/2026 1:23:59 PM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,60.027,g,,60.0266,g,1.0,g/mL,
14,20260222_sb_p25_t2,2/24/2026 1:34:06 PM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,60.051,g,,60.0509,g,1.0,g/mL,
15,20260222_sb_p26_t2,2/24/2026 1:44:11 PM,OK,Unchecked,0,,25.0,°C,,2.198,mL,,60.146,g,,60.1462,g,1.0,g/mL,
16,20260222_sb_p29_t2,2/24/2026 1:54:23 PM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,60.126,g,,60.1259,g,1.0,g/mL,
17,20260222_sb_p28_t2,2/24/2026 2:04:30 PM,OK,Unchecked,0,,25.0,°C,,2.165,mL,,60.209,g,,60.2091,g,1.0,g/mL,
18,20260222_sb_p22_t3,2/24/2026 2:14:37 PM,OK,Unchecked,0,,25.0,°C,,2.079,mL,,60.242,g,,60.2418,g,1.0,g/mL,
19,20260222_sb_p32_t3,2/24/2026 2:24:34 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,60.149,g,,60.1491,g,1.0,g/mL,
20,20260222_sb_p23_t3,2/24/2026 2:34:37 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,60.132,g,,60.1320,g,1.0,g/mL,
21,20260222_sb_p25_t3,2/24/2026 2:44:40 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,60.182,g,,60.1817,g,1.0,g/mL,
22,20260222_sb_p26_t3,2/24/2026 2:54:42 PM,OK,Unchecked,0,,25.0,°C,,2.161,mL,,60.272,g,,60.2725,g,1.0,g/mL,
23,20260222_sb_p29_t3,2/24/2026 3:04:51 PM,OK,Unchecked,0,,25.0,°C,,2.102,mL,,60.345,g,,60.3447,g,1.0,g/mL,
24,20260222_sb_p28_t3,2/24/2026 3:14:52 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,60.288,g,,60.2877,g,1.0,g/mL,
SystemInternal2/24/2026 3:25:42 PM,,,,,,,,,,,,,,,,,,,,1/1
