SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2161.920077,60.3909,1,2161.920077
junk2,2104.476133,60.2135,2,2103.274262
junk3,2104.955159,60.0609,3,2102.552242
crm1,2238.892446,59.8535,4,2235.060913
crm2,2231.461981,59.8109,5,2226.373128
