"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2145.35091656905,59.9622,1,2145.35091656905
"junk2",2103.60300503749,59.6947,2,2102.40163267596
"junk3",2106.55355324543,60.2574,3,2104.14881174629
"VRC_A_20220326",2352.31903183101,60.1333,4,2348.29338602639
"VRC_B_20220327",2343.33356437635,59.7053,5,2337.9895881748
"VRC_C_20220327",2352.76634063801,60.0243,6,2346.0633026305
"VRC_D_20220327",2342.51438367928,59.6033,7,2334.51034819974
"VRC_G_20220328",2361.6818179485,59.9553,8,2352.27272704034
"VRC_H_20220328",2367.10066817696,59.8802,9,2356.32887901574
"VRC_J_20220329",2370.68075848225,60.3397,10,2358.5510672791
"VRC_K_20220329",2368.01164813464,59.5483,11,2354.55703649752
"VRC_L_20220329",2375.95966226428,60.2909,12,2361.11834694066
"VRC_M_20220329",2362.93494527835,59.6449,13,2346.84231227986
"VRC_N_20220330",2366.74617795489,60.3099,14,2349.29427760696
"VRC_O_20220330",2365.61666030805,60.4623,15,2346.84192490877
"VRC_P_20220331",2374.67497199863,59.6582,16,2354.49359829893
"CRC_A_20220329",2373.15338611363,59.6376,17,2351.65256268338
"CRC_C_20220330",2361.38775665008,60.4023,18,2338.66925531275
"CRC_D_20220330",2381.91387595527,60.1911,19,2357.66362156206
"CRC_E_20220330",2378.70077017295,59.7935,20,2353.15225992237
"CRC_F_20220330",NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
