SampleID,TA,Mass,Sample.Index,TA_evap
junk,2376.01389,59.8207,1,2376.01389
N_26_4_BC,2356.374134,59.9161,2,2355.028404
N_22_3_AI,2377.160523,60.1637,3,2374.44687
N_24_2_BC,2012.44918,59.8383,4,2009.005171
N_25_2_BC,2080.175735,59.8684,5,2075.431891
D_26_4_BC,2218.877498,59.9484,6,2212.55591
N_24_4_BC,2063.051748,59.8803,7,2056.002596
N_22_5_BC,2375.943343,59.9868,8,2366.477433
D_22_4_AI,1790.517658,60.0128,9,1782.369683
N_18_3_BC,2110.668107,60.0227,10,2099.868782
N_18_2_BC,2100.286582,60.1101,11,2088.353136
N_19_4_AI,2265.114941,60.1954,12,2250.966012
N_21_2_BC,2216.561599,60.2127,13,2201.465833
N_21_3_AI,2365.741696,60.0217,14,2348.297203
N_20_1_BC,2195.583531,59.9652,15,2178.158264
N_20_2_AI,2294.079424,59.8744,16,2274.582998
N_20_4_AI,2266.736842,60.0196,17,2246.200155
N_20_3_AI,2299.001051,59.9919,18,2276.882761
N_21_4_AI,2354.164436,59.9818,19,2330.196698
D_21_5_BC,2042.707134,60.0963,20,2020.767374
N_26_4_AI,2286.361898,60.0772,21,2260.527301
