"SampleID","TA","Mass","Sample.Index"
"CRM1",2238.3013488962,60.044,1
"CRM2",2217.51632879701,60.0744,2
"CRM3",2219.69009360892,60.1674,3
"CRM4",2225.21466328611,60.0134,4
"CRM5",2221.42463942587,60.0507,5
"CRM6",2227.6089961645,60.0468,6
