"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2330.81622173723,60.3563,1,2330.81622173723
"Junk2",2255.73259131078,60.2732,2,2254.4443374037
"Sump",2227.44502184134,60.0657,3,2224.90227638262
"Tank1",2225.20648043547,60.1658,4,2221.39836894585
"Tank2",2220.78428298707,59.9194,5,2215.71978063134
"Tank3",2226.37207104696,59.7197,6,2220.02913067361
"Tank4",2225.74750492913,59.7197,7,2218.1424451173
"Tank7",2222.08557283552,60.3927,8,2213.23264226645
"Tank8",2239.96798221314,60.2345,9,2229.77472632139
"Tank9",2221.97117362015,60.272,10,2210.60236147542
"Tank10",2222.78163020025,59.8344,11,2210.15218911957
"Tank11",2220.98365605154,59.8964,12,2207.11039073832
"Tank12",2228.47532906388,59.987,13,2213.29842557423
"Tank13",2221.63091679956,60.3546,14,2205.2490665906
"Tank14",2223.04167013316,60.1011,15,2205.39848227496
"Tank15",2226.60693811696,60.1766,16,2207.68393297715
"Tank16",2224.45155315313,60.0578,17,2204.29797169761
"Tank17",2222.78817287257,60.1995,18,2201.40311405036
"Tank18",2223.37385195805,59.9853,19,2200.73769283178
"Tank19",2225.83813719776,60.0431,20,2201.93145285251
"Tank20",2226.34345540764,60.2622,21,2201.18703218269
