"SampleID","TA","Mass","Sample.Index","TA_evap"
"j1",2267.86907507127,59.6389,1,2267.86907507127
"j2",2257.4067496142,59.7414,2,2256.11753959158
"crm",2238.47253951719,60.0569,3,2235.91720556797
