"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2146.98793072027,60.4032,1,2146.98793072027
"Junk2",2113.97748781346,60.0346,2,2112.77019056171
"Junk3",2112.59835037791,60.4856,3,2110.18670842542
"CRC_F",2386.83757778202,59.9936,4,2382.75285859585
"CRC_G",2375.9603355035,60.3617,5,2370.5419538946
"CRC_H",2368.5710551678,59.7542,6,2361.82298948356
"CPIT_Bottom",2340.42880004067,60.316,7,2332.43189070112
"CPIT_Bottom_B",2348.25199693934,60.3379,8,2338.89641129416
"CPIT_Bottom_C",2358.12373834296,60.0439,9,2347.39279982946
"CPIT_Bottom_D",2374.69012461925,59.589,10,2362.53991931989
"CPIT_F",2352.69375327635,59.5245,11,2339.32617513273
"CPIT_G",2369.46511110628,60.3476,12,2354.66436367745
"CPIT_H",2341.32510539595,59.5672,13,2325.37964497327
"CPIT_I",2363.42326152082,59.7572,14,2345.99586367636
"CPIT_J",2366.017264759,60.2602,15,2347.23934995932
"CPIT_A",2257.82714423926,60.0349,16,2238.63881156867
"CPIT_B",2310.958072673,59.9858,17,2290.02074019125
"CPIT_C",2302.56745978093,60.4367,18,2280.4148583003
"CPIT_D",2318.59398266654,59.9787,19,2294.98838782039
"CPIT_E",2223.42097998239,60.4691,20,2199.54025719005
