Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk1,12/15/2022 5:59:25 PM,OK,Unchecked,0,,25.0,°C,,2.462,mL,,59.795,g,,59.7946,g,,1.0,g/mL
2,Junk2,12/15/2022 6:10:16 PM,OK,Unchecked,0,,25.0,°C,,2.460,mL,,60.009,g,,60.0090,g,,1.0,g/mL
3,Junk3,12/15/2022 6:20:55 PM,OK,Unchecked,0,,25.0,°C,,2.450,mL,,60.054,g,,60.0541,g,,1.0,g/mL
4,CRM,12/15/2022 6:31:34 PM,OK,Unchecked,0,,25.0,°C,,2.428,mL,,60.099,g,,60.0988,g,,1.0,g/mL
5,A4_D_CH5_C30,12/15/2022 6:42:11 PM,OK,Unchecked,0,,25.0,°C,,2.484,mL,,59.694,g,,59.6936,g,,1.0,g/mL
6,A4_D_CH6_C29,12/15/2022 6:52:58 PM,OK,Unchecked,0,,25.0,°C,,2.477,mL,,59.701,g,,59.7009,g,,1.0,g/mL
7,A4_D_CH9_C31,12/15/2022 7:03:41 PM,OK,Unchecked,0,,25.0,°C,,2.462,mL,,60.252,g,,60.2524,g,,1.0,g/mL
8,A4_CH9_L_C31,12/15/2022 7:14:22 PM,OK,Unchecked,0,,25.0,°C,,2.458,mL,,60.266,g,,60.2662,g,,1.0,g/mL
9,A4_CH10_L_C33,12/15/2022 7:25:03 PM,OK,Unchecked,0,,25.0,°C,,2.464,mL,,60.307,g,,60.3066,g,,1.0,g/mL
10,A4_CH5_L_C30,12/15/2022 7:35:45 PM,OK,Unchecked,0,,25.0,°C,,2.445,mL,,60.024,g,,60.0244,g,,1.0,g/mL
