Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.9905,123,73.6,0.0085,21.5,,
0.9990,124,74.5,0.0075,21.5,,
1.0070,125,75.7,0.0075,21.5,,
1.0155,126,76.8,0.0075,21.5,,
1.0240,127,77.7,0.0075,21.5,,
1.0315,128,78.7,0.0075,21.5,,
1.0400,129,79.7,0.0085,21.5,,
1.0485,130,80.9,0.0075,21.5,,
1.0570,131,82.0,0.0075,21.5,,
1.0655,132,82.9,0.0075,21.5,,
1.0735,133,84.2,0.0075,21.5,,
1.0810,134,85.2,0.0075,21.5,,
1.0895,135,86.5,0.0085,21.5,,
1.0980,136,87.6,0.0085,21.5,,
1.1065,137,88.6,0.0075,21.5,,
1.1150,138,90.0,0.0075,21.5,,
1.1235,139,91.2,0.0075,21.5,,
1.1310,140,92.3,0.0075,21.5,,
1.1395,141,93.6,0.0085,21.5,,
1.1475,142,94.9,0.0075,21.5,,
1.1560,143,96.5,0.0075,21.5,,
1.1645,144,97.9,0.0075,21.5,,
1.1730,145,99.3,0.0075,21.5,,
1.1805,146,100.8,0.0075,21.5,,
1.1890,147,102.2,0.0085,21.5,,
1.1975,148,104.0,0.0075,21.5,,
1.2060,149,105.5,0.0075,21.5,,
1.2140,150,107.2,0.0075,21.5,,
1.2225,151,109.1,0.0075,21.5,,
1.2300,152,110.9,0.0075,21.5,,
1.2385,153,113.0,0.0085,21.5,,
1.2470,154,115.0,0.0075,21.5,,
1.2555,155,117.2,0.0075,21.5,,
1.2640,156,119.8,0.0075,21.5,,
1.2725,157,122.4,0.0075,21.5,,
1.2800,158,124.5,0.0075,21.5,,
1.2880,159,127.4,0.0080,21.5,,
1.2965,160,130.3,0.0075,21.5,,
1.3050,161,133.9,0.0075,21.5,,
1.3135,162,137.4,0.0075,21.5,,
1.3220,163,141.0,0.0075,21.5,,
1.3295,164,144.4,0.0075,21.5,,
1.3380,165,148.5,0.0085,21.5,,
1.3465,166,152.5,0.0075,21.5,,
1.3545,167,156.6,0.0075,21.5,,
1.3630,168,160.3,0.0075,21.5,,
1.3715,169,164.2,0.0075,21.5,,
1.3790,170,167.3,0.0075,21.5,,
1.3875,171,170.8,0.0085,21.5,,
1.3960,172,173.7,0.0085,21.5,,
1.4045,173,176.6,0.0075,21.5,,
1.4125,174,179.4,0.0075,21.5,,
1.4210,175,181.8,0.0075,21.5,,
1.4285,176,183.8,0.0075,21.5,,
1.4355,177,185.0,0.0085,21.5,,
1.4355,417,189.3,0.0000,21.5,,
1.4360,418,189.5,0.0005,21.5,,
1.4375,419,189.3,0.0015,21.5,,
1.4400,420,189.5,0.0030,21.5,,
1.4440,421,189.9,0.0040,21.5,,
1.4500,422,190.5,0.0060,21.5,,
1.4585,423,191.5,0.0085,21.5,,
1.4660,424,192.6,0.0085,21.5,,
1.4745,425,194.3,0.0095,21.5,,
1.4830,426,195.9,0.0095,21.5,,
1.4915,427,197.1,0.0085,21.5,,
1.4995,428,198.2,0.0080,21.5,,
1.5080,429,199.6,0.0085,21.5,,
1.5155,430,200.7,0.0085,21.5,,
1.5240,431,201.9,0.0095,21.5,,
1.5325,432,202.8,0.0095,21.5,,
1.5410,433,203.9,0.0085,21.5,,
1.5495,434,205.0,0.0085,21.5,,
1.5575,435,205.8,0.0080,21.5,,
1.5655,436,206.7,0.0090,21.5,,
1.5735,437,207.5,0.0090,21.5,,
1.5820,438,208.6,0.0095,21.5,,
1.5905,439,209.6,0.0085,21.5,,
1.5990,440,210.3,0.0085,21.5,,
1.6075,441,211.0,0.0085,21.5,,
1.6150,442,211.7,0.0085,21.5,,
1.6235,443,212.4,0.0095,21.5,,
1.6315,444,213.2,0.0090,21.5,,
1.6400,445,213.8,0.0085,21.5,,
1.6485,446,214.6,0.0085,21.5,,
1.6570,447,215.3,0.0085,21.5,,
1.6645,448,215.9,0.0085,21.5,,
1.6730,449,216.6,0.0095,21.5,,
1.6815,450,217.0,0.0095,21.5,,
1.6900,451,217.7,0.0085,21.5,,
1.6980,452,218.3,0.0080,21.5,,
1.7065,453,218.8,0.0085,21.5,,
1.7140,454,219.4,0.0085,21.5,,
1.7225,455,220.0,0.0095,21.5,,
1.7310,456,220.6,0.0095,21.5,,
1.7395,457,221.2,0.0085,21.5,,
1.7475,458,221.8,0.0080,21.5,,
1.7560,459,222.1,0.0085,21.5,,
1.7645,460,222.5,0.0095,21.5,,
1.7720,461,223.1,0.0085,21.5,,
1.7805,462,223.7,0.0095,21.5,,
1.7890,463,224.1,0.0085,21.5,,
1.7975,464,224.5,0.0085,21.5,,
1.8055,465,225.1,0.0080,21.5,,
1.8140,466,225.4,0.0095,21.5,,
1.8215,467,225.9,0.0085,21.5,,
1.8300,468,226.1,0.0095,21.5,,
1.8385,469,226.7,0.0085,21.5,,
1.8470,470,227.1,0.0085,21.5,,
1.8555,471,227.5,0.0085,21.5,,
1.8640,472,227.7,0.0085,21.5,,
1.8715,473,228.1,0.0085,21.5,,
1.8795,474,228.7,0.0090,21.5,,
1.8880,475,229.2,0.0095,21.5,,
1.8965,476,229.6,0.0085,21.5,,
1.9050,477,229.8,0.0085,21.5,,
1.9135,478,230.3,0.0085,21.5,,
1.9210,479,230.5,0.0085,21.5,,
1.9295,480,231.0,0.0095,21.5,,
1.9375,481,231.4,0.0090,21.5,,
1.9460,482,231.6,0.0085,21.5,,
1.9545,483,232.0,0.0085,21.5,,
1.9630,484,232.4,0.0085,21.5,,
1.9715,485,232.6,0.0085,21.5,,
1.9790,486,232.9,0.0085,21.5,,
1.9875,487,233.1,0.0095,21.5,,
1.9955,488,233.5,0.0090,21.5,,
2.0030,489,233.9,0.0075,21.5,,
2.0090,490,234.0,0.0060,21.5,,
2.0100,491,234.2,0.0010,21.5,,
2.0105,492,234.3,0.0005,21.5,,
2.0115,493,234.4,0.0010,21.5,,
2.0125,494,234.6,0.0010,21.5,,
2.0130,495,234.5,0.0005,21.5,,
2.0145,496,234.5,0.0015,21.5,,
2.0150,497,234.6,0.0005,21.5,,
2.0165,498,234.8,0.0015,21.5,,
2.0185,499,234.8,0.0020,21.5,,
2.0215,500,234.7,0.0035,21.5,,
2.023750,,235.0,,,EP,
2.0245,501,235.1,0.0035,21.5,,
SystemInternal9/2/2026 4:09:08 PM,,,,,,1/1
