Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.5445,69,36.8,0.0085,21.2,,
0.5525,70,37.8,0.0075,21.2,,
0.5610,71,38.8,0.0075,21.2,,
0.5695,72,39.6,0.0075,21.2,,
0.5780,73,40.4,0.0085,21.2,,
0.5855,74,41.2,0.0075,21.2,,
0.5940,75,42.1,0.0085,21.2,,
0.6025,76,43.2,0.0075,21.2,,
0.6110,77,44.0,0.0075,21.2,,
0.6190,78,44.9,0.0075,21.2,,
0.6275,79,45.6,0.0085,21.2,,
0.6350,80,46.5,0.0075,21.2,,
0.6435,81,47.5,0.0085,21.2,,
0.6520,82,48.3,0.0075,21.2,,
0.6605,83,49.2,0.0075,21.2,,
0.6690,84,50.2,0.0075,21.2,,
0.6770,85,51.1,0.0075,21.2,,
0.6850,86,52.0,0.0075,21.2,,
0.6930,87,52.7,0.0080,21.2,,
0.7015,88,53.6,0.0075,21.2,,
0.7100,89,54.5,0.0075,21.2,,
0.7185,90,55.4,0.0075,21.2,,
0.7270,91,56.2,0.0075,21.2,,
0.7345,92,57.1,0.0075,21.2,,
0.7430,93,57.9,0.0085,21.2,,
0.7510,94,58.9,0.0075,21.2,,
0.7595,95,59.9,0.0075,21.2,,
0.7680,96,60.7,0.0075,21.2,,
0.7765,97,61.6,0.0075,21.2,,
0.7840,98,62.4,0.0075,21.2,,
0.7925,99,63.4,0.0085,21.2,,
0.8010,100,64.2,0.0075,21.2,,
0.8095,101,65.0,0.0075,21.2,,
0.8175,102,66.1,0.0075,21.2,,
0.8260,103,67.0,0.0075,21.2,,
0.8335,104,67.8,0.0075,21.2,,
0.8420,105,68.7,0.0085,21.2,,
0.8505,106,69.7,0.0075,21.2,,
0.8590,107,70.6,0.0075,21.2,,
0.8675,108,71.5,0.0075,21.2,,
0.8755,109,72.5,0.0075,21.2,,
0.8835,110,73.5,0.0080,21.2,,
0.8915,111,74.4,0.0080,21.2,,
0.9000,112,75.4,0.0075,21.2,,
0.9085,113,76.3,0.0075,21.2,,
0.9170,114,77.3,0.0075,21.2,,
0.9255,115,78.5,0.0075,21.2,,
0.9330,116,79.3,0.0075,21.2,,
0.9415,117,80.4,0.0085,21.2,,
0.9500,118,81.3,0.0075,21.2,,
0.9580,119,82.4,0.0075,21.2,,
0.9665,120,83.6,0.0075,21.2,,
0.9750,121,84.5,0.0075,21.2,,
0.9825,122,85.6,0.0075,21.2,,
0.9910,123,86.7,0.0085,21.2,,
0.9995,124,87.8,0.0075,21.2,,
1.0080,125,88.9,0.0075,21.2,,
1.0160,126,90.0,0.0075,21.2,,
1.0245,127,91.1,0.0075,21.2,,
1.0320,128,92.0,0.0075,21.2,,
1.0405,129,93.3,0.0075,21.2,,
1.0490,130,94.5,0.0075,21.2,,
1.0575,131,95.5,0.0075,21.2,,
1.0660,132,96.9,0.0075,21.2,,
1.0745,133,98.0,0.0085,21.2,,
1.0820,134,99.5,0.0075,21.2,,
1.0905,135,100.9,0.0085,21.2,,
1.0985,136,102.2,0.0075,21.2,,
1.1070,137,103.7,0.0075,21.2,,
1.1155,138,105.3,0.0075,21.2,,
1.1240,139,106.6,0.0085,21.2,,
1.1315,140,108.1,0.0075,21.2,,
1.1400,141,109.7,0.0085,21.2,,
1.1485,142,111.4,0.0075,21.2,,
1.1565,143,113.3,0.0075,21.2,,
1.1650,144,114.9,0.0075,21.2,,
1.1735,145,116.9,0.0075,21.2,,
1.1810,146,118.8,0.0075,21.2,,
1.1895,147,121.2,0.0085,21.2,,
1.1980,148,123.3,0.0075,21.2,,
1.2065,149,125.5,0.0075,21.2,,
1.2150,150,128.1,0.0075,21.2,,
1.2230,151,131.0,0.0075,21.2,,
1.2310,152,133.5,0.0080,21.2,,
1.2390,153,136.5,0.0080,21.2,,
1.2475,154,139.4,0.0075,21.2,,
1.2560,155,142.6,0.0075,21.2,,
1.2645,156,146.3,0.0075,21.2,,
1.2730,157,149.7,0.0075,21.2,,
1.2805,158,153.0,0.0075,21.2,,
1.2890,159,156.4,0.0085,21.2,,
1.2975,160,160.2,0.0075,21.2,,
1.3055,161,163.6,0.0075,21.2,,
1.3140,162,166.8,0.0075,21.2,,
1.3225,163,170.2,0.0075,21.2,,
1.3300,164,172.9,0.0075,21.2,,
1.3385,165,175.8,0.0085,21.2,,
1.3470,166,178.4,0.0075,21.2,,
1.3555,167,180.8,0.0075,21.2,,
1.3635,168,183.1,0.0075,21.2,,
1.3725,169,185.0,0.0075,21.2,,
1.3725,409,187.8,0.0000,21.3,,
1.3730,410,187.9,0.0005,21.3,,
1.3745,411,187.8,0.0010,21.3,,
1.3770,412,188.1,0.0020,21.3,,
1.3810,413,188.7,0.0030,21.3,,
1.3875,414,189.5,0.0045,21.3,,
1.3955,415,190.9,0.0055,21.3,,
1.4030,416,192.3,0.0060,21.3,,
1.4115,417,193.9,0.0065,21.3,,
1.4200,418,195.5,0.0065,21.3,,
1.4285,419,196.7,0.0060,21.3,,
1.4370,420,198.0,0.0060,21.3,,
1.4455,421,199.4,0.0060,21.3,,
1.4530,422,200.4,0.0060,21.3,,
1.4615,423,201.6,0.0065,21.3,,
1.4695,424,202.7,0.0060,21.3,,
1.4780,425,203.7,0.0060,21.3,,
1.4865,426,204.9,0.0060,21.3,,
1.4950,427,205.7,0.0060,21.3,,
1.5025,428,206.6,0.0060,21.3,,
1.5110,429,207.4,0.0065,21.3,,
1.5195,430,208.2,0.0065,21.3,,
1.5280,431,209.1,0.0060,21.3,,
1.5360,432,209.8,0.0055,21.3,,
1.5445,433,210.5,0.0065,21.3,,
1.5520,434,211.2,0.0060,21.3,,
1.5605,435,212.2,0.0065,21.3,,
1.5690,436,212.9,0.0065,21.3,,
1.5775,437,213.5,0.0060,21.3,,
1.5860,438,214.2,0.0060,21.3,,
1.5940,439,215.1,0.0055,21.3,,
1.6020,440,215.7,0.0060,21.3,,
1.6100,441,216.4,0.0060,21.3,,
1.6185,442,216.8,0.0065,21.3,,
1.6270,443,217.5,0.0060,21.3,,
1.6355,444,218.2,0.0060,21.3,,
1.6440,445,218.8,0.0060,21.3,,
1.6515,446,219.3,0.0060,21.3,,
1.6600,447,219.7,0.0065,21.3,,
1.6680,448,220.3,0.0060,21.3,,
1.6765,449,220.9,0.0060,21.3,,
1.6850,450,221.4,0.0060,21.3,,
1.6935,451,221.9,0.0060,21.3,,
1.7010,452,222.3,0.0060,21.3,,
1.7095,453,222.9,0.0065,21.3,,
1.7180,454,223.3,0.0065,21.3,,
1.7265,455,223.8,0.0060,21.3,,
1.7345,456,224.3,0.0055,21.3,,
1.7430,457,224.8,0.0060,21.3,,
1.7505,458,225.1,0.0060,21.3,,
1.7590,459,225.5,0.0065,21.3,,
1.7675,460,225.8,0.0065,21.3,,
1.7760,461,226.2,0.0060,21.3,,
1.7845,462,226.7,0.0060,21.3,,
1.7925,463,227.2,0.0055,21.3,,
1.8005,464,227.5,0.0060,21.3,,
1.8085,465,227.9,0.0060,21.3,,
1.8170,466,228.4,0.0065,21.3,,
1.8255,467,228.9,0.0060,21.3,,
1.8340,468,229.2,0.0060,21.3,,
1.8425,469,229.5,0.0060,21.3,,
1.8500,470,229.8,0.0060,21.3,,
1.8585,471,230.2,0.0065,21.3,,
1.8670,472,230.7,0.0065,21.3,,
1.8750,473,230.9,0.0055,21.3,,
1.8835,474,231.3,0.0060,21.3,,
1.8920,475,231.8,0.0060,21.3,,
1.8995,476,232.1,0.0060,21.3,,
1.9080,477,232.4,0.0065,21.3,,
1.9165,478,232.6,0.0065,21.3,,
1.9245,479,232.9,0.0055,21.3,,
1.9330,480,233.4,0.0060,21.3,,
1.9415,481,233.7,0.0060,21.3,,
1.9490,482,233.9,0.0060,21.3,,
1.9540,483,234.1,0.0040,21.3,,
1.9565,484,234.3,0.0020,21.3,,
1.9570,485,234.5,0.0005,21.3,,
1.9575,486,234.5,0.0005,21.3,,
1.9590,487,234.5,0.0010,21.3,,
1.9605,488,234.6,0.0010,21.3,,
1.9625,489,234.7,0.0015,21.3,,
1.9645,490,234.8,0.0015,21.3,,
1.9650,491,234.7,0.0005,21.3,,
1.9665,492,234.8,0.0010,21.3,,
1.9685,493,234.9,0.0015,21.3,,
1.9705,494,235.0,0.0015,21.3,,
1.9705,,235.0,,,EP,
1.9725,495,235.0,0.0015,21.3,,
1.9725,495,235.1,0.0000,21.3,,
SystemInternal9/2/2026 4:16:03 PM,,,,,,1/1
