Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-58.8,NaN,21.1,,
0.0005,1,-58.9,0.0005,21.2,,
0.0025,2,-59.0,0.0020,21.2,,
0.0050,3,-59.0,0.0025,21.2,,
0.0090,4,-58.8,0.0035,21.2,,
0.0150,5,-58.5,0.0055,21.2,,
0.0235,6,-58.1,0.0075,21.2,,
0.0320,7,-57.2,0.0085,21.1,,
0.0395,8,-56.3,0.0075,21.2,,
0.0480,9,-55.1,0.0085,21.2,,
0.0565,10,-53.9,0.0075,21.2,,
0.0650,11,-52.6,0.0075,21.2,,
0.0735,12,-51.0,0.0075,21.2,,
0.0810,13,-49.7,0.0075,21.2,,
0.0890,14,-48.0,0.0080,21.2,,
0.0975,15,-46.4,0.0085,21.2,,
0.1060,16,-44.6,0.0075,21.2,,
0.1145,17,-42.4,0.0075,21.2,,
0.1230,18,-40.3,0.0075,21.2,,
0.1305,19,-38.4,0.0075,21.2,,
0.1390,20,-36.1,0.0085,21.2,,
0.1470,21,-33.7,0.0080,21.2,,
0.1555,22,-30.9,0.0075,21.2,,
0.1640,23,-28.1,0.0075,21.2,,
0.1725,24,-25.3,0.0075,21.2,,
0.1810,25,-22.6,0.0085,21.2,,
0.1885,26,-19.6,0.0075,21.2,,
0.1970,27,-16.5,0.0085,21.2,,
0.2055,28,-13.6,0.0075,21.2,,
0.2135,29,-11.0,0.0075,21.2,,
0.2220,30,-8.5,0.0075,21.2,,
0.2305,31,-6.4,0.0085,21.2,,
0.2380,32,-4.0,0.0075,21.2,,
0.2465,33,-2.2,0.0085,21.2,,
0.2550,34,-0.4,0.0075,21.2,,
0.2635,35,1.3,0.0075,21.2,,
0.2715,36,3.0,0.0075,21.2,,
0.2800,37,4.4,0.0085,21.2,,
0.2875,38,5.7,0.0075,21.2,,
0.2960,39,7.2,0.0085,21.2,,
0.3045,40,8.6,0.0075,21.2,,
0.3130,41,9.9,0.0075,21.2,,
0.3215,42,11.0,0.0075,21.2,,
0.3300,43,12.1,0.0085,21.2,,
0.3375,44,13.3,0.0075,21.2,,
0.3460,45,14.3,0.0085,21.2,,
0.3540,46,15.4,0.0075,21.2,,
0.3625,47,16.4,0.0075,21.2,,
0.3710,48,17.6,0.0075,21.2,,
0.3795,49,18.6,0.0085,21.2,,
0.3870,50,19.6,0.0075,21.2,,
0.3955,51,20.5,0.0085,21.2,,
0.4040,52,21.4,0.0075,21.2,,
0.4125,53,22.6,0.0075,21.2,,
0.4205,54,23.6,0.0075,21.2,,
0.4285,55,24.4,0.0080,21.2,,
0.4365,56,25.3,0.0080,21.2,,
0.4450,57,26.3,0.0085,21.2,,
0.4535,58,27.3,0.0075,21.2,,
0.4620,59,28.2,0.0075,21.2,,
0.4705,60,29.0,0.0075,21.2,,
0.4780,61,29.9,0.0075,21.2,,
0.4865,62,30.8,0.0085,21.2,,
0.4945,63,31.8,0.0080,21.2,,
0.5030,64,32.5,0.0075,21.2,,
0.5115,65,33.4,0.0075,21.2,,
0.5200,66,34.4,0.0075,21.2,,
0.5285,67,35.3,0.0075,21.2,,
0.5360,68,36.0,0.0075,21.2,,
