Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-55.9,NaN,20.5,,
0.0010,1,-56.0,0.0010,20.5,,
0.0025,2,-56.0,0.0015,20.5,,
0.0050,3,-56.1,0.0025,20.5,,
0.0085,4,-55.9,0.0030,20.5,,
0.0150,5,-55.7,0.0060,20.5,,
0.0230,6,-55.4,0.0075,20.5,,
0.0315,7,-54.7,0.0075,20.5,,
0.0400,8,-53.6,0.0075,20.5,,
0.0475,9,-52.6,0.0075,20.5,,
0.0560,10,-51.3,0.0075,20.5,,
0.0645,11,-50.1,0.0075,20.5,,
0.0725,12,-48.7,0.0075,20.5,,
0.0810,13,-47.0,0.0075,20.5,,
0.0895,14,-45.3,0.0075,20.5,,
0.0980,15,-43.5,0.0085,20.5,,
0.1055,16,-41.8,0.0070,20.5,,
0.1140,17,-39.8,0.0075,20.5,,
0.1225,18,-37.6,0.0075,20.5,,
0.1305,19,-35.4,0.0075,20.5,,
0.1390,20,-33.1,0.0075,20.5,,
0.1475,21,-30.6,0.0075,20.5,,
0.1550,22,-28.3,0.0070,20.5,,
0.1635,23,-25.5,0.0075,20.5,,
0.1720,24,-22.6,0.0075,20.5,,
0.1805,25,-19.9,0.0075,20.5,,
0.1885,26,-17.0,0.0075,20.5,,
0.1970,27,-14.4,0.0075,20.5,,
0.2045,28,-12.2,0.0070,20.5,,
0.2130,29,-10.0,0.0075,20.5,,
0.2215,30,-8.1,0.0075,20.5,,
0.2300,31,-5.9,0.0075,20.5,,
0.2385,32,-3.9,0.0075,20.5,,
0.2470,33,-2.5,0.0075,20.5,,
0.2545,34,-1.1,0.0070,20.5,,
0.2630,35,0.4,0.0075,20.5,,
0.2710,36,1.8,0.0075,20.5,,
0.2795,37,3.2,0.0075,20.5,,
0.2880,38,4.5,0.0075,20.5,,
0.2965,39,5.9,0.0075,20.5,,
0.3040,40,6.8,0.0070,20.5,,
0.3125,41,8.0,0.0075,20.5,,
0.3210,42,9.0,0.0075,20.5,,
0.3290,43,10.1,0.0075,20.5,,
0.3375,44,11.3,0.0075,20.5,,
0.3460,45,12.1,0.0085,20.5,,
0.3535,46,13.2,0.0070,20.5,,
