Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,JUNK1,9/2/2026 4:07:42 PM,OK,Unchecked,0,,25.0,°C,,2.058,mL,,59.839,g,,59.8389,g,1.0,g/mL,
2,JUNK2,9/2/2026 4:17:42 PM,OK,Unchecked,0,,25.0,°C,,2.087,mL,,59.904,g,,59.9043,g,1.0,g/mL,
3,T8,9/2/2026 4:27:45 PM,OK,Unchecked,0,,25.0,°C,,2.016,mL,,60.165,g,,60.1653,g,1.0,g/mL,
4,T9,9/2/2026 4:37:39 PM,OK,Unchecked,0,,25.0,°C,,1.976,mL,,59.701,g,,59.7014,g,1.0,g/mL,
5,T10,9/2/2026 4:47:26 PM,OK,Unchecked,0,,25.0,°C,,1.974,mL,,59.902,g,,59.9019,g,1.0,g/mL,
6,T11,9/2/2026 4:57:11 PM,OK,Unchecked,0,,25.0,°C,,2.002,mL,,60.255,g,,60.2548,g,1.0,g/mL,
7,T12,9/2/2026 5:06:58 PM,OK,Unchecked,0,,25.0,°C,,1.992,mL,,60.022,g,,60.0225,g,1.0,g/mL,
8,T13,9/2/2026 5:16:44 PM,OK,Unchecked,0,,25.0,°C,,1.964,mL,,59.711,g,,59.7109,g,1.0,g/mL,
9,T14,9/2/2026 5:26:26 PM,OK,Unchecked,0,,25.0,°C,,1.990,mL,,60.059,g,,60.0593,g,1.0,g/mL,
10,T15,9/2/2026 5:36:13 PM,OK,Unchecked,0,,25.0,°C,,1.974,mL,,59.614,g,,59.6144,g,1.0,g/mL,
11,T16,9/2/2026 5:46:00 PM,OK,Unchecked,0,,25.0,°C,,1.978,mL,,59.781,g,,59.7813,g,1.0,g/mL,
12,T17,9/2/2026 5:55:44 PM,OK,Unchecked,0,,25.0,°C,,1.996,mL,,60.053,g,,60.0529,g,1.0,g/mL,
13,T18,9/2/2026 6:05:35 PM,OK,Unchecked,0,,25.0,°C,,1.974,mL,,59.736,g,,59.7360,g,1.0,g/mL,
14,T19,9/2/2026 6:15:21 PM,OK,Unchecked,0,,25.0,°C,,1.983,mL,,59.872,g,,59.8719,g,1.0,g/mL,
15,T20,9/2/2026 6:25:06 PM,OK,Unchecked,0,,25.0,°C,,1.976,mL,,60.123,g,,60.1227,g,1.0,g/mL,
16,T21,9/2/2026 6:34:53 PM,OK,Unchecked,0,,25.0,°C,,1.990,mL,,60.221,g,,60.2206,g,1.0,g/mL,
17,T22,9/2/2026 6:44:42 PM,OK,Unchecked,0,,25.0,°C,,1.999,mL,,60.303,g,,60.3028,g,1.0,g/mL,
18,T23,9/2/2026 6:54:32 PM,OK,Unchecked,0,,25.0,°C,,1.970,mL,,59.757,g,,59.7571,g,1.0,g/mL,
19,T24,9/2/2026 7:04:17 PM,OK,Unchecked,0,,25.0,°C,,1.980,mL,,59.917,g,,59.9168,g,1.0,g/mL,
SystemInternal9/2/2026 8:08:51 PM,,,,,,,,,,,,,,,,,,,,1/1
