Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-56.0,NaN,20.1,,
0.0010,1,-56.3,0.0010,20.2,,
0.0025,2,-56.2,0.0015,20.1,,
0.0050,3,-56.3,0.0025,20.1,,
0.0090,4,-56.0,0.0035,20.2,,
0.0150,5,-55.8,0.0055,20.2,,
0.0235,6,-55.5,0.0075,20.2,,
0.0320,7,-54.7,0.0075,20.2,,
0.0405,8,-53.7,0.0075,20.2,,
0.0480,9,-52.7,0.0070,20.2,,
0.0565,10,-51.6,0.0075,20.2,,
0.0650,11,-50.4,0.0075,20.2,,
0.0730,12,-48.8,0.0075,20.2,,
0.0815,13,-47.1,0.0075,20.2,,
0.0900,14,-45.7,0.0075,20.2,,
0.0975,15,-44.0,0.0070,20.2,,
0.1060,16,-42.2,0.0075,20.2,,
0.1145,17,-40.0,0.0075,20.2,,
0.1230,18,-37.9,0.0075,20.2,,
0.1310,19,-35.7,0.0075,20.2,,
0.1395,20,-33.2,0.0075,20.2,,
0.1480,21,-30.9,0.0085,20.2,,
0.1555,22,-28.2,0.0070,20.2,,
0.1640,23,-25.6,0.0075,20.2,,
0.1725,24,-22.9,0.0075,20.2,,
0.1810,25,-19.9,0.0075,20.2,,
0.1895,26,-17.1,0.0075,20.2,,
0.1970,27,-14.6,0.0070,20.2,,
0.2055,28,-12.3,0.0075,20.2,,
0.2135,29,-10.0,0.0075,20.2,,
0.2220,30,-7.6,0.0075,20.2,,
0.2305,31,-5.5,0.0075,20.2,,
0.2390,32,-3.7,0.0075,20.2,,
0.2465,33,-2.3,0.0070,20.2,,
0.2550,34,-0.7,0.0075,20.2,,
0.2635,35,0.8,0.0075,20.2,,
0.2720,36,2.0,0.0075,20.2,,
0.2800,37,3.4,0.0075,20.2,,
0.2885,38,4.8,0.0075,20.2,,
0.2970,39,5.8,0.0085,20.2,,
0.3045,40,7.2,0.0070,20.2,,
0.3130,41,8.3,0.0075,20.2,,
0.3215,42,9.4,0.0075,20.2,,
0.3300,43,10.6,0.0075,20.2,,
0.3380,44,11.8,0.0075,20.2,,
0.3465,45,12.7,0.0085,20.2,,
0.3540,46,13.6,0.0070,20.2,,
0.3625,47,14.6,0.0075,20.2,,
0.3710,48,15.8,0.0075,20.2,,
0.3795,49,16.7,0.0075,20.2,,
0.3880,50,17.6,0.0075,20.2,,
0.3955,51,18.4,0.0070,20.2,,
0.4040,52,19.5,0.0075,20.2,,
0.4125,53,20.5,0.0075,20.2,,
0.4205,54,21.2,0.0075,20.2,,
0.4290,55,22.2,0.0075,20.2,,
0.4375,56,23.2,0.0075,20.2,,
0.4450,57,24.0,0.0070,20.2,,
0.4535,58,24.8,0.0075,20.2,,
0.4620,59,25.5,0.0075,20.2,,
0.4705,60,26.5,0.0075,20.2,,
0.4790,61,27.5,0.0075,20.2,,
0.4870,62,28.2,0.0075,20.2,,
0.4945,63,29.0,0.0070,20.2,,
0.5030,64,29.8,0.0075,20.2,,
0.5115,65,30.8,0.0075,20.2,,
0.5200,66,31.7,0.0075,20.2,,
0.5285,67,32.3,0.0075,20.2,,
0.5370,68,33.2,0.0075,20.2,,
0.5445,69,33.9,0.0070,20.2,,
0.5530,70,35.0,0.0075,20.2,,
0.5610,71,35.8,0.0075,20.2,,
0.5695,72,36.5,0.0075,20.2,,
0.5780,73,37.5,0.0075,20.2,,
0.5865,74,38.4,0.0075,20.2,,
0.5940,75,39.2,0.0070,20.2,,
0.6025,76,40.0,0.0075,20.2,,
0.6110,77,40.7,0.0075,20.2,,
0.6190,78,41.6,0.0075,20.2,,
0.6275,79,42.5,0.0075,20.2,,
0.6360,80,43.2,0.0075,20.2,,
0.6435,81,44.0,0.0070,20.2,,
0.6520,82,44.8,0.0075,20.2,,
0.6605,83,45.8,0.0075,20.2,,
0.6690,84,46.6,0.0075,20.2,,
0.6775,85,47.3,0.0075,20.2,,
0.6855,86,48.4,0.0075,20.2,,
0.6935,87,48.9,0.0075,20.2,,
0.7015,88,49.8,0.0075,20.2,,
0.7100,89,50.7,0.0075,20.2,,
0.7185,90,51.4,0.0075,20.2,,
0.7270,91,52.3,0.0075,20.2,,
0.7355,92,53.3,0.0075,20.2,,
0.7430,93,54.1,0.0075,20.2,,
0.7515,94,54.8,0.0075,20.2,,
0.7595,95,55.6,0.0075,20.2,,
0.7680,96,56.5,0.0075,20.2,,
0.7765,97,57.5,0.0075,20.2,,
0.7850,98,58.2,0.0075,20.2,,
0.7925,99,59.0,0.0075,20.2,,
0.8010,100,59.9,0.0075,20.2,,
0.8095,101,61.0,0.0075,20.2,,
0.8180,102,62.0,0.0075,20.2,,
0.8260,103,62.7,0.0075,20.2,,
0.8345,104,63.6,0.0075,20.2,,
0.8430,105,64.3,0.0085,20.2,,
0.8505,106,65.4,0.0070,20.2,,
0.8590,107,66.3,0.0075,20.2,,
0.8675,108,67.2,0.0075,20.2,,
0.8760,109,68.3,0.0075,20.2,,
0.8840,110,69.1,0.0075,20.2,,
0.8920,111,70.0,0.0075,20.2,,
0.9000,112,70.7,0.0075,20.2,,
0.9085,113,71.7,0.0075,20.2,,
0.9170,114,72.8,0.0075,20.2,,
0.9255,115,73.8,0.0075,20.2,,
0.9340,116,74.6,0.0075,20.2,,
0.9415,117,75.5,0.0070,20.2,,
0.9500,118,76.5,0.0075,20.2,,
