Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-55.6,NaN,21.1,,
0.0010,1,-55.6,0.0010,21.1,,
0.0025,2,-55.8,0.0015,21.1,,
0.0050,3,-55.6,0.0025,21.1,,
0.0085,4,-55.6,0.0030,21.1,,
0.0150,5,-55.4,0.0060,21.1,,
0.0230,6,-54.7,0.0075,21.1,,
0.0315,7,-54.0,0.0075,21.1,,
0.0400,8,-53.0,0.0075,21.1,,
0.0475,9,-52.0,0.0075,21.1,,
0.0560,10,-50.6,0.0075,21.1,,
0.0645,11,-49.1,0.0075,21.1,,
0.0725,12,-47.6,0.0075,21.1,,
0.0810,13,-45.9,0.0075,21.1,,
0.0895,14,-44.0,0.0075,21.1,,
0.0970,15,-42.4,0.0070,21.1,,
0.1055,16,-40.4,0.0075,21.1,,
0.1140,17,-38.4,0.0075,21.1,,
0.1225,18,-36.2,0.0075,21.1,,
0.1310,19,-33.8,0.0075,21.1,,
0.1390,20,-31.3,0.0075,21.1,,
0.1470,21,-28.9,0.0075,21.1,,
0.1550,22,-26.2,0.0075,21.1,,
0.1635,23,-23.3,0.0075,21.1,,
0.1720,24,-20.3,0.0075,21.1,,
0.1805,25,-17.4,0.0075,21.1,,
0.1890,26,-14.4,0.0075,21.1,,
0.1965,27,-12.1,0.0070,21.1,,
0.2050,28,-9.4,0.0075,21.1,,
0.2135,29,-7.2,0.0075,21.1,,
0.2215,30,-5.1,0.0075,21.1,,
0.2300,31,-3.0,0.0075,21.1,,
0.2385,32,-1.3,0.0075,21.1,,
0.2460,33,0.1,0.0070,21.1,,
0.2545,34,1.6,0.0075,21.1,,
0.2630,35,3.0,0.0075,21.1,,
0.2715,36,4.6,0.0075,21.1,,
0.2795,37,6.1,0.0075,21.1,,
0.2880,38,7.3,0.0075,21.1,,
0.2955,39,8.5,0.0070,21.1,,
0.3040,40,9.6,0.0075,21.1,,
0.3125,41,10.9,0.0075,21.1,,
0.3210,42,12.0,0.0075,21.1,,
0.3295,43,13.0,0.0075,21.1,,
0.3375,44,14.2,0.0075,21.1,,
0.3455,45,15.1,0.0080,21.1,,
0.3535,46,16.3,0.0075,21.1,,
0.3620,47,17.3,0.0075,21.1,,
0.3705,48,18.2,0.0075,21.1,,
0.3790,49,19.3,0.0075,21.1,,
0.3875,50,20.3,0.0075,21.1,,
0.3950,51,21.3,0.0075,21.1,,
0.4035,52,22.2,0.0075,21.1,,
0.4115,53,23.1,0.0075,21.1,,
0.4200,54,24.1,0.0075,21.1,,
0.4285,55,25.1,0.0075,21.1,,
0.4370,56,25.9,0.0075,21.1,,
0.4455,57,26.8,0.0085,21.1,,
0.4530,58,27.5,0.0070,21.1,,
0.4615,59,28.6,0.0075,21.1,,
0.4700,60,29.5,0.0075,21.1,,
0.4780,61,30.2,0.0075,21.1,,
0.4865,62,31.1,0.0075,21.1,,
0.4950,63,31.8,0.0085,21.1,,
0.5025,64,32.9,0.0070,21.1,,
0.5110,65,33.7,0.0075,21.1,,
0.5195,66,34.4,0.0075,21.1,,
0.5280,67,35.3,0.0075,21.1,,
0.5365,68,36.2,0.0075,21.1,,
0.5440,69,37.0,0.0075,21.1,,
0.5525,70,37.7,0.0075,21.1,,
0.5605,71,38.6,0.0075,21.1,,
0.5690,72,39.6,0.0075,21.1,,
0.5775,73,40.4,0.0075,21.1,,
0.5860,74,41.2,0.0075,21.1,,
0.5935,75,42.0,0.0070,21.1,,
0.6020,76,42.9,0.0075,21.1,,
0.6105,77,43.8,0.0075,21.1,,
0.6190,78,44.6,0.0075,21.1,,
0.6270,79,45.4,0.0075,21.1,,
0.6355,80,46.2,0.0075,21.1,,
0.6430,81,46.9,0.0075,21.1,,
0.6515,82,47.8,0.0075,21.1,,
0.6600,83,48.7,0.0075,21.1,,
0.6685,84,49.5,0.0075,21.1,,
0.6770,85,50.5,0.0075,21.1,,
0.6850,86,51.3,0.0075,21.1,,
0.6930,87,52.2,0.0075,21.1,,
0.7010,88,52.9,0.0075,21.1,,
0.7095,89,53.7,0.0075,21.1,,
0.7180,90,54.7,0.0075,21.1,,
0.7265,91,55.6,0.0075,21.1,,
0.7350,92,56.4,0.0075,21.1,,
0.7425,93,57.2,0.0070,21.1,,
0.7510,94,58.0,0.0075,21.1,,
0.7590,95,59.0,0.0075,21.1,,
0.7675,96,59.7,0.0075,21.1,,
0.7760,97,60.5,0.0075,21.1,,
0.7845,98,61.5,0.0075,21.1,,
0.7930,99,62.1,0.0085,21.1,,
0.8005,100,63.2,0.0070,21.1,,
0.8090,101,64.1,0.0075,21.1,,
0.8170,102,64.9,0.0075,21.1,,
0.8255,103,65.8,0.0075,21.1,,
0.8340,104,66.7,0.0075,21.1,,
0.8425,105,67.4,0.0075,21.1,,
0.8500,106,68.3,0.0070,21.1,,
0.8585,107,69.1,0.0075,21.1,,
0.8670,108,70.2,0.0075,21.1,,
0.8750,109,71.2,0.0075,21.1,,
0.8835,110,72.0,0.0075,21.1,,
0.8920,111,72.9,0.0075,21.1,,
0.8995,112,73.7,0.0070,21.1,,
0.9080,113,74.7,0.0075,21.1,,
0.9165,114,75.7,0.0075,21.1,,
0.9250,115,76.4,0.0075,21.2,,
0.9335,116,77.3,0.0075,21.1,,
0.9415,117,78.4,0.0075,21.1,,
0.9495,118,79.2,0.0075,21.1,,
0.9575,119,80.1,0.0075,21.2,,
0.9660,120,80.9,0.0075,21.2,,
0.9745,121,82.0,0.0075,21.2,,
0.9830,122,83.1,0.0075,21.2,,
0.9915,123,84.2,0.0075,21.2,,
0.9990,124,85.4,0.0070,21.2,,
1.0075,125,86.2,0.0075,21.2,,
1.0155,126,87.3,0.0075,21.2,,
1.0240,127,88.4,0.0075,21.2,,
1.0325,128,89.3,0.0075,21.2,,
1.0410,129,90.4,0.0085,21.2,,
1.0485,130,91.4,0.0070,21.2,,
1.0570,131,92.7,0.0075,21.2,,
1.0655,132,93.7,0.0075,21.2,,
1.0740,133,94.9,0.0075,21.2,,
1.0820,134,96.1,0.0075,21.2,,
1.0905,135,97.5,0.0075,21.2,,
1.0980,136,98.6,0.0070,21.2,,
1.1065,137,100.0,0.0075,21.2,,
1.1150,138,101.3,0.0075,21.2,,
1.1235,139,102.6,0.0075,21.2,,
1.1320,140,104.2,0.0075,21.2,,
1.1400,141,105.6,0.0075,21.2,,
1.1480,142,107.2,0.0075,21.2,,
1.1560,143,108.7,0.0075,21.2,,
1.1645,144,110.6,0.0075,21.2,,
1.1730,145,112.5,0.0075,21.2,,
1.1815,146,114.1,0.0075,21.2,,
1.1900,147,115.8,0.0075,21.2,,
1.1975,148,117.3,0.0070,21.2,,
1.2060,149,119.6,0.0075,21.2,,
1.2145,150,122.0,0.0075,21.2,,
1.2225,151,124.3,0.0075,21.2,,
1.2310,152,126.7,0.0075,21.2,,
1.2395,153,129.3,0.0075,21.2,,
1.2470,154,131.6,0.0070,21.2,,
1.2555,155,134.5,0.0075,21.2,,
1.2640,156,137.5,0.0075,21.2,,
1.2725,157,140.4,0.0075,21.2,,
1.2805,158,143.9,0.0075,21.2,,
1.2890,159,147.4,0.0075,21.2,,
1.2965,160,150.7,0.0075,21.2,,
1.3050,161,154.2,0.0075,21.2,,
1.3135,162,157.9,0.0075,21.2,,
1.3220,163,161.6,0.0075,21.2,,
1.3305,164,165.0,0.0075,21.2,,
1.3385,165,168.2,0.0075,21.2,,
1.3470,166,171.0,0.0085,21.2,,
1.3545,167,173.8,0.0070,21.2,,
1.3630,168,176.6,0.0075,21.2,,
1.3715,169,179.1,0.0075,21.2,,
1.3800,170,181.4,0.0075,21.2,,
1.3885,171,183.6,0.0075,21.2,,
1.3960,172,185.2,0.0075,21.2,,
1.3960,412,188.0,0.0000,21.2,,
1.3965,413,188.0,0.0005,21.2,,
1.3980,414,188.2,0.0010,21.2,,
1.4005,415,188.2,0.0020,21.2,,
1.4045,416,188.8,0.0030,21.2,,
1.4110,417,189.8,0.0050,21.2,,
1.4195,418,190.9,0.0070,21.2,,
1.4270,419,192.5,0.0060,21.2,,
1.4355,420,193.8,0.0070,21.2,,
1.4435,421,195.2,0.0060,21.2,,
1.4520,422,196.8,0.0065,21.2,,
1.4605,423,197.9,0.0065,21.2,,
1.4690,424,199.1,0.0070,21.2,,
1.4765,425,200.1,0.0060,21.2,,
1.4850,426,201.5,0.0070,21.2,,
1.4935,427,202.7,0.0065,21.2,,
1.5020,428,203.6,0.0065,21.2,,
1.5100,429,204.5,0.0060,21.2,,
1.5185,430,205.3,0.0070,21.2,,
1.5260,431,206.4,0.0060,21.2,,
1.5345,432,207.4,0.0070,21.2,,
1.5430,433,208.1,0.0065,21.2,,
1.5515,434,209.0,0.0065,21.2,,
1.5600,435,209.9,0.0065,21.2,,
1.5680,436,210.6,0.0065,21.2,,
1.5760,437,211.2,0.0065,21.2,,
1.5840,438,211.8,0.0065,21.2,,
1.5925,439,212.7,0.0065,21.2,,
1.6010,440,213.5,0.0065,21.2,,
1.6095,441,214.1,0.0065,21.2,,
1.6180,442,214.9,0.0070,21.2,,
1.6255,443,215.3,0.0060,21.2,,
1.6340,444,216.0,0.0070,21.2,,
1.6425,445,216.6,0.0065,21.2,,
1.6505,446,217.1,0.0060,21.2,,
1.6590,447,217.8,0.0065,21.2,,
1.6675,448,218.2,0.0070,21.2,,
1.6750,449,218.9,0.0060,21.2,,
1.6835,450,219.4,0.0070,21.2,,
1.6920,451,219.9,0.0065,21.2,,
1.7000,452,220.6,0.0060,21.2,,
1.7085,453,221.2,0.0065,21.2,,
1.7170,454,221.6,0.0065,21.2,,
1.7245,455,222.0,0.0060,21.2,,
1.7330,456,222.4,0.0070,21.2,,
1.7415,457,223.0,0.0070,21.2,,
1.7500,458,223.7,0.0065,21.2,,
1.7585,459,224.0,0.0065,21.2,,
1.7665,460,224.4,0.0060,21.2,,
1.7740,461,224.8,0.0060,21.2,,
1.7825,462,225.3,0.0070,21.2,,
1.7910,463,225.9,0.0070,21.2,,
1.7995,464,226.2,0.0065,21.2,,
1.8080,465,226.6,0.0065,21.2,,
1.8165,466,227.0,0.0065,21.2,,
1.8245,467,227.4,0.0065,21.2,,
1.8320,468,227.9,0.0060,21.2,,
1.8405,469,228.2,0.0070,21.2,,
1.8490,470,228.4,0.0065,21.2,,
1.8575,471,229.0,0.0065,21.2,,
1.8660,472,229.4,0.0065,21.2,,
1.8745,473,229.7,0.0070,21.2,,
1.8820,474,230.0,0.0060,21.2,,
1.8905,475,230.3,0.0070,21.2,,
1.8985,476,230.9,0.0060,21.2,,
1.9070,477,231.1,0.0065,21.2,,
1.9155,478,231.3,0.0065,21.2,,
1.9240,479,231.7,0.0070,21.2,,
1.9315,480,232.0,0.0060,21.2,,
1.9400,481,232.4,0.0070,21.2,,
1.9485,482,232.6,0.0065,21.2,,
1.9570,483,232.9,0.0065,21.2,,
1.9650,484,233.3,0.0060,21.2,,
1.9735,485,233.6,0.0070,21.2,,
1.9800,486,234.0,0.0055,21.2,,
1.9855,487,234.1,0.0045,21.2,,
1.9910,488,234.3,0.0040,21.2,,
1.9915,489,234.5,0.0005,21.2,,
1.9920,490,234.5,0.0005,21.2,,
1.9930,491,234.6,0.0010,21.2,,
1.9945,492,234.6,0.0010,21.2,,
1.9960,493,234.7,0.0010,21.2,,
1.9970,494,234.9,0.0010,21.2,,
1.9980,495,234.9,0.0010,21.2,,
1.9990,496,234.8,0.0010,21.3,,
2.0000,497,235.0,0.0010,21.3,,
2.0000,,235.0,,,EP,
9/2/2026 4:15:48 PMSystemInternal,,,,,,1/1
