Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-57.1,NaN,21.2,,
0.0010,1,-57.2,0.0010,21.2,,
0.0025,2,-57.2,0.0015,21.2,,
0.0050,3,-57.1,0.0025,21.2,,
0.0090,4,-57.2,0.0035,21.2,,
0.0150,5,-57.0,0.0055,21.2,,
0.0235,6,-56.4,0.0075,21.2,,
0.0320,7,-55.9,0.0075,21.2,,
0.0405,8,-55.0,0.0075,21.2,,
0.0480,9,-54.1,0.0070,21.2,,
0.0565,10,-52.8,0.0075,21.2,,
0.0650,11,-51.5,0.0075,21.2,,
0.0735,12,-50.2,0.0075,21.2,,
0.0815,13,-48.6,0.0075,21.2,,
0.0900,14,-47.0,0.0075,21.2,,
0.0975,15,-45.5,0.0070,21.2,,
0.1060,16,-43.7,0.0075,21.2,,
0.1145,17,-41.9,0.0075,21.2,,
0.1230,18,-39.8,0.0075,21.2,,
0.1315,19,-37.5,0.0075,21.2,,
0.1400,20,-35.5,0.0075,21.2,,
0.1475,21,-33.3,0.0070,21.2,,
0.1560,22,-30.9,0.0075,21.2,,
0.1640,23,-28.1,0.0075,21.2,,
0.1725,24,-25.3,0.0075,21.2,,
0.1810,25,-22.5,0.0075,21.2,,
0.1895,26,-19.8,0.0075,21.2,,
0.1970,27,-17.4,0.0070,21.2,,
0.2055,28,-14.5,0.0075,21.2,,
0.2140,29,-12.1,0.0075,21.2,,
0.2220,30,-10.1,0.0075,21.2,,
0.2305,31,-7.8,0.0075,21.2,,
0.2390,32,-5.7,0.0075,21.2,,
0.2465,33,-4.2,0.0070,21.2,,
0.2550,34,-2.5,0.0075,21.2,,
0.2635,35,-1.2,0.0075,21.2,,
0.2720,36,0.4,0.0075,21.2,,
0.2805,37,1.8,0.0075,21.2,,
0.2885,38,3.1,0.0075,21.2,,
0.2960,39,4.3,0.0070,21.2,,
0.3045,40,5.5,0.0075,21.2,,
0.3130,41,6.8,0.0075,21.2,,
0.3215,42,8.0,0.0075,21.2,,
