Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-59.3,NaN,21.4,,
0.0005,1,-59.4,0.0005,21.4,,
0.0025,2,-59.3,0.0020,21.4,,
0.0050,3,-59.4,0.0025,21.4,,
0.0090,4,-59.4,0.0035,21.4,,
0.0150,5,-59.1,0.0055,21.4,,
0.0235,6,-58.7,0.0075,21.4,,
0.0310,7,-58.1,0.0075,21.4,,
0.0395,8,-57.3,0.0085,21.4,,
0.0480,9,-56.3,0.0075,21.4,,
0.0565,10,-55.1,0.0075,21.4,,
0.0650,11,-53.8,0.0075,21.4,,
0.0730,12,-52.6,0.0075,21.4,,
0.0810,13,-51.3,0.0080,21.4,,
0.0890,14,-49.7,0.0080,21.4,,
0.0975,15,-48.0,0.0075,21.4,,
0.1060,16,-46.4,0.0075,21.4,,
0.1145,17,-44.6,0.0075,21.4,,
0.1230,18,-42.6,0.0075,21.4,,
0.1305,19,-40.9,0.0075,21.4,,
0.1390,20,-38.8,0.0085,21.4,,
0.1470,21,-36.5,0.0075,21.4,,
0.1555,22,-34.1,0.0075,21.4,,
0.1640,23,-31.6,0.0075,21.4,,
0.1725,24,-28.9,0.0075,21.4,,
0.1800,25,-26.3,0.0075,21.4,,
0.1885,26,-23.5,0.0085,21.4,,
0.1970,27,-20.7,0.0085,21.4,,
0.2050,28,-17.9,0.0075,21.4,,
0.2135,29,-15.2,0.0075,21.4,,
0.2220,30,-12.8,0.0075,21.4,,
0.2295,31,-10.8,0.0075,21.4,,
0.2380,32,-8.7,0.0085,21.4,,
0.2465,33,-6.5,0.0085,21.4,,
0.2550,34,-4.7,0.0075,21.4,,
0.2630,35,-3.1,0.0075,21.4,,
0.2715,36,-1.6,0.0075,21.4,,
0.2800,37,-0.3,0.0085,21.4,,
0.2875,38,1.2,0.0075,21.4,,
0.2960,39,2.5,0.0085,21.4,,
0.3045,40,3.8,0.0075,21.4,,
0.3130,41,5.2,0.0075,21.4,,
0.3210,42,6.5,0.0075,21.4,,
0.3295,43,7.6,0.0085,21.4,,
0.3370,44,8.7,0.0075,21.4,,
0.3455,45,9.8,0.0085,21.4,,
0.3540,46,10.9,0.0075,21.4,,
0.3625,47,12.0,0.0075,21.4,,
0.3710,48,13.0,0.0075,21.4,,
0.3795,49,14.0,0.0085,21.4,,
0.3870,50,14.9,0.0075,21.4,,
0.3955,51,16.0,0.0085,21.4,,
0.4035,52,16.9,0.0075,21.4,,
0.4120,53,17.9,0.0075,21.4,,
0.4205,54,18.8,0.0075,21.4,,
0.4290,55,19.6,0.0085,21.4,,
0.4365,56,20.5,0.0075,21.4,,
0.4450,57,21.5,0.0085,21.4,,
0.4535,58,22.4,0.0075,21.4,,
0.4620,59,23.5,0.0075,21.4,,
0.4700,60,24.2,0.0075,21.4,,
0.4780,61,25.1,0.0080,21.4,,
0.4860,62,26.0,0.0080,21.4,,
0.4945,63,26.8,0.0085,21.4,,
0.5030,64,27.8,0.0075,21.4,,
0.5115,65,28.6,0.0075,21.4,,
0.5200,66,29.4,0.0075,21.4,,
0.5275,67,30.2,0.0075,21.4,,
0.5360,68,31.1,0.0085,21.4,,
0.5440,69,32.0,0.0080,21.4,,
0.5525,70,32.9,0.0075,21.4,,
0.5610,71,33.7,0.0075,21.4,,
0.5695,72,34.6,0.0075,21.4,,
0.5770,73,35.4,0.0075,21.4,,
0.5855,74,36.3,0.0085,21.4,,
0.5940,75,37.2,0.0085,21.4,,
0.6025,76,38.1,0.0075,21.4,,
0.6105,77,39.1,0.0075,21.4,,
0.6190,78,39.9,0.0075,21.4,,
0.6265,79,40.7,0.0075,21.4,,
0.6350,80,41.5,0.0085,21.4,,
0.6435,81,42.4,0.0085,21.4,,
0.6520,82,43.5,0.0075,21.4,,
0.6605,83,44.3,0.0075,21.4,,
0.6690,84,45.2,0.0075,21.4,,
0.6765,85,46.0,0.0075,21.4,,
0.6845,86,46.8,0.0080,21.4,,
0.6930,87,47.8,0.0085,21.4,,
0.7015,88,48.8,0.0075,21.4,,
0.7100,89,49.5,0.0075,21.4,,
0.7185,90,50.4,0.0075,21.4,,
0.7270,91,51.2,0.0085,21.4,,
0.7345,92,52.2,0.0075,21.4,,
0.7425,93,53.2,0.0080,21.4,,
0.7510,94,54.0,0.0075,21.4,,
0.7595,95,55.0,0.0075,21.4,,
0.7680,96,56.0,0.0075,21.4,,
0.7765,97,56.8,0.0075,21.4,,
0.7840,98,57.7,0.0075,21.4,,
0.7925,99,58.5,0.0085,21.4,,
0.8010,100,59.5,0.0075,21.4,,
0.8090,101,60.5,0.0075,21.4,,
0.8175,102,61.3,0.0075,21.4,,
0.8260,103,62.2,0.0075,21.4,,
0.8335,104,63.3,0.0075,21.4,,
0.8420,105,64.3,0.0085,21.4,,
0.8505,106,65.3,0.0085,21.4,,
0.8590,107,66.1,0.0075,21.4,,
0.8670,108,67.1,0.0075,21.4,,
0.8755,109,68.1,0.0075,21.4,,
0.8830,110,69.0,0.0075,21.4,,
0.8915,111,70.0,0.0085,21.4,,
0.9000,112,70.9,0.0075,21.4,,
0.9085,113,72.0,0.0075,21.4,,
0.9170,114,73.0,0.0075,21.4,,
0.9255,115,73.9,0.0075,21.4,,
0.9330,116,74.9,0.0075,21.4,,
0.9415,117,75.8,0.0085,21.4,,
0.9495,118,76.8,0.0075,21.4,,
0.9580,119,77.8,0.0075,21.4,,
0.9665,120,78.8,0.0075,21.4,,
0.9750,121,79.8,0.0085,21.4,,
0.9825,122,80.7,0.0075,21.4,,
0.9910,123,82.0,0.0085,21.4,,
0.9995,124,83.0,0.0075,21.4,,
1.0080,125,83.9,0.0075,21.4,,
1.0160,126,85.2,0.0075,21.4,,
1.0245,127,86.2,0.0085,21.4,,
1.0320,128,87.4,0.0075,21.4,,
1.0405,129,88.5,0.0085,21.4,,
1.0490,130,89.7,0.0075,21.4,,
1.0575,131,91.0,0.0075,21.4,,
1.0660,132,92.4,0.0075,21.4,,
1.0740,133,93.5,0.0075,21.4,,
1.0815,134,94.6,0.0075,21.4,,
1.0900,135,95.9,0.0085,21.4,,
1.0985,136,97.3,0.0085,21.4,,
1.1070,137,98.8,0.0075,21.4,,
1.1155,138,100.4,0.0075,21.4,,
1.1240,139,102.0,0.0075,21.4,,
1.1315,140,103.2,0.0075,21.4,,
1.1400,141,104.8,0.0085,21.4,,
1.1480,142,106.6,0.0080,21.4,,
1.1565,143,108.3,0.0075,21.4,,
1.1650,144,110.3,0.0075,21.4,,
1.1735,145,112.2,0.0075,21.4,,
1.1810,146,113.9,0.0075,21.4,,
1.1895,147,115.8,0.0085,21.4,,
1.1980,148,118.0,0.0085,21.4,,
1.2060,149,120.3,0.0075,21.4,,
