Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-59.4,NaN,21.3,,
0.0010,1,-59.5,0.0010,21.3,,
0.0025,2,-59.5,0.0015,21.3,,
0.0050,3,-59.5,0.0025,21.3,,
0.0085,4,-59.4,0.0030,21.3,,
0.0150,5,-59.1,0.0060,21.3,,
0.0230,6,-58.9,0.0075,21.3,,
0.0315,7,-58.3,0.0075,21.3,,
0.0400,8,-57.3,0.0075,21.3,,
0.0475,9,-56.5,0.0075,21.3,,
0.0560,10,-55.3,0.0075,21.3,,
0.0645,11,-54.1,0.0075,21.4,,
0.0725,12,-52.8,0.0075,21.4,,
0.0810,13,-51.2,0.0075,21.4,,
0.0895,14,-49.7,0.0075,21.4,,
0.0970,15,-48.2,0.0070,21.4,,
0.1055,16,-46.6,0.0075,21.4,,
0.1140,17,-44.8,0.0075,21.4,,
0.1225,18,-42.8,0.0075,21.4,,
0.1310,19,-41.0,0.0075,21.4,,
0.1390,20,-39.0,0.0080,21.4,,
0.1470,21,-36.8,0.0075,21.4,,
0.1550,22,-34.4,0.0075,21.4,,
0.1635,23,-31.8,0.0075,21.4,,
0.1720,24,-29.3,0.0075,21.4,,
0.1805,25,-26.5,0.0075,21.4,,
0.1890,26,-23.5,0.0075,21.4,,
0.1965,27,-20.9,0.0070,21.4,,
0.2050,28,-18.0,0.0075,21.4,,
0.2130,29,-15.4,0.0075,21.4,,
0.2215,30,-12.8,0.0075,21.4,,
0.2300,31,-10.2,0.0075,21.4,,
0.2385,32,-8.2,0.0075,21.4,,
0.2460,33,-6.3,0.0070,21.4,,
0.2545,34,-4.4,0.0075,21.4,,
0.2630,35,-2.7,0.0075,21.4,,
0.2715,36,-1.1,0.0075,21.4,,
0.2795,37,0.2,0.0075,21.4,,
0.2880,38,1.6,0.0075,21.4,,
0.2955,39,2.8,0.0070,21.4,,
0.3040,40,4.4,0.0075,21.4,,
0.3125,41,5.7,0.0075,21.4,,
0.3210,42,6.9,0.0075,21.4,,
0.3295,43,8.1,0.0075,21.4,,
0.3375,44,9.3,0.0075,21.4,,
0.3455,45,10.3,0.0075,21.4,,
0.3535,46,11.4,0.0075,21.4,,
0.3620,47,12.3,0.0075,21.4,,
0.3705,48,13.3,0.0075,21.4,,
0.3790,49,14.4,0.0075,21.4,,
0.3875,50,15.3,0.0075,21.4,,
0.3950,51,16.3,0.0070,21.4,,
0.4035,52,17.2,0.0075,21.4,,
0.4120,53,18.3,0.0075,21.4,,
0.4200,54,19.2,0.0075,21.4,,
0.4285,55,20.2,0.0075,21.4,,
0.4370,56,21.1,0.0075,21.4,,
0.4445,57,21.9,0.0075,21.4,,
0.4530,58,22.9,0.0075,21.4,,
0.4615,59,23.8,0.0075,21.4,,
0.4700,60,24.6,0.0075,21.4,,
0.4780,61,25.5,0.0075,21.4,,
0.4865,62,26.5,0.0075,21.4,,
0.4940,63,27.3,0.0075,21.4,,
0.5025,64,28.2,0.0075,21.4,,
0.5110,65,28.9,0.0075,21.4,,
0.5195,66,29.8,0.0075,21.4,,
0.5280,67,30.8,0.0075,21.4,,
0.5365,68,31.5,0.0075,21.4,,
0.5440,69,32.5,0.0075,21.4,,
0.5520,70,33.2,0.0075,21.4,,
0.5605,71,34.0,0.0075,21.4,,
0.5690,72,35.0,0.0075,21.4,,
0.5775,73,35.8,0.0075,21.4,,
0.5860,74,36.6,0.0075,21.4,,
0.5935,75,37.4,0.0075,21.4,,
0.6020,76,38.3,0.0075,21.4,,
0.6105,77,39.3,0.0075,21.4,,
0.6185,78,40.1,0.0075,21.4,,
0.6270,79,41.0,0.0075,21.4,,
0.6355,80,41.7,0.0085,21.4,,
0.6430,81,42.6,0.0070,21.4,,
0.6515,82,43.4,0.0075,21.4,,
0.6600,83,44.2,0.0075,21.4,,
0.6685,84,45.1,0.0075,21.4,,
0.6770,85,46.0,0.0075,21.4,,
0.6850,86,46.9,0.0075,21.4,,
0.6930,87,47.6,0.0075,21.4,,
0.7010,88,48.5,0.0075,21.4,,
0.7095,89,49.3,0.0075,21.4,,
0.7180,90,50.2,0.0075,21.4,,
0.7265,91,51.1,0.0075,21.4,,
0.7350,92,51.9,0.0085,21.4,,
0.7425,93,52.8,0.0070,21.4,,
0.7510,94,53.9,0.0075,21.4,,
0.7595,95,54.7,0.0075,21.4,,
0.7675,96,55.5,0.0075,21.4,,
0.7760,97,56.5,0.0075,21.4,,
0.7845,98,57.2,0.0085,21.4,,
0.7920,99,58.3,0.0070,21.4,,
0.8005,100,59.2,0.0075,21.4,,
0.8090,101,60.1,0.0075,21.4,,
0.8175,102,61.1,0.0075,21.4,,
0.8255,103,62.1,0.0075,21.4,,
0.8340,104,62.9,0.0085,21.4,,
0.8415,105,63.7,0.0070,21.4,,
0.8500,106,64.6,0.0075,21.4,,
0.8585,107,65.6,0.0075,21.4,,
0.8670,108,66.5,0.0075,21.4,,
0.8755,109,67.3,0.0075,21.4,,
0.8830,110,68.2,0.0075,21.4,,
0.8915,111,69.2,0.0075,21.4,,
0.9000,112,70.2,0.0075,21.4,,
0.9080,113,71.2,0.0075,21.4,,
0.9165,114,72.0,0.0075,21.4,,
0.9250,115,73.0,0.0075,21.4,,
0.9335,116,73.8,0.0085,21.4,,
0.9410,117,74.8,0.0070,21.4,,
0.9495,118,75.8,0.0075,21.4,,
0.9580,119,76.7,0.0075,21.4,,
0.9660,120,77.8,0.0075,21.4,,
0.9745,121,78.8,0.0075,21.4,,
0.9830,122,79.8,0.0085,21.4,,
0.9905,123,80.7,0.0070,21.4,,
0.9990,124,81.6,0.0075,21.4,,
1.0075,125,82.6,0.0075,21.4,,
1.0160,126,83.7,0.0075,21.4,,
1.0240,127,84.7,0.0075,21.4,,
1.0325,128,85.9,0.0075,21.4,,
1.0400,129,87.0,0.0075,21.4,,
1.0485,130,88.2,0.0075,21.4,,
1.0570,131,89.5,0.0075,21.4,,
1.0655,132,90.5,0.0075,21.4,,
1.0740,133,91.7,0.0075,21.4,,
1.0825,134,93.1,0.0075,21.4,,
1.0900,135,94.1,0.0075,21.4,,
1.0985,136,95.5,0.0075,21.4,,
1.1065,137,96.6,0.0075,21.4,,
1.1150,138,98.2,0.0075,21.4,,
1.1235,139,99.6,0.0075,21.4,,
1.1320,140,101.0,0.0075,21.4,,
1.1395,141,102.3,0.0070,21.4,,
1.1480,142,103.8,0.0075,21.4,,
1.1565,143,105.5,0.0075,21.4,,
1.1650,144,107.2,0.0075,21.4,,
1.1730,145,109.0,0.0075,21.4,,
1.1815,146,110.8,0.0075,21.4,,
1.1890,147,112.6,0.0075,21.4,,
1.1975,148,114.7,0.0075,21.4,,
1.2060,149,116.8,0.0075,21.4,,
1.2145,150,118.9,0.0075,21.4,,
1.2230,151,121.2,0.0075,21.4,,
1.2310,152,123.6,0.0075,21.4,,
1.2390,153,125.8,0.0080,21.4,,
1.2470,154,128.7,0.0075,21.4,,
1.2555,155,131.5,0.0075,21.4,,
1.2640,156,134.7,0.0075,21.4,,
1.2725,157,138.0,0.0075,21.4,,
1.2810,158,141.2,0.0075,21.4,,
1.2885,159,144.5,0.0075,21.4,,
1.2970,160,148.1,0.0075,21.4,,
1.3050,161,151.8,0.0075,21.4,,
1.3135,162,155.6,0.0075,21.4,,
1.3220,163,159.2,0.0075,21.4,,
1.3305,164,162.9,0.0075,21.4,,
1.3380,165,166.2,0.0075,21.4,,
1.3465,166,169.4,0.0075,21.4,,
1.3550,167,172.5,0.0075,21.4,,
1.3630,168,175.3,0.0075,21.4,,
1.3715,169,177.9,0.0075,21.4,,
1.3800,170,180.5,0.0075,21.4,,
1.3875,171,182.3,0.0075,21.4,,
1.3960,172,184.6,0.0075,21.4,,
1.3995,172,185.1,0.0070,21.4,,
1.3995,413,188.9,0.0000,21.4,,
1.4000,414,188.8,0.0010,21.4,,
1.4015,415,188.8,0.0025,21.4,,
1.4040,416,189.1,0.0035,21.4,,
1.4080,417,189.5,0.0055,21.4,,
1.4145,418,190.2,0.0095,21.4,,
1.4230,419,191.1,0.0140,21.4,,
1.4305,420,192.7,0.0125,21.4,,
1.4390,421,194.2,0.0140,21.4,,
1.4475,422,195.5,0.0120,21.4,,
1.4560,423,196.8,0.0120,21.4,,
1.4640,424,198.2,0.0115,21.4,,
1.4725,425,199.3,0.0140,21.4,,
1.4800,426,200.4,0.0125,21.4,,
1.4885,427,201.5,0.0140,21.4,,
1.4970,428,202.5,0.0120,21.4,,
1.5055,429,203.6,0.0120,21.4,,
1.5140,430,204.7,0.0120,21.4,,
1.5220,431,205.6,0.0135,21.4,,
1.5300,432,206.4,0.0135,21.4,,
1.5380,433,207.3,0.0135,21.4,,
1.5465,434,208.3,0.0120,21.4,,
1.5550,435,209.1,0.0120,21.4,,
1.5635,436,209.8,0.0120,21.4,,
1.5720,437,210.6,0.0120,21.4,,
1.5795,438,211.1,0.0125,21.4,,
1.5880,439,211.9,0.0140,21.4,,
1.5960,440,212.7,0.0135,21.4,,
1.6045,441,213.3,0.0120,21.4,,
1.6130,442,214.0,0.0120,21.4,,
1.6215,443,214.7,0.0120,21.4,,
1.6300,444,215.4,0.0140,21.4,,
1.6375,445,215.9,0.0125,21.4,,
1.6460,446,216.5,0.0140,21.4,,
1.6540,447,217.2,0.0115,21.4,,
1.6625,448,217.8,0.0120,21.4,,
1.6710,449,218.3,0.0120,21.4,,
1.6795,450,218.9,0.0140,21.4,,
1.6870,451,219.4,0.0125,21.4,,
1.6955,452,220.0,0.0140,21.4,,
1.7040,453,220.5,0.0120,21.4,,
1.7125,454,221.0,0.0120,21.4,,
1.7205,455,221.6,0.0115,21.4,,
1.7290,456,222.1,0.0140,21.4,,
1.7365,457,222.7,0.0125,21.4,,
1.7450,458,223.2,0.0140,21.4,,
1.7535,459,223.5,0.0120,21.4,,
1.7620,460,224.1,0.0120,21.4,,
1.7705,461,224.6,0.0120,21.4,,
1.7780,462,225.1,0.0125,21.4,,
1.7865,463,225.4,0.0140,21.4,,
1.7945,464,225.8,0.0135,21.4,,
1.8030,465,226.2,0.0120,21.4,,
1.8115,466,226.7,0.0120,21.4,,
1.8200,467,227.0,0.0120,21.4,,
1.8285,468,227.4,0.0140,21.4,,
1.8360,469,227.8,0.0125,21.4,,
1.8445,470,228.3,0.0140,21.4,,
1.8530,471,228.6,0.0120,21.4,,
1.8610,472,228.9,0.0115,21.4,,
1.8695,473,229.3,0.0120,21.4,,
1.8770,474,229.7,0.0125,21.4,,
1.8855,475,230.1,0.0140,21.4,,
1.8940,476,230.4,0.0140,21.4,,
1.9025,477,230.7,0.0120,21.4,,
1.9110,478,231.1,0.0120,21.4,,
1.9190,479,231.4,0.0115,21.4,,
1.9270,480,231.8,0.0135,21.4,,
1.9350,481,232.0,0.0135,21.4,,
1.9435,482,232.2,0.0140,21.4,,
1.9520,483,232.8,0.0120,21.4,,
1.9605,484,233.1,0.0120,21.4,,
1.9690,485,233.3,0.0120,21.4,,
1.9770,486,233.7,0.0135,21.4,,
