"SampleID","TA","Mass","Sample.Index"
"JUNK1",2286.75717908746,59.8389,1
"JUNK2",2276.10370755059,59.9043,2
"T8",2237.88080615264,60.1653,3
"T9",2232.11088350927,59.7014,4
"T10",2225.25307410636,59.9019,5
"T11",2232.32296009542,60.2548,6
"T12",2235.13433233475,60.0225,7
"T13",2198.60682489316,59.7109,8
"T14",2219.11640470197,60.0593,9
"T15",2237.58422720443,59.6144,10
"T16",2201.89091541343,59.7813,11
"T17",2255.24560965237,60.0529,12
"T18",2202.62733999859,59.736,13
"T19",2224.25700814495,59.8719,14
"T20",2196.38098745519,60.1227,15
"T21",2206.00433859221,60.2206,16
"T22",2229.13730818558,60.3028,17
"T23",2203.27986090358,59.7571,18
"T24",2216.06940187211,59.9168,19
