Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
1.2635,156,136.4,0.0085,21.1,,
1.2720,157,139.5,0.0075,21.1,,
1.2805,158,143.0,0.0075,21.1,,
1.2885,159,146.6,0.0075,21.1,,
1.2970,160,150.4,0.0075,21.1,,
1.3045,161,153.5,0.0075,21.1,,
1.3130,162,157.3,0.0085,21.1,,
1.3215,163,160.9,0.0075,21.1,,
1.3300,164,164.5,0.0075,21.1,,
1.3385,165,167.9,0.0075,21.1,,
1.3470,166,171.0,0.0075,21.2,,
1.3545,167,173.8,0.0075,21.1,,
1.3625,168,176.4,0.0080,21.1,,
1.3710,169,178.8,0.0075,21.2,,
1.3795,170,181.2,0.0075,21.1,,
1.3880,171,183.5,0.0075,21.2,,
1.3960,172,185.1,0.0075,21.2,,
1.3960,412,188.7,0.0000,21.2,,
1.3965,413,188.6,0.0005,21.2,,
1.3980,414,188.4,0.0010,21.2,,
1.4005,415,188.7,0.0020,21.2,,
1.4045,416,189.2,0.0030,21.2,,
1.4110,417,189.9,0.0050,21.2,,
1.4195,418,191.2,0.0065,21.2,,
1.4270,419,192.5,0.0060,21.2,,
1.4350,420,194.1,0.0065,21.2,,
1.4435,421,195.5,0.0065,21.2,,
1.4520,422,196.7,0.0065,21.2,,
1.4605,423,198.1,0.0065,21.2,,
1.4690,424,199.4,0.0065,21.2,,
1.4765,425,200.5,0.0060,21.2,,
1.4850,426,201.5,0.0070,21.2,,
1.4935,427,202.6,0.0065,21.2,,
1.5015,428,203.7,0.0060,21.2,,
1.5100,429,204.6,0.0065,21.2,,
1.5185,430,205.5,0.0065,21.2,,
1.5260,431,206.3,0.0060,21.2,,
1.5345,432,207.2,0.0070,21.2,,
1.5430,433,208.3,0.0065,21.2,,
1.5515,434,209.0,0.0065,21.2,,
1.5600,435,209.8,0.0065,21.2,,
1.5680,436,210.4,0.0065,21.2,,
1.5755,437,211.4,0.0060,21.2,,
1.5840,438,212.3,0.0070,21.2,,
1.5925,439,213.0,0.0065,21.2,,
1.6010,440,213.6,0.0065,21.2,,
1.6095,441,214.3,0.0065,21.2,,
1.6180,442,214.8,0.0070,21.2,,
1.6255,443,215.6,0.0060,21.2,,
1.6340,444,216.3,0.0070,21.2,,
1.6420,445,216.8,0.0060,21.2,,
1.6505,446,217.5,0.0065,21.2,,
1.6590,447,218.0,0.0065,21.2,,
1.6675,448,218.5,0.0065,21.2,,
1.6750,449,219.1,0.0060,21.2,,
1.6835,450,219.6,0.0070,21.2,,
1.6920,451,220.2,0.0065,21.2,,
1.7000,452,220.7,0.0060,21.2,,
1.7085,453,221.2,0.0065,21.2,,
1.7170,454,221.8,0.0065,21.2,,
1.7245,455,222.1,0.0060,21.2,,
1.7330,456,222.7,0.0070,21.2,,
1.7415,457,223.2,0.0070,21.2,,
1.7500,458,223.6,0.0065,21.2,,
1.7585,459,224.2,0.0065,21.2,,
1.7665,460,224.7,0.0060,21.2,,
1.7740,461,225.0,0.0060,21.2,,
1.7825,462,225.4,0.0070,21.2,,
1.7910,463,225.8,0.0070,21.2,,
1.7995,464,226.3,0.0065,21.2,,
1.8080,465,226.8,0.0065,21.2,,
1.8165,466,227.1,0.0065,21.2,,
1.8240,467,227.4,0.0060,21.2,,
1.8325,468,227.8,0.0070,21.2,,
1.8405,469,228.2,0.0065,21.2,,
1.8490,470,228.5,0.0065,21.2,,
1.8575,471,228.9,0.0065,21.2,,
1.8660,472,229.3,0.0065,21.2,,
1.8745,473,229.6,0.0070,21.2,,
1.8820,474,230.1,0.0060,21.2,,
1.8905,475,230.5,0.0070,21.2,,
1.8985,476,230.7,0.0060,21.2,,
1.9070,477,231.0,0.0065,21.2,,
1.9155,478,231.5,0.0065,21.2,,
1.9240,479,231.8,0.0070,21.2,,
1.9315,480,232.2,0.0060,21.2,,
1.9400,481,232.4,0.0070,21.2,,
1.9485,482,232.8,0.0065,21.2,,
1.9570,483,233.1,0.0065,21.2,,
1.9650,484,233.3,0.0060,21.2,,
1.9730,485,233.7,0.0065,21.2,,
1.9790,486,233.8,0.0050,21.2,,
1.9825,487,234.2,0.0030,21.2,,
1.9830,488,234.4,0.0005,21.2,,
1.9835,489,234.3,0.0005,21.2,,
1.9850,490,234.3,0.0010,21.2,,
1.9865,491,234.3,0.0010,21.2,,
1.9890,492,234.5,0.0020,21.2,,
1.9925,493,234.5,0.0030,21.2,,
1.9965,494,234.7,0.0030,21.2,,
1.9995,495,235.0,0.0025,21.2,,
1.9995,,235.0,,,EP,
2.0010,496,235.0,0.0015,21.2,,
SystemInternal9/2/2026 4:15:31 PM,,,,,,1/1
