Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-58.3,NaN,21.2,,
0.0005,1,-58.2,0.0005,21.2,,
0.0025,2,-58.4,0.0020,21.2,,
0.0050,3,-58.4,0.0025,21.2,,
0.0090,4,-58.1,0.0035,21.2,,
0.0150,5,-57.9,0.0055,21.2,,
0.0235,6,-57.5,0.0075,21.2,,
0.0310,7,-56.8,0.0075,21.2,,
0.0395,8,-55.9,0.0085,21.2,,
0.0480,9,-54.6,0.0085,21.2,,
0.0565,10,-53.4,0.0075,21.2,,
0.0645,11,-52.2,0.0075,21.2,,
0.0730,12,-50.7,0.0075,21.2,,
0.0815,13,-49.4,0.0085,21.2,,
0.0890,14,-47.5,0.0075,21.2,,
0.0975,15,-45.8,0.0085,21.2,,
0.1060,16,-44.0,0.0075,21.2,,
0.1145,17,-41.8,0.0075,21.2,,
0.1230,18,-39.6,0.0075,21.2,,
0.1310,19,-37.6,0.0080,21.2,,
0.1385,20,-35.3,0.0075,21.2,,
0.1470,21,-32.8,0.0085,21.2,,
0.1555,22,-30.0,0.0075,21.2,,
0.1640,23,-27.3,0.0075,21.2,,
0.1725,24,-24.6,0.0075,21.2,,
0.1800,25,-21.9,0.0075,21.2,,
0.1885,26,-18.9,0.0085,21.2,,
0.1970,27,-15.8,0.0085,21.2,,
0.2050,28,-13.1,0.0075,21.2,,
0.2135,29,-10.6,0.0075,21.2,,
0.2220,30,-8.1,0.0075,21.2,,
0.2295,31,-6.1,0.0075,21.2,,
0.2380,32,-3.9,0.0085,21.2,,
0.2465,33,-2.1,0.0085,21.2,,
0.2550,34,-0.5,0.0075,21.2,,
0.2635,35,1.2,0.0075,21.2,,
0.2715,36,2.8,0.0075,21.2,,
0.2795,37,4.1,0.0080,21.2,,
0.2875,38,5.4,0.0080,21.2,,
0.2960,39,6.7,0.0075,21.2,,
0.3045,40,8.0,0.0075,21.2,,
0.3130,41,9.1,0.0075,21.2,,
0.3215,42,10.3,0.0075,21.2,,
0.3290,43,11.4,0.0075,21.2,,
0.3375,44,12.6,0.0085,21.2,,
0.3455,45,13.9,0.0080,21.2,,
0.3540,46,14.9,0.0075,21.2,,
0.3625,47,15.8,0.0075,21.2,,
0.3710,48,17.0,0.0075,21.2,,
0.3785,49,17.8,0.0075,21.2,,
0.3870,50,18.9,0.0085,21.2,,
0.3955,51,19.8,0.0085,21.2,,
0.4035,52,20.7,0.0075,21.2,,
0.4120,53,21.8,0.0075,21.2,,
0.4205,54,22.6,0.0075,21.2,,
0.4280,55,23.6,0.0075,21.2,,
0.4365,56,24.3,0.0085,21.2,,
0.4450,57,25.2,0.0085,21.2,,
0.4535,58,26.3,0.0075,21.2,,
0.4620,59,27.2,0.0075,21.2,,
0.4700,60,28.0,0.0075,21.3,,
0.4780,61,28.8,0.0080,21.2,,
0.4860,62,29.8,0.0080,21.3,,
0.4945,63,30.8,0.0085,21.2,,
0.5030,64,31.6,0.0075,21.3,,
0.5115,65,32.3,0.0075,21.3,,
0.5200,66,33.3,0.0075,21.3,,
0.5280,67,34.1,0.0080,21.3,,
0.5360,68,35.1,0.0080,21.3,,
0.5440,69,35.8,0.0080,21.3,,
0.5525,70,36.6,0.0075,21.3,,
0.5610,71,37.7,0.0075,21.3,,
0.5695,72,38.5,0.0075,21.3,,
0.5780,73,39.3,0.0085,21.3,,
0.5855,74,40.1,0.0075,21.3,,
0.5940,75,41.0,0.0085,21.3,,
0.6025,76,42.1,0.0075,21.3,,
0.6105,77,42.8,0.0075,21.3,,
0.6190,78,43.6,0.0075,21.3,,
0.6275,79,44.6,0.0075,21.3,,
0.6350,80,45.5,0.0075,21.3,,
0.6435,81,46.5,0.0085,21.3,,
0.6520,82,47.4,0.0085,21.3,,
0.6600,83,48.2,0.0075,21.3,,
0.6685,84,49.0,0.0075,21.3,,
0.6770,85,50.0,0.0075,21.3,,
0.6845,86,50.8,0.0075,21.3,,
0.6930,87,51.6,0.0085,21.3,,
0.7015,88,52.3,0.0085,21.3,,
0.7100,89,53.4,0.0075,21.3,,
0.7185,90,54.3,0.0075,21.3,,
0.7265,91,55.0,0.0075,21.3,,
0.7345,92,55.9,0.0080,21.3,,
0.7425,93,56.7,0.0080,21.3,,
0.7510,94,57.7,0.0075,21.3,,
0.7595,95,58.6,0.0075,21.3,,
0.7680,96,59.5,0.0075,21.3,,
0.7765,97,60.3,0.0075,21.3,,
0.7840,98,61.0,0.0075,21.3,,
0.7925,99,62.0,0.0085,21.3,,
0.8010,100,62.9,0.0085,21.3,,
0.8090,101,63.7,0.0075,21.3,,
0.8175,102,64.8,0.0075,21.3,,
0.8260,103,65.8,0.0075,21.3,,
0.8335,104,66.5,0.0075,21.3,,
0.8420,105,67.4,0.0085,21.3,,
0.8505,106,68.1,0.0085,21.3,,
0.8590,107,69.2,0.0075,21.3,,
0.8670,108,70.2,0.0075,21.3,,
0.8755,109,71.0,0.0075,21.3,,
0.8830,110,72.0,0.0075,21.3,,
0.8915,111,72.9,0.0085,21.3,,
0.9000,112,74.1,0.0075,21.3,,
0.9085,113,75.0,0.0075,21.3,,
0.9170,114,75.7,0.0075,21.3,,
0.9255,115,76.8,0.0075,21.3,,
0.9330,116,77.7,0.0075,21.3,,
0.9410,117,78.7,0.0080,21.3,,
0.9495,118,79.8,0.0085,21.3,,
0.9580,119,80.7,0.0075,21.3,,
0.9665,120,81.8,0.0075,21.3,,
0.9750,121,82.9,0.0075,21.3,,
0.9825,122,83.8,0.0075,21.3,,
0.9910,123,85.0,0.0085,21.3,,
0.9995,124,86.1,0.0085,21.3,,
1.0075,125,87.3,0.0075,21.3,,
1.0160,126,88.4,0.0075,21.3,,
1.0245,127,89.3,0.0075,21.3,,
1.0320,128,90.3,0.0075,21.3,,
1.0405,129,91.5,0.0085,21.3,,
1.0490,130,92.8,0.0085,21.3,,
1.0575,131,94.0,0.0075,21.3,,
1.0655,132,95.2,0.0075,21.3,,
1.0740,133,96.6,0.0075,21.3,,
1.0825,134,97.8,0.0085,21.3,,
1.0900,135,99.1,0.0075,21.3,,
1.0985,136,100.5,0.0085,21.3,,
1.1070,137,101.8,0.0075,21.3,,
1.1155,138,103.5,0.0075,21.3,,
1.1240,139,105.0,0.0075,21.3,,
